,,Area,Distance from Origin,Distance to Image Border XY,Ellipticity (oblate),Ellipticity (prolate),Intensity Max Ch=1,Intensity Max Ch=2,Intensity Mean Ch=1,Intensity Mean Ch=2,Intensity Median Ch=1,Intensity Median Ch=2,Intensity Min Ch=1,Intensity Min Ch=2,Intensity StdDev Ch=1,Intensity StdDev Ch=2,Intensity Sum Ch=1,Intensity Sum Ch=2,Number of Vertices,Position,,,Sphericity,Volume
1376,Puncta >50 from Soma Center,0.25,98.82,0.92,0.13,0.45,12468.00,11907.00,8504.33,10288.30,4446.00,9390.00,4446.00,9390.00,3275.65,1146.88,25513.00,30865.00,14.00,78.96,59.33,3.07,0.54,0.00
1377,Puncta >50 from Soma Center,0.23,99.84,1.05,0.13,0.45,3220.00,10830.00,1632.33,9513.33,614.00,8297.00,614.00,8297.00,1137.52,1036.53,4897.00,28540.00,14.00,79.23,60.70,2.49,0.58,0.00
1378,Puncta >50 from Soma Center,7.19,110.95,0.54,0.42,0.42,15326.00,29971.00,4998.86,13038.30,4539.71,11234.60,716.00,8558.00,2808.39,4638.34,424903.00,1108260.00,276.00,90.25,64.54,0.49,0.40,0.45
1379,Puncta >50 from Soma Center,0.30,111.92,0.67,0.39,0.47,4862.00,12061.00,3740.67,11215.00,2941.00,9842.00,2941.00,9842.00,816.56,979.55,11222.00,33645.00,14.00,91.13,64.95,1.81,0.75,0.01
1380,Puncta >50 from Soma Center,0.50,110.43,2.02,0.32,0.40,6848.00,11600.00,3874.50,9915.50,3589.88,9630.31,1635.00,8544.00,1645.92,1089.02,23247.00,59493.00,26.00,94.11,57.75,1.66,0.73,0.02
1381,Puncta >50 from Soma Center,0.95,110.17,2.35,0.19,0.60,6773.00,16338.00,4667.78,10901.30,3965.80,9476.09,2619.00,7973.00,1412.56,2712.49,42010.00,98112.00,38.00,93.78,57.77,2.40,0.61,0.04
1382,Puncta >50 from Soma Center,1.61,111.08,6.80,0.50,0.31,9373.00,15915.00,2942.67,10372.60,2358.54,9209.98,656.00,7780.00,2211.44,2444.26,52968.00,186707.00,60.00,94.56,58.24,2.36,0.64,0.10
1383,Puncta >50 from Soma Center,0.29,110.56,6.69,0.39,0.47,4411.00,9756.00,2751.67,9373.00,1797.00,8941.00,1797.00,8941.00,1177.76,334.52,8255.00,28119.00,14.00,94.49,57.37,2.23,0.77,0.01
1384,Puncta >50 from Soma Center,1.34,112.81,4.87,0.40,0.46,7280.00,20220.00,3470.54,12561.00,2588.59,9335.22,823.00,8512.00,1716.94,4068.57,45117.00,163293.00,46.00,91.64,65.74,2.38,0.61,0.07
1385,Puncta >50 from Soma Center,0.29,112.29,5.08,0.13,0.45,9617.00,13368.00,6518.33,10405.70,4570.00,8578.00,4570.00,8578.00,2215.17,2113.70,19555.00,31217.00,14.00,91.35,65.20,3.44,0.68,0.01
1386,Puncta >50 from Soma Center,2.14,112.64,4.35,0.23,0.75,10068.00,20353.00,4004.77,11787.70,3456.52,10488.90,665.00,7852.00,2609.02,3819.30,104124.00,306480.00,78.00,92.21,64.62,2.98,0.60,0.14
1387,Puncta >50 from Soma Center,3.15,112.95,6.11,0.28,0.64,10919.00,15188.00,4702.87,10588.40,4019.80,9860.54,1372.00,8194.00,2211.78,2069.11,141086.00,317651.00,114.00,92.74,64.40,3.01,0.38,0.12
1388,Puncta >50 from Soma Center,0.25,112.21,5.51,0.13,0.45,7174.00,10219.00,3493.67,9022.67,1431.00,8105.00,1431.00,8105.00,2608.72,885.24,10481.00,27068.00,14.00,91.63,64.73,2.64,0.67,0.01
1389,Puncta >50 from Soma Center,0.34,112.67,6.51,0.23,0.45,6564.00,10727.00,4789.20,9942.20,3905.78,9515.09,3752.00,8602.00,1005.54,802.06,23946.00,49711.00,22.00,91.95,65.02,3.49,0.67,0.01
1390,Puncta >50 from Soma Center,0.36,112.24,7.14,0.15,0.35,7300.00,13212.00,4859.00,10766.00,3163.40,9879.38,3081.00,9437.00,1804.90,1464.45,19436.00,43064.00,18.00,91.76,64.56,3.30,0.64,0.01
1391,Puncta >50 from Soma Center,0.74,110.51,6.43,0.45,0.29,4611.00,12311.00,2421.50,9556.50,1817.69,9059.05,787.00,7811.00,1258.45,1414.98,19372.00,76452.00,32.00,94.56,57.10,3.35,0.63,0.03
1392,Puncta >50 from Soma Center,0.57,111.81,6.11,0.24,0.58,6201.00,10117.00,3782.86,8910.71,3414.32,8920.23,1770.00,7585.00,1366.69,878.79,26480.00,62375.00,26.00,94.86,59.10,3.38,0.68,0.02
1393,Puncta >50 from Soma Center,0.44,111.97,6.47,0.27,0.34,3497.00,14286.00,1941.17,10171.30,1443.82,8952.05,882.00,7845.00,885.49,2064.09,11647.00,61028.00,26.00,94.60,59.77,4.16,0.68,0.02
1394,Puncta >50 from Soma Center,6.82,111.55,7.54,0.35,0.53,15579.00,39341.00,4143.39,15784.20,3612.33,13961.40,562.00,8254.00,2868.34,6185.40,455773.00,1736260.00,264.00,94.67,58.90,3.44,0.55,0.69
1395,Puncta >50 from Soma Center,0.42,112.08,8.16,0.16,0.55,8114.00,13352.00,3892.60,11581.00,2457.92,9981.78,1472.00,8663.00,2277.51,1898.86,19463.00,57905.00,22.00,95.06,59.21,4.50,0.70,0.01
1396,Puncta >50 from Soma Center,4.94,111.46,8.43,0.22,0.44,12270.00,21660.00,4563.88,12581.00,3634.52,11676.80,991.00,8349.00,2604.62,2876.46,196247.00,540981.00,158.00,93.91,59.87,4.50,0.38,0.24
1397,Puncta >50 from Soma Center,1.13,112.13,7.98,0.27,0.53,7721.00,15001.00,2987.64,11460.60,2313.23,9922.04,548.00,8596.00,2168.08,2121.19,32864.00,126067.00,44.00,94.14,60.71,4.83,0.53,0.04
1398,Puncta >50 from Soma Center,0.84,112.74,9.07,0.21,0.58,7834.00,14116.00,3060.63,10731.90,1890.80,10075.60,691.00,8239.00,2196.92,1652.18,24485.00,85855.00,34.00,91.79,65.34,3.87,0.57,0.03
1399,Puncta >50 from Soma Center,1.26,112.27,8.81,0.19,0.33,6147.00,18104.00,3403.82,12908.30,3207.39,9899.19,654.00,8851.00,1522.81,3608.72,37442.00,141991.00,44.00,91.01,65.64,3.48,0.55,0.06
1400,Puncta >50 from Soma Center,1.19,112.29,9.36,0.18,0.41,8641.00,11346.00,3761.36,9373.93,2266.14,9303.48,1015.00,8177.00,2436.57,926.10,52659.00,131235.00,50.00,90.79,65.97,3.98,0.52,0.05
1401,Puncta >50 from Soma Center,0.86,111.68,9.75,0.12,0.75,6401.00,14276.00,4123.11,10237.70,3816.86,9281.15,1066.00,8542.00,1555.68,1776.37,37108.00,92139.00,36.00,93.54,60.84,4.56,0.52,0.03
1402,Puncta >50 from Soma Center,0.63,111.95,9.77,0.74,0.17,7959.00,10929.00,3899.86,9364.00,1512.04,9014.60,558.00,8063.00,3007.03,843.81,27299.00,65548.00,30.00,93.74,60.98,5.33,0.54,0.02
1403,Puncta >50 from Soma Center,0.30,111.11,9.14,0.13,0.45,3540.00,11935.00,2474.67,10453.00,1064.00,8081.00,1064.00,8081.00,1039.90,1694.58,7424.00,31359.00,14.00,92.67,61.10,4.84,0.66,0.01
1404,Puncta >50 from Soma Center,1.31,111.10,10.82,0.57,0.28,5518.00,12283.00,2418.20,9221.07,1649.06,8215.03,710.00,7076.00,1371.24,1724.74,36273.00,138316.00,56.00,92.87,60.77,5.16,0.56,0.06
1405,Puncta >50 from Soma Center,0.32,111.38,13.28,0.02,0.99,11278.00,9803.00,7144.00,8275.00,3015.00,7262.00,3015.00,7262.00,3373.36,1099.42,21432.00,24825.00,14.00,93.09,60.94,5.22,0.47,0.01
1406,Puncta >50 from Soma Center,0.55,111.40,12.99,0.07,0.41,12737.00,15000.00,9458.25,10421.80,8800.67,8231.59,6019.00,7658.00,2432.01,2893.02,37833.00,41687.00,18.00,92.85,61.33,5.31,0.64,0.02
1407,Puncta >50 from Soma Center,0.24,112.34,12.93,0.00,1.99,8261.00,8185.00,7100.33,8025.00,4988.00,7939.00,4988.00,7939.00,1496.08,113.25,21301.00,24075.00,14.00,91.50,65.00,4.86,0.47,0.00
1408,Puncta >50 from Soma Center,0.75,112.46,13.03,0.50,0.20,14088.00,19145.00,8101.17,11555.00,7458.51,10324.50,4390.00,8787.00,3370.64,3535.76,48607.00,69330.00,26.00,91.31,65.53,3.86,0.69,0.04
1409,Puncta >50 from Soma Center,0.52,112.31,14.35,0.47,0.32,5036.00,13962.00,2438.75,12539.00,1580.70,11980.80,657.00,11603.00,1632.32,895.99,9755.00,50156.00,18.00,91.77,64.46,6.00,0.81,0.03
1410,Puncta >50 from Soma Center,1.43,112.80,10.53,0.56,0.27,9654.00,15757.00,3100.07,10020.90,2116.46,8779.42,843.00,7251.00,2350.67,2590.31,46501.00,150314.00,56.00,92.87,63.76,5.80,0.58,0.07
1411,Puncta >50 from Soma Center,1.13,112.81,12.75,0.25,0.62,10182.00,11755.00,3476.27,9659.09,2564.17,9037.80,669.00,8206.00,2347.58,1252.15,38239.00,106250.00,44.00,92.69,64.10,5.16,0.53,0.04
1412,Puncta >50 from Soma Center,3.15,112.44,13.84,0.40,0.44,9881.00,34719.00,3309.71,12123.20,3061.78,11220.80,693.00,8335.00,2028.29,4478.46,139008.00,509175.00,122.00,92.44,63.63,6.88,0.61,0.25
1413,Puncta >50 from Soma Center,0.11,111.82,13.84,0.12,0.93,3756.00,9773.00,1734.33,8653.33,654.00,7948.00,654.00,7948.00,1430.66,800.59,5203.00,25960.00,14.00,90.96,64.75,6.09,0.65,0.00
1414,Puncta >50 from Soma Center,0.38,111.67,10.77,0.39,0.47,5356.00,15887.00,2958.67,13297.30,821.00,11815.00,821.00,11815.00,1860.49,1837.56,8876.00,39892.00,14.00,93.33,61.13,4.74,0.78,0.02
1415,Puncta >50 from Soma Center,0.30,111.67,10.68,0.39,0.47,5021.00,11470.00,2150.00,10164.30,548.00,8544.00,548.00,8544.00,2034.65,1215.08,6450.00,30493.00,14.00,92.84,61.75,6.14,0.76,0.01
1416,Puncta >50 from Soma Center,1.26,111.20,11.84,0.15,0.69,10544.00,17123.00,4688.42,10487.60,3723.03,9545.89,1156.00,8306.00,2892.84,2541.81,56261.00,125851.00,50.00,91.83,62.47,5.48,0.50,0.05
1417,Puncta >50 from Soma Center,0.73,111.67,12.49,0.14,0.59,4178.00,12627.00,3042.43,10779.40,3173.23,10115.80,1320.00,8634.00,923.40,1522.19,21297.00,75456.00,28.00,92.64,61.88,7.66,0.62,0.03
1418,Puncta >50 from Soma Center,0.43,112.21,12.11,0.39,0.47,3372.00,13070.00,2151.00,11801.00,1397.00,10497.00,1397.00,10497.00,871.29,1050.71,6453.00,35403.00,14.00,92.06,63.85,6.22,0.69,0.02
1419,Puncta >50 from Soma Center,0.69,111.86,12.00,0.15,0.53,8891.00,16696.00,4768.33,12492.80,3334.86,11277.80,855.00,8947.00,2587.23,3042.89,28610.00,74957.00,26.00,91.78,63.58,6.74,0.66,0.03
1420,Puncta >50 from Soma Center,1.16,112.13,12.50,0.23,0.51,10281.00,16675.00,5637.36,10132.70,4694.11,8987.07,1917.00,8118.00,2553.91,2408.95,62011.00,111460.00,44.00,91.86,63.97,6.58,0.47,0.04
1421,Puncta >50 from Soma Center,1.49,111.93,8.46,0.27,0.57,10041.00,18423.00,3891.81,10931.90,3021.76,9506.16,826.00,8367.00,2489.23,2835.02,62269.00,174910.00,56.00,91.30,64.44,6.29,0.60,0.08
1422,Puncta >50 from Soma Center,0.43,111.56,8.78,0.13,0.45,2395.00,12425.00,1507.67,11128.70,540.00,10128.00,540.00,10128.00,759.43,960.76,4523.00,33386.00,14.00,90.74,64.58,6.38,0.67,0.01
1423,Puncta >50 from Soma Center,0.49,111.11,9.09,0.11,0.44,1243.00,11671.00,821.80,9942.00,712.75,8230.36,637.00,7858.00,216.83,1573.85,4109.00,49710.00,22.00,90.37,64.33,6.33,0.74,0.02
1424,Puncta >50 from Soma Center,0.78,94.09,8.89,0.30,0.56,5120.00,12243.00,2452.10,9403.90,1973.98,9029.25,790.00,7958.00,1467.21,1240.57,24521.00,94039.00,40.00,46.19,81.97,0.80,0.59,0.03
1425,Puncta >50 from Soma Center,0.13,98.86,9.41,0.13,0.45,909.00,8129.00,835.33,7916.67,789.00,7769.00,789.00,7769.00,52.66,153.93,2506.00,23750.00,14.00,54.58,82.43,1.03,0.59,0.00
1426,Puncta >50 from Soma Center,0.39,99.08,10.81,0.05,0.57,2081.00,10855.00,1177.00,9060.25,749.72,8224.58,573.00,7808.00,586.30,1179.37,4708.00,36241.00,18.00,53.61,83.33,0.62,0.59,0.01
1427,Puncta >50 from Soma Center,0.23,99.33,10.07,0.13,0.45,4681.00,9787.00,3699.33,8337.33,2008.00,7610.00,2008.00,7610.00,1201.10,1025.07,11098.00,25012.00,14.00,53.97,83.38,1.46,0.62,0.01
1428,Puncta >50 from Soma Center,5.21,99.25,5.06,0.28,0.62,7295.00,46969.00,2488.93,17184.20,1780.15,14154.90,604.00,8611.00,1792.73,8015.83,214048.00,1477840.00,190.00,53.34,83.70,0.51,0.64,0.57
1429,Puncta >50 from Soma Center,0.24,98.54,5.15,0.13,0.45,2157.00,11777.00,1911.67,10569.30,1529.00,9936.00,1529.00,9936.00,274.15,854.29,5735.00,31708.00,14.00,53.67,82.63,1.17,0.64,0.01
1430,Puncta >50 from Soma Center,3.97,98.11,31.24,0.13,0.78,13515.00,39403.00,4913.20,14319.90,4028.34,11702.90,597.00,7316.00,3574.29,6240.33,245660.00,715996.00,136.00,53.34,82.32,1.63,0.57,0.32
1431,Puncta >50 from Soma Center,1.17,99.78,30.90,0.47,0.39,4132.00,22020.00,1842.45,12518.90,834.55,11327.20,600.00,7303.00,1175.54,4149.77,20267.00,137708.00,40.00,54.04,83.87,0.75,0.68,0.07
1432,Puncta >50 from Soma Center,3.13,100.11,30.78,0.28,0.62,11285.00,31381.00,4076.67,13477.00,3570.64,11039.70,610.00,7494.00,2746.58,5445.45,187527.00,619942.00,110.00,54.44,84.00,1.10,0.68,0.29
1433,Puncta >50 from Soma Center,4.16,99.57,29.55,0.20,0.64,20897.00,21469.00,6246.66,11968.30,5205.54,11147.40,711.00,7414.00,4222.56,3166.61,293593.00,562508.00,150.00,54.33,83.43,1.16,0.53,0.31
1434,Puncta >50 from Soma Center,2.98,99.94,28.20,0.43,0.44,5957.00,32283.00,2190.77,13183.10,1443.77,11222.10,558.00,7437.00,1690.23,5840.87,96394.00,580056.00,110.00,54.74,83.60,1.60,0.69,0.28
1435,Puncta >50 from Soma Center,2.24,99.77,16.89,0.37,0.46,22006.00,20505.00,11322.70,12932.80,10108.40,11902.50,1968.00,8853.00,5297.18,3229.63,215132.00,245723.00,76.00,56.25,82.38,2.14,0.46,0.10
1436,Puncta >50 from Soma Center,10.47,99.97,18.08,0.23,0.65,31027.00,54846.00,7378.71,19499.70,6342.44,16266.90,646.00,8910.00,4851.41,9702.24,1055160.00,2788460.00,372.00,56.52,82.45,1.82,0.44,0.95
1437,Puncta >50 from Soma Center,0.43,99.76,19.89,0.27,0.35,5569.00,14248.00,2834.40,9388.80,1547.79,7782.81,736.00,7520.00,1757.96,2497.34,14172.00,46944.00,22.00,55.92,82.56,2.78,0.61,0.01
1438,Puncta >50 from Soma Center,0.25,101.19,19.54,0.46,0.21,5809.00,10128.00,3313.00,8835.20,2298.30,8441.34,816.00,8129.00,1881.46,684.64,16565.00,44176.00,22.00,56.16,84.15,1.71,0.66,0.01
1439,Puncta >50 from Soma Center,0.41,101.69,18.43,0.13,0.45,14579.00,18806.00,9949.33,14522.30,4648.00,12309.00,4648.00,12309.00,4082.04,3029.57,29848.00,43567.00,14.00,56.10,84.80,1.62,0.65,0.01
1440,Puncta >50 from Soma Center,6.71,99.89,18.17,0.36,0.44,25616.00,26749.00,6977.71,13401.70,5460.18,12343.10,689.00,8492.00,5097.33,3774.40,474484.00,911315.00,242.00,55.04,83.33,1.75,0.37,0.36
1441,Puncta >50 from Soma Center,0.44,99.76,18.90,0.29,0.32,27400.00,14556.00,18427.80,12091.80,16677.60,10634.10,12318.00,10540.00,4833.00,1607.43,110567.00,72551.00,24.00,55.32,82.99,2.31,0.60,0.01
1442,Puncta >50 from Soma Center,1.51,100.41,20.45,0.20,0.66,6868.00,18559.00,4105.76,10501.20,3498.77,9249.79,1409.00,7677.00,1635.36,2646.02,69798.00,178520.00,64.00,55.12,83.90,2.02,0.55,0.07
1443,Puncta >50 from Soma Center,5.15,100.56,19.31,0.26,0.71,23747.00,55371.00,8803.73,20078.60,8160.11,15252.40,682.00,9725.00,5046.69,10843.90,660280.00,1505900.00,186.00,55.84,83.58,2.72,0.59,0.49
1444,Puncta >50 from Soma Center,0.27,100.43,20.11,0.39,0.47,4864.00,13148.00,3277.67,11605.00,2106.00,10602.00,2106.00,10602.00,1163.50,1107.31,9833.00,34815.00,14.00,55.96,83.29,4.21,0.69,0.01
1445,Puncta >50 from Soma Center,4.46,99.91,18.85,0.30,0.59,14903.00,27007.00,5484.31,15068.40,4432.70,13174.30,721.00,8659.00,3520.68,5136.87,301637.00,828763.00,164.00,55.64,82.89,3.86,0.53,0.34
1446,Puncta >50 from Soma Center,0.24,98.95,18.98,0.25,0.50,21540.00,12121.00,14891.50,11255.80,15759.40,10582.90,5278.00,10409.00,5951.35,765.88,59566.00,45023.00,18.00,54.89,82.22,4.34,0.66,0.01
1447,Puncta >50 from Soma Center,5.17,99.72,19.93,0.50,0.36,22869.00,23769.00,8203.78,12111.60,8034.33,11391.10,1168.00,8236.00,4590.40,3151.65,533246.00,787251.00,196.00,55.56,82.76,2.93,0.50,0.39
1448,Puncta >50 from Soma Center,0.67,99.55,21.22,0.46,0.38,12715.00,13797.00,7387.86,10459.90,4883.48,9731.25,2538.00,8376.00,3406.32,1769.56,51715.00,73219.00,30.00,55.91,82.29,3.66,0.61,0.02
1449,Puncta >50 from Soma Center,0.64,99.65,21.14,0.19,0.61,17351.00,19123.00,7458.57,10702.60,2831.06,9010.29,1329.00,8726.00,5854.43,3506.52,52210.00,74918.00,30.00,55.46,82.69,4.03,0.68,0.03
1450,Puncta 40-50 from Soma Center,1.06,100.13,21.61,0.37,0.52,8234.00,14927.00,4886.71,10707.60,3861.84,10514.20,1282.00,8720.00,2384.95,1720.32,68414.00,149907.00,40.00,55.94,82.90,4.97,0.71,0.06
1451,Puncta 40-50 from Soma Center,0.16,100.26,21.77,0.13,0.45,4505.00,9833.00,3827.67,9302.67,3029.00,8563.00,3029.00,8563.00,608.65,539.18,11483.00,27908.00,14.00,55.81,83.15,4.95,0.59,0.00
1452,Puncta 40-50 from Soma Center,0.17,100.02,21.90,0.13,0.45,8137.00,9269.00,4281.67,8709.33,1717.00,8056.00,1717.00,8056.00,2775.30,499.62,12845.00,26128.00,14.00,55.87,82.78,5.53,0.36,0.00
1453,Puncta 40-50 from Soma Center,4.41,100.50,21.85,0.56,0.28,15537.00,34998.00,5868.35,14754.20,5084.03,12893.50,1453.00,9159.00,3324.02,5534.65,316891.00,796727.00,152.00,56.95,82.62,5.53,0.56,0.36
1454,Puncta 40-50 from Soma Center,0.72,100.26,22.39,0.35,0.47,9795.00,17309.00,4511.75,11316.10,3401.56,10460.10,1811.00,8586.00,2559.19,2479.25,36094.00,90529.00,32.00,56.20,82.84,5.58,0.71,0.03
1455,Puncta 40-50 from Soma Center,1.25,120.48,22.31,0.40,0.44,15523.00,20047.00,5810.25,12174.80,4758.12,10243.30,942.00,8587.00,3882.28,3655.24,69723.00,146097.00,44.00,98.28,69.52,4.99,0.61,0.06
1456,Puncta 40-50 from Soma Center,0.42,121.17,22.39,0.25,0.50,4960.00,14101.00,3476.25,11174.80,2438.03,9711.16,2314.00,8482.00,1132.48,2205.32,13905.00,44699.00,18.00,97.92,71.19,4.97,0.56,0.01
1457,Puncta >50 from Soma Center,2.58,120.92,27.03,0.38,0.43,6898.00,30349.00,2929.32,11969.00,2594.78,9590.16,603.00,7541.00,1851.38,4887.40,99597.00,406946.00,98.00,97.46,71.31,6.06,0.65,0.20
1458,Puncta 40-50 from Soma Center,3.77,120.40,22.82,0.39,0.42,21711.00,17528.00,6672.07,12289.50,5617.41,11825.20,583.00,8786.00,4561.12,2466.13,286899.00,528447.00,126.00,97.34,70.63,5.58,0.53,0.27
1459,Puncta 40-50 from Soma Center,0.39,119.67,23.21,0.37,0.25,6842.00,12925.00,4490.80,10747.40,2880.70,10193.00,2545.00,9672.00,1586.85,1131.16,22454.00,53737.00,22.00,96.50,70.48,6.38,0.65,0.01
1460,Puncta >50 from Soma Center,4.00,120.41,26.22,0.17,0.66,16090.00,25016.00,6248.02,11588.70,4639.53,10938.30,662.00,7436.00,3910.51,3449.42,293657.00,544671.00,144.00,97.18,70.83,6.20,0.52,0.28
1461,Puncta >50 from Soma Center,0.72,120.53,26.18,0.33,0.38,9211.00,13298.00,5802.40,10315.20,5198.03,8057.72,3096.00,7800.00,1966.44,2140.54,29012.00,51576.00,26.00,97.11,71.09,6.57,0.60,0.03
1462,Puncta 40-50 from Soma Center,2.32,100.50,21.90,0.71,0.18,6356.00,15221.00,1938.76,10321.60,1100.76,9369.21,582.00,7984.00,1503.18,1941.37,48469.00,258041.00,86.00,54.22,84.62,0.25,0.56,0.14
1463,Puncta 40-50 from Soma Center,5.96,101.37,21.24,0.42,0.43,10572.00,22283.00,3220.11,11441.30,2406.61,9932.04,618.00,7976.00,2353.58,3027.22,183546.00,652156.00,214.00,56.11,84.29,4.76,0.37,0.31
1464,Puncta 40-50 from Soma Center,1.37,67.76,23.41,0.24,0.55,9170.00,16911.00,4098.64,9329.43,3733.51,8220.18,579.00,7602.00,2314.13,2373.59,57381.00,130612.00,52.00,37.16,56.24,6.92,0.51,0.05
1465,Puncta 40-50 from Soma Center,1.26,67.89,23.75,0.58,0.28,3929.00,14754.00,1954.54,10187.80,1600.18,8686.59,840.00,7563.00,958.96,2320.01,25409.00,132441.00,52.00,36.94,56.55,6.82,0.64,0.07
1466,Puncta 40-50 from Soma Center,1.84,68.72,21.82,0.22,0.45,9040.00,16767.00,4044.50,10543.60,3422.45,9278.10,679.00,8284.00,2480.89,2340.82,72801.00,189785.00,66.00,37.78,56.98,6.89,0.52,0.09
1467,Puncta 40-50 from Soma Center,0.23,69.15,22.06,0.39,0.47,8961.00,12849.00,5965.67,9838.67,2781.00,8286.00,2781.00,8286.00,2526.52,2128.98,17897.00,29516.00,14.00,38.45,57.05,7.02,0.68,0.01
1468,Puncta 40-50 from Soma Center,0.96,70.50,21.76,0.41,0.22,9919.00,14260.00,4858.13,10751.90,3629.50,10337.40,612.00,8174.00,2972.64,2055.72,38865.00,86015.00,34.00,40.39,57.44,6.26,0.60,0.04
1469,Puncta 40-50 from Soma Center,0.49,70.12,22.14,0.34,0.18,13472.00,14265.00,5026.75,11513.00,2508.41,10207.30,886.00,9097.00,4949.09,2000.74,20107.00,46052.00,18.00,40.02,57.16,6.93,0.68,0.02
1470,Puncta 40-50 from Soma Center,0.22,69.93,22.28,0.13,0.45,2755.00,11264.00,2471.67,9224.67,2258.00,7580.00,2258.00,7580.00,208.79,1529.66,7415.00,27674.00,14.00,40.08,56.86,7.13,0.63,0.00
1471,Puncta 40-50 from Soma Center,0.34,77.05,22.54,0.13,0.45,5595.00,11651.00,4460.00,10646.70,3455.00,8819.00,3455.00,8819.00,878.47,1294.46,13380.00,31940.00,14.00,43.45,63.25,6.86,0.60,0.01
1472,Puncta 40-50 from Soma Center,0.19,69.83,22.65,0.39,0.47,8786.00,10289.00,6027.00,9658.00,4334.00,8424.00,4334.00,8424.00,1967.63,872.65,18081.00,28974.00,14.00,39.11,57.46,6.72,0.80,0.01
1473,Puncta 40-50 from Soma Center,0.74,69.60,22.79,0.20,0.57,7502.00,13488.00,3554.63,9850.50,2441.49,9166.84,537.00,8270.00,2328.91,1573.07,28437.00,78804.00,34.00,38.84,57.31,7.14,0.57,0.03
1474,Puncta 40-50 from Soma Center,1.18,69.71,23.06,0.20,0.60,11888.00,14064.00,5655.11,10848.70,4582.07,10142.00,2394.00,8666.00,2701.73,1576.57,50896.00,97638.00,38.00,38.69,57.52,7.36,0.52,0.04
1475,Puncta 40-50 from Soma Center,0.32,70.10,23.42,0.39,0.47,4909.00,15256.00,3737.67,10676.00,2083.00,8317.00,2083.00,8317.00,1203.27,3239.04,11213.00,32028.00,14.00,39.36,57.54,7.38,0.68,0.01
1476,Puncta 40-50 from Soma Center,0.25,71.52,23.45,0.13,0.45,3716.00,9900.00,2952.33,8888.67,2304.00,7862.00,2304.00,7862.00,582.19,832.08,8857.00,26666.00,14.00,40.79,58.32,7.01,0.57,0.01
1477,Puncta 40-50 from Soma Center,0.67,71.37,22.91,0.10,0.57,12370.00,11391.00,9195.67,9476.33,9046.09,8976.56,5279.00,7599.00,2327.40,1209.46,55174.00,56858.00,26.00,40.55,58.25,7.51,0.49,0.02
1478,Puncta 40-50 from Soma Center,0.08,72.25,23.10,0.39,0.47,5018.00,8138.00,2414.00,7960.67,1101.00,7739.00,1101.00,7739.00,1841.33,165.88,7242.00,23882.00,14.00,40.82,59.10,7.76,0.85,0.00
1479,Puncta 40-50 from Soma Center,2.82,77.33,23.78,0.33,0.29,6305.00,14910.00,2722.20,10404.10,2854.13,9362.89,493.00,7880.00,1524.71,2187.66,81666.00,312123.00,112.00,42.37,64.24,7.54,0.45,0.14
1480,Puncta 40-50 from Soma Center,0.36,78.66,23.64,0.15,0.35,2615.00,10306.00,1909.00,8963.00,1603.44,8365.79,955.00,7952.00,672.20,900.53,7636.00,35852.00,18.00,44.10,64.70,7.51,0.66,0.01
1481,Puncta 40-50 from Soma Center,0.31,78.08,24.21,0.47,0.32,7414.00,12461.00,5009.00,9865.25,4001.50,8265.69,3774.00,7986.00,1443.65,1841.99,20036.00,39461.00,18.00,43.61,64.38,7.07,0.78,0.01
1482,Puncta 40-50 from Soma Center,0.17,70.87,24.24,0.39,0.47,2155.00,10626.00,1541.67,9397.00,552.00,7911.00,552.00,7911.00,706.46,1123.19,4625.00,28191.00,14.00,38.98,58.66,7.87,0.80,0.00
1483,Puncta 40-50 from Soma Center,0.50,75.76,24.38,0.37,0.29,7771.00,12608.00,4784.00,10231.80,3021.74,9642.96,2641.00,8613.00,2011.39,1320.33,23920.00,51159.00,22.00,42.54,62.20,7.82,0.58,0.01
1484,Puncta 40-50 from Soma Center,1.57,76.13,24.38,0.27,0.62,13123.00,11262.00,4367.00,9325.76,3281.81,9167.38,651.00,7459.00,3154.08,1176.88,74239.00,158538.00,70.00,43.04,62.26,8.21,0.43,0.05
1485,Puncta 40-50 from Soma Center,0.23,75.92,24.65,0.22,0.61,2842.00,9170.00,2364.50,8438.25,2110.36,8544.43,1851.00,7217.00,399.25,738.78,9458.00,33753.00,18.00,43.16,61.88,8.46,0.66,0.01
1486,Puncta 40-50 from Soma Center,0.20,76.36,24.25,0.00,1.92,6259.00,12034.00,2935.00,9400.00,846.00,7831.00,846.00,7831.00,2376.14,1873.85,8805.00,28200.00,14.00,43.53,62.14,8.64,0.68,0.00
1487,Puncta 40-50 from Soma Center,0.95,75.80,24.15,0.38,0.40,7062.00,14381.00,3812.11,9169.78,3300.57,8235.69,685.00,7389.00,1982.72,2023.45,34309.00,82528.00,38.00,42.33,62.33,8.37,0.52,0.03
1488,Puncta 40-50 from Soma Center,0.12,79.03,24.17,0.39,0.47,3285.00,8773.00,2154.00,8016.33,588.00,7489.00,588.00,7489.00,1143.20,548.70,6462.00,24049.00,14.00,44.96,64.53,7.77,0.81,0.00
1489,Puncta 40-50 from Soma Center,0.56,79.26,24.64,0.05,0.57,4822.00,13328.00,3415.50,10548.00,3485.05,9830.83,1682.00,9003.00,1123.86,1650.56,13662.00,42192.00,18.00,45.21,64.59,8.23,0.62,0.02
