,,Area,Distance from Origin,Distance to Image Border XY,Ellipticity (oblate),Ellipticity (prolate),Intensity Max Ch=1,Intensity Max Ch=2,Intensity Mean Ch=1,Intensity Mean Ch=2,Intensity Median Ch=1,Intensity Median Ch=2,Intensity Min Ch=1,Intensity Min Ch=2,Intensity StdDev Ch=1,Intensity StdDev Ch=2,Intensity Sum Ch=1,Intensity Sum Ch=2,Number of Vertices,Position,,,Sphericity,Volume
667,10-20 microns from soma center,0.42,78.22,62.67,0.13,0.45,7807.00,12694.00,7448.00,12470.30,7213.00,12251.00,7213.00,12251.00,257.86,180.92,22344.00,37411.00,14.00,56.08,47.44,26.89,0.67,0.01
668,< 10 microns from soma center,5.49,115.97,62.03,0.12,0.51,19672.00,20351.00,8351.31,12637.40,8561.57,12158.70,2434.00,7563.00,3403.11,2559.84,559538.00,846704.00,178.00,96.52,60.26,22.38,0.51,0.44
669,10-20 microns from soma center,0.41,109.78,62.57,0.13,0.45,13502.00,13649.00,11456.30,12302.00,10280.00,11222.00,10280.00,11222.00,1451.93,1008.65,34369.00,36906.00,14.00,94.10,52.49,21.02,0.65,0.01
670,10-20 microns from soma center,0.35,109.34,62.56,0.14,0.00,12350.00,12655.00,11090.30,11326.70,10133.00,10336.00,10133.00,10336.00,929.99,976.37,33271.00,33980.00,14.00,93.75,52.20,21.00,0.64,0.01
671,10-20 microns from soma center,0.91,109.59,62.85,0.25,0.52,14753.00,13283.00,8256.33,11080.30,7197.96,10413.00,3376.00,9699.00,3176.04,1060.30,74307.00,99723.00,34.00,93.51,53.15,20.99,0.64,0.04
672,< 10 microns from soma center,3.32,109.31,62.60,0.39,0.47,16521.00,13754.00,8341.67,11169.60,7653.78,11366.50,4184.00,8979.00,3157.87,1313.97,250250.00,335088.00,104.00,92.73,53.76,21.44,0.47,0.18
673,< 10 microns from soma center,0.82,108.89,63.22,0.16,0.18,13282.00,12915.00,9257.67,11336.20,9230.90,10943.20,5116.00,9385.00,2925.39,1187.89,55546.00,68017.00,24.00,91.53,54.84,21.74,0.58,0.03
674,< 10 microns from soma center,0.89,109.77,62.82,0.15,0.62,13648.00,15009.00,9817.38,11412.80,9190.42,11464.90,5003.00,9193.00,2920.94,1689.18,78539.00,91302.00,32.00,91.15,57.10,21.94,0.63,0.04
675,< 10 microns from soma center,0.69,116.03,62.73,0.08,0.50,11863.00,13003.00,8970.29,10233.60,7906.92,9822.94,6476.00,8039.00,2004.75,1478.63,62792.00,71635.00,28.00,96.72,60.24,21.89,0.51,0.02
676,< 10 microns from soma center,1.97,109.48,62.33,0.32,0.48,11942.00,17471.00,8089.06,11906.80,8288.74,11407.60,3035.00,9035.00,2216.01,2281.18,129425.00,190508.00,62.00,90.34,57.63,22.42,0.55,0.11
677,< 10 microns from soma center,0.29,109.90,62.61,0.39,0.47,13542.00,11981.00,10882.30,11560.70,6997.00,10906.00,6997.00,10906.00,2809.03,469.10,32647.00,34682.00,14.00,90.37,58.34,22.54,0.76,0.01
678,20-30 microns from soma center,0.87,109.89,51.04,0.13,0.37,4690.00,13829.00,3960.00,9002.00,4292.23,8237.65,2079.00,7738.00,874.87,1993.07,27720.00,63014.00,34.00,90.18,58.70,22.34,0.59,0.03
679,20-30 microns from soma center,3.61,110.26,51.34,0.56,0.29,11629.00,18500.00,6816.57,11192.00,6413.45,11104.80,3775.00,8098.00,2149.12,2143.42,286296.00,470063.00,128.00,90.64,58.48,22.84,0.55,0.26
680,20-30 microns from soma center,0.39,110.82,51.81,0.13,0.45,9437.00,10790.00,7298.00,10554.00,4948.00,10279.00,4948.00,10279.00,1838.69,210.44,21894.00,31662.00,14.00,90.76,59.31,22.95,0.63,0.01
681,20-30 microns from soma center,3.13,109.47,51.00,0.22,0.79,11097.00,13046.00,6899.19,10331.70,6540.47,9890.68,3473.00,8632.00,2310.08,1105.58,186278.00,278955.00,100.00,92.06,54.86,22.34,0.44,0.15
682,20-30 microns from soma center,0.21,109.74,50.93,0.13,0.45,9498.00,9592.00,7406.67,8509.67,4935.00,7415.00,4935.00,7415.00,1882.15,888.80,22220.00,25529.00,14.00,91.87,55.62,22.59,0.57,0.00
683,20-30 microns from soma center,0.52,109.80,50.68,0.16,0.55,8712.00,9916.00,5781.60,8856.40,4183.73,8365.61,3758.00,7816.00,2029.31,814.85,28908.00,44282.00,22.00,91.35,56.51,22.80,0.63,0.02
684,20-30 microns from soma center,2.40,115.14,51.10,0.16,0.74,10967.00,19258.00,5978.85,12271.50,6033.04,11607.10,3358.00,8784.00,1525.14,2872.97,155450.00,319059.00,80.00,95.38,60.51,22.31,0.59,0.16
685,20-30 microns from soma center,0.21,110.70,50.92,0.39,0.47,7074.00,12087.00,5528.67,9742.67,4156.00,8306.00,4156.00,8306.00,1197.51,1671.70,16586.00,29228.00,14.00,90.90,58.82,23.06,0.79,0.01
686,20-30 microns from soma center,0.34,111.94,52.05,0.39,0.47,7147.00,10625.00,6582.67,10454.70,5532.00,10259.00,5532.00,10259.00,743.62,150.46,19748.00,31364.00,14.00,92.29,59.00,23.08,0.77,0.01
687,20-30 microns from soma center,9.56,112.43,51.26,0.37,0.50,12179.00,33098.00,6441.41,14065.10,6699.50,12745.70,1220.00,7047.00,2318.37,4795.45,856708.00,1870660.00,332.00,92.81,59.12,23.07,0.48,0.91
688,20-30 microns from soma center,0.20,112.74,52.07,0.25,0.50,11295.00,9728.00,6908.00,8743.25,5733.31,8514.57,3557.00,8167.00,2820.60,588.70,27632.00,34973.00,18.00,93.03,59.24,23.36,0.70,0.01
689,20-30 microns from soma center,0.26,111.91,51.79,0.39,0.47,12968.00,9838.00,9946.00,9363.33,5916.00,8885.00,5916.00,8885.00,2965.89,389.07,29838.00,28090.00,14.00,92.01,59.37,23.09,0.69,0.01
690,20-30 microns from soma center,0.38,111.36,51.38,0.13,0.45,7478.00,10980.00,4720.33,10072.70,2891.00,9372.00,2891.00,9372.00,1984.35,672.53,14161.00,30218.00,14.00,91.33,59.36,23.17,0.60,0.01
691,20-30 microns from soma center,1.84,111.65,50.86,0.22,0.75,12579.00,16431.00,6480.78,10579.60,6431.56,10181.60,2983.00,8511.00,2489.49,1990.32,116654.00,190433.00,68.00,91.61,59.52,23.06,0.50,0.08
692,20-30 microns from soma center,0.95,113.15,51.37,0.20,0.44,6539.00,11334.00,4472.22,9066.00,4188.38,8126.87,2778.00,7685.00,1184.49,1453.94,40250.00,81594.00,36.00,93.33,59.69,23.00,0.53,0.03
693,20-30 microns from soma center,0.31,109.54,51.02,0.13,0.45,5913.00,9680.00,4300.00,9430.00,2280.00,9112.00,2280.00,9112.00,1510.83,236.83,12900.00,28290.00,14.00,88.80,59.81,23.18,0.64,0.01
694,20-30 microns from soma center,2.77,113.21,51.08,0.19,0.76,10768.00,14665.00,6049.50,10591.20,6039.72,10086.20,1598.00,7850.00,2113.25,1904.24,157287.00,275370.00,86.00,93.58,59.41,22.98,0.53,0.17
695,20-30 microns from soma center,0.91,114.04,50.73,0.20,0.72,9350.00,13563.00,5112.00,10407.00,4283.20,9953.08,1938.00,7823.00,2290.79,1846.90,40896.00,83256.00,34.00,94.32,59.78,23.14,0.65,0.04
696,20-30 microns from soma center,1.63,110.22,50.37,0.19,0.67,9923.00,15801.00,4645.36,10152.00,4282.95,9464.91,1625.00,7127.00,2023.02,2029.65,65035.00,142128.00,52.00,89.68,59.83,22.92,0.54,0.08
697,20-30 microns from soma center,4.06,110.58,50.87,0.68,0.20,10984.00,15483.00,6240.88,10172.40,6252.00,9518.16,1520.00,7848.00,2081.75,1575.04,268358.00,437412.00,140.00,89.94,59.91,23.43,0.46,0.24
698,20-30 microns from soma center,0.04,110.23,51.45,0.39,0.47,5228.00,8234.00,4535.00,7916.33,4091.00,7747.00,4091.00,7747.00,496.45,224.78,13605.00,23749.00,14.00,89.46,60.10,23.17,0.69,0.00
699,20-30 microns from soma center,0.54,109.99,50.63,0.17,0.44,7985.00,9167.00,5680.88,8041.50,5770.48,7752.16,2427.00,7300.00,2010.55,613.46,45447.00,64332.00,34.00,89.09,60.03,23.57,0.51,0.01
700,10-20 microns from soma center,3.71,115.48,50.97,0.60,0.26,8379.00,19850.00,4685.63,9914.45,4946.39,9087.10,1671.00,7211.00,1760.09,2251.70,187425.00,396578.00,132.00,95.81,60.26,22.91,0.45,0.20
701,10-20 microns from soma center,1.39,116.62,50.82,0.22,0.42,8785.00,12814.00,5373.90,10573.80,5336.70,10455.40,1240.00,7905.00,2155.05,1492.97,53739.00,105738.00,46.00,97.04,60.47,22.96,0.52,0.06
702,20-30 microns from soma center,2.68,117.60,50.46,0.12,0.62,10168.00,12812.00,6011.46,9615.65,6158.07,9306.97,2085.00,6708.00,1904.45,1540.51,156298.00,250007.00,96.00,98.01,60.69,23.21,0.50,0.14
703,20-30 microns from soma center,0.39,117.47,44.38,0.02,0.99,4405.00,9799.00,3942.33,8716.33,3324.00,7868.00,3324.00,7868.00,454.84,805.55,11827.00,26149.00,14.00,98.03,60.31,23.51,0.54,0.01
704,20-30 microns from soma center,0.29,117.88,44.09,0.13,0.45,4354.00,7722.00,3390.67,7441.00,1830.00,7171.00,1830.00,7171.00,1113.63,225.08,10172.00,22323.00,14.00,98.03,61.25,23.07,0.72,0.01
705,20-30 microns from soma center,4.52,109.92,42.28,0.25,0.69,9880.00,20317.00,4998.79,10849.60,4519.03,9953.82,851.00,6712.00,1924.80,2851.95,264936.00,575029.00,150.00,89.45,59.45,23.36,0.53,0.35
706,20-30 microns from soma center,0.54,110.48,39.55,0.09,0.93,4862.00,12467.00,3938.50,10763.50,3496.81,9894.14,3244.00,9734.00,627.29,1088.23,15754.00,43054.00,18.00,90.16,59.50,23.14,0.69,0.02
707,20-30 microns from soma center,2.33,110.31,45.46,0.32,0.59,11870.00,12955.00,6878.95,10158.50,6186.57,9551.80,2833.00,7948.00,2496.07,1573.20,137579.00,203169.00,80.00,89.84,59.43,23.75,0.44,0.10
708,20-30 microns from soma center,2.06,112.19,45.45,0.26,0.63,15529.00,15145.00,8939.60,11231.10,7787.01,10490.00,4579.00,8873.00,2952.12,1690.93,134094.00,168466.00,58.00,92.06,59.78,23.23,0.50,0.10
709,20-30 microns from soma center,0.51,109.45,45.20,0.13,0.45,5978.00,12985.00,5806.67,11186.70,5633.00,8995.00,5633.00,8995.00,140.86,1652.48,17420.00,33560.00,18.00,88.08,60.52,23.65,0.65,0.02
710,20-30 microns from soma center,9.24,114.25,44.03,0.17,0.86,17170.00,19744.00,7442.84,12392.60,7042.16,12051.00,2096.00,8227.00,3088.33,2746.33,692184.00,1152520.00,298.00,94.65,59.65,23.13,0.37,0.60
711,20-30 microns from soma center,1.41,117.14,45.30,0.12,0.54,8680.00,12455.00,4655.33,9287.58,4288.25,9321.13,1609.00,6599.00,2068.57,1398.47,55864.00,111451.00,44.00,97.74,60.35,22.95,0.60,0.07
712,20-30 microns from soma center,4.14,116.98,45.20,0.39,0.45,8419.00,14921.00,3944.82,10243.30,3831.02,9695.03,890.00,7405.00,1699.76,1890.71,149903.00,389245.00,140.00,97.64,59.87,23.82,0.41,0.21
713,20-30 microns from soma center,0.37,109.69,45.35,0.18,0.31,6181.00,10212.00,4936.75,9205.00,4948.13,9174.50,3594.00,7556.00,916.21,1022.10,19747.00,36820.00,14.00,88.47,60.31,23.83,0.60,0.01
714,20-30 microns from soma center,5.23,109.78,41.94,0.41,0.46,13202.00,27254.00,6623.34,11028.10,6081.22,10046.30,2154.00,7588.00,2311.27,3321.41,443764.00,738886.00,186.00,88.73,60.03,23.96,0.50,0.40
715,20-30 microns from soma center,3.16,109.46,40.72,0.50,0.31,10150.00,15507.00,4967.56,9578.38,4334.52,9172.66,2923.00,7017.00,1704.06,1799.21,168897.00,325665.00,114.00,87.83,61.05,23.23,0.49,0.18
716,20-30 microns from soma center,0.82,115.73,41.80,0.48,0.18,7409.00,9862.00,4644.67,8863.89,4297.68,9006.84,2696.00,7508.00,1405.70,716.01,41802.00,79775.00,36.00,77.29,84.05,18.85,0.51,0.03
717,20-30 microns from soma center,1.51,116.97,46.13,0.38,0.39,11979.00,14967.00,7817.31,11186.10,6959.11,10052.60,3177.00,8275.00,2529.36,2059.13,101625.00,145419.00,50.00,75.73,86.95,19.65,0.59,0.08
718,20-30 microns from soma center,0.77,117.73,45.15,0.29,0.54,7360.00,12666.00,5223.00,10157.00,4789.65,10211.80,2822.00,8392.00,1673.33,1290.27,41784.00,81256.00,30.00,76.89,86.93,19.79,0.75,0.04
719,20-30 microns from soma center,3.80,117.64,44.69,0.19,0.58,11291.00,16216.00,5632.03,10184.90,4789.79,9705.63,1726.00,7625.00,2402.78,2033.91,191489.00,346288.00,126.00,76.50,87.29,19.18,0.43,0.20
720,20-30 microns from soma center,0.51,118.19,45.09,0.20,0.48,8418.00,11942.00,5083.00,9747.00,3981.75,8806.38,3010.00,8482.00,2040.69,1349.19,20332.00,38988.00,18.00,76.94,87.42,20.19,0.74,0.02
721,20-30 microns from soma center,1.75,119.22,43.69,0.10,0.70,6960.00,15270.00,3771.80,10354.60,3458.78,9136.82,1251.00,7611.00,1636.32,2326.24,56577.00,155319.00,58.00,77.66,88.17,20.22,0.57,0.09
722,20-30 microns from soma center,0.45,117.42,44.12,0.18,0.31,4489.00,10485.00,3232.75,9140.00,2902.19,8513.88,2305.00,8059.00,797.76,933.65,12931.00,36560.00,16.00,74.80,88.37,19.57,0.62,0.01
723,20-30 microns from soma center,6.75,119.91,39.93,0.20,0.52,11046.00,19123.00,4851.50,10392.60,4778.32,10226.40,1080.00,7136.00,1892.07,2272.59,388120.00,831408.00,226.00,70.67,95.03,18.82,0.46,0.51
724,20-30 microns from soma center,0.97,117.38,44.39,0.48,0.20,7719.00,12983.00,5506.78,9854.44,5238.73,8887.09,3486.00,7966.00,1448.34,1462.07,49561.00,88690.00,34.00,76.32,86.89,20.10,0.62,0.04
725,20-30 microns from soma center,0.10,117.79,44.19,0.39,0.47,9238.00,8318.00,4693.00,7742.67,1116.00,7430.00,1116.00,7430.00,3385.70,407.34,14079.00,23228.00,14.00,76.37,87.38,20.19,0.74,0.00
726,20-30 microns from soma center,0.23,117.13,44.45,0.20,0.48,5614.00,8251.00,3989.50,7450.00,3436.19,7199.91,3291.00,7011.00,944.90,476.52,15958.00,29800.00,18.00,74.17,88.35,20.30,0.68,0.01
727,20-30 microns from soma center,6.00,119.40,42.53,0.26,0.60,9704.00,15236.00,3885.56,10073.60,3460.68,9784.32,775.00,6621.00,1680.10,2126.88,229248.00,594340.00,196.00,77.69,88.51,19.67,0.40,0.35
728,20-30 microns from soma center,0.42,119.81,42.14,0.13,0.45,5308.00,10803.00,3820.00,9954.67,2875.00,8604.00,2875.00,8604.00,1064.90,965.45,11460.00,29864.00,14.00,77.99,88.72,20.04,0.67,0.01
729,20-30 microns from soma center,1.50,120.66,42.51,0.25,0.37,9123.00,12963.00,4075.46,9700.54,3394.92,9201.98,1717.00,8000.00,2203.71,1487.81,52981.00,126107.00,54.00,78.69,89.20,20.26,0.47,0.06
730,20-30 microns from soma center,0.38,121.18,42.28,0.25,0.50,5830.00,12351.00,4021.00,9818.00,3115.94,8398.66,2742.00,8238.00,1208.57,1665.42,16084.00,39272.00,18.00,78.85,89.68,20.63,0.61,0.01
731,20-30 microns from soma center,0.52,119.35,42.12,0.42,0.15,5765.00,11821.00,4801.25,10060.50,5057.77,9088.13,3215.00,8739.00,954.47,1230.66,19205.00,40242.00,18.00,70.44,94.46,18.98,0.68,0.02
732,20-30 microns from soma center,2.22,116.96,44.77,0.04,0.72,8419.00,14305.00,4570.14,9477.57,4356.73,9122.39,1247.00,6893.00,1721.88,1993.52,95973.00,199029.00,76.00,75.97,86.71,19.73,0.49,0.11
733,20-30 microns from soma center,0.23,116.75,44.81,0.39,0.47,6817.00,10055.00,3659.33,8594.33,1677.00,7598.00,1677.00,7598.00,2256.98,1055.44,10978.00,25783.00,14.00,75.66,86.53,20.45,0.70,0.01
734,20-30 microns from soma center,0.21,118.93,43.72,0.13,0.45,4882.00,8770.00,4261.33,8053.67,3144.00,7537.00,3144.00,7537.00,791.69,522.80,12784.00,24161.00,14.00,77.61,87.75,20.45,0.57,0.00
735,20-30 microns from soma center,0.52,118.95,43.52,0.20,0.48,5461.00,13049.00,3588.75,11123.30,2204.65,11153.80,2086.00,8384.00,1472.95,1718.24,14355.00,44493.00,18.00,77.44,87.94,20.46,0.71,0.02
736,20-30 microns from soma center,0.33,121.94,43.80,0.20,0.48,6300.00,10029.00,4790.00,8618.25,4235.81,8106.03,3876.00,8044.00,924.27,819.63,19160.00,34473.00,18.00,79.96,89.76,20.45,0.68,0.01
737,20-30 microns from soma center,0.41,117.97,44.00,0.18,0.31,8106.00,9267.00,5629.75,8539.50,5333.92,8057.31,2092.00,8003.00,2267.19,531.92,22519.00,34158.00,16.00,73.28,90.42,19.23,0.59,0.01
738,20-30 microns from soma center,1.17,122.04,43.22,0.12,0.49,6402.00,10907.00,3495.27,8342.27,3620.71,7533.91,925.00,6386.00,1517.69,1391.16,38448.00,91765.00,46.00,79.34,90.44,20.48,0.53,0.05
739,20-30 microns from soma center,0.30,122.04,44.15,0.13,0.45,4854.00,12462.00,3309.33,9207.67,2221.00,7364.00,2221.00,7364.00,1122.30,2307.94,9928.00,27623.00,14.00,79.59,90.18,20.67,0.65,0.01
740,20-30 microns from soma center,0.96,123.18,43.92,0.14,0.61,6595.00,12935.00,4836.44,9460.22,4472.15,8698.79,2972.00,8050.00,1202.52,1493.19,43528.00,85142.00,36.00,79.68,91.64,20.62,0.62,0.04
741,20-30 microns from soma center,0.26,123.01,45.00,0.42,0.15,7268.00,10915.00,4322.25,8248.25,3167.98,7459.47,1685.00,7102.00,2100.49,1547.72,17289.00,32993.00,18.00,79.39,91.64,20.72,0.63,0.01
742,20-30 microns from soma center,0.35,123.83,44.01,0.22,0.45,4702.00,9053.00,3016.00,7841.25,2434.64,7695.09,1141.00,6672.00,1349.63,846.20,12064.00,31365.00,18.00,80.07,92.16,20.74,0.76,0.01
743,20-30 microns from soma center,1.99,123.51,48.72,0.22,0.75,9472.00,11919.00,3658.12,9458.53,2541.34,8831.97,1922.00,7624.00,1943.27,1342.28,62188.00,160795.00,64.00,79.80,91.96,20.79,0.57,0.11
744,20-30 microns from soma center,2.97,124.28,46.46,0.21,0.67,12143.00,24238.00,6414.33,12081.20,6032.41,10919.40,2546.00,7606.00,2605.05,3066.97,211673.00,398681.00,92.00,80.40,92.50,20.67,0.60,0.22
745,20-30 microns from soma center,1.84,124.59,46.91,0.73,0.17,10622.00,14282.00,5648.00,10114.80,4590.25,9479.71,2230.00,8285.00,2290.23,1487.41,96016.00,171951.00,68.00,80.70,92.65,20.63,0.48,0.08
746,20-30 microns from soma center,0.36,123.65,46.64,0.13,0.45,6831.00,10945.00,5552.67,10077.30,4637.00,9460.00,4637.00,9460.00,931.68,631.57,16658.00,30232.00,14.00,80.09,91.82,21.07,0.63,0.01
747,20-30 microns from soma center,1.42,125.15,45.35,0.30,0.62,11769.00,12716.00,4930.94,9587.12,4509.01,9283.70,1386.00,8210.00,2335.73,1102.92,83826.00,162981.00,58.00,81.18,92.99,20.63,0.60,0.07
748,20-30 microns from soma center,8.18,125.38,45.87,0.26,0.57,14846.00,18680.00,7405.99,11364.90,7179.27,10952.80,2018.00,7504.00,2817.63,2091.52,607291.00,931925.00,256.00,80.70,93.68,20.77,0.39,0.54
749,20-30 microns from soma center,0.51,122.54,46.82,0.49,0.25,6560.00,11883.00,3677.40,10091.40,2430.02,9595.80,1861.00,8785.00,1642.77,1058.91,18387.00,50457.00,22.00,79.37,90.99,20.92,0.65,0.02
750,20-30 microns from soma center,2.17,81.64,42.96,0.19,0.77,9726.00,17117.00,4922.17,9671.79,4616.19,9223.25,1120.00,6592.00,2308.26,2122.80,118132.00,232123.00,86.00,61.36,47.05,26.20,0.55,0.12
751,20-30 microns from soma center,1.62,82.19,44.41,0.54,0.29,7774.00,13068.00,4332.63,8948.31,3624.26,8351.75,1937.00,6908.00,1537.01,1690.16,69322.00,143173.00,62.00,61.54,47.64,26.43,0.51,0.07
752,20-30 microns from soma center,0.40,81.55,44.93,0.20,0.48,6114.00,11411.00,3438.75,8930.50,2761.92,8214.24,1780.00,7081.00,1618.73,1587.20,13755.00,35722.00,18.00,60.79,47.51,26.40,0.71,0.01
753,20-30 microns from soma center,2.73,80.55,44.27,0.85,0.09,9240.00,12884.00,5484.08,8136.00,5409.48,7528.21,1922.00,6447.00,1726.75,1456.69,142586.00,211536.00,98.00,59.45,47.63,26.19,0.40,0.11
754,20-30 microns from soma center,0.31,80.77,45.33,0.13,0.45,4455.00,8051.00,3555.67,7892.33,2977.00,7751.00,2977.00,7751.00,644.59,123.08,10667.00,23677.00,14.00,59.48,48.04,26.05,0.66,0.01
755,20-30 microns from soma center,3.94,79.07,45.37,0.40,0.38,11479.00,15665.00,5090.74,9612.10,4737.70,9176.80,956.00,6923.00,2252.43,2204.30,198539.00,374872.00,134.00,57.09,47.79,26.64,0.44,0.22
756,20-30 microns from soma center,0.39,83.80,45.43,0.09,0.93,7398.00,8438.00,4288.25,7901.75,2707.50,7566.39,2310.00,7212.00,2016.83,526.12,17153.00,31607.00,18.00,63.32,48.12,26.41,0.64,0.01
757,20-30 microns from soma center,0.55,83.04,45.11,0.20,0.48,6582.00,15524.00,5295.00,10490.50,5277.31,9002.52,3242.00,8104.00,1272.00,2940.58,21180.00,41962.00,18.00,62.20,48.35,26.24,0.70,0.02
758,20-30 microns from soma center,0.44,75.75,45.97,0.15,0.35,4590.00,11062.00,2963.00,8850.50,2652.81,7952.84,1471.00,7675.00,1117.07,1331.89,11852.00,35402.00,18.00,51.69,48.25,27.16,0.61,0.01
759,20-30 microns from soma center,0.92,76.20,46.86,0.63,0.12,4758.00,11413.00,3381.44,8336.56,2985.02,7284.43,1469.00,6356.00,1168.38,1737.28,30433.00,75029.00,36.00,51.99,48.29,27.79,0.59,0.04
760,20-30 microns from soma center,0.77,82.16,46.92,0.39,0.46,9488.00,8520.00,4566.11,7809.00,3581.12,7507.01,3341.00,7255.00,1907.25,430.79,41095.00,70281.00,36.00,60.76,48.65,26.30,0.59,0.03
761,20-30 microns from soma center,0.69,82.33,47.45,0.17,0.68,7841.00,10804.00,4467.14,9190.43,2645.30,8400.16,2181.00,8032.00,2096.61,984.97,31270.00,64333.00,30.00,61.01,48.78,26.03,0.54,0.02
762,20-30 microns from soma center,1.43,79.39,49.82,0.36,0.39,10990.00,11852.00,5143.20,9126.60,4820.58,8303.48,2067.00,7567.00,1952.97,1316.50,77148.00,136899.00,60.00,58.20,47.02,26.57,0.62,0.08
763,20-30 microns from soma center,0.30,79.07,48.61,0.13,0.45,7747.00,11958.00,5306.00,10333.70,3824.00,8894.00,3824.00,8894.00,1739.20,1257.67,15918.00,31001.00,14.00,57.78,46.90,26.72,0.68,0.01
764,20-30 microns from soma center,1.15,79.19,48.19,0.40,0.27,10516.00,14685.00,5239.57,10763.60,2637.77,10560.00,2182.00,8126.00,2936.21,1970.96,36677.00,75345.00,30.00,57.56,47.37,26.69,0.55,0.05
765,20-30 microns from soma center,0.16,78.39,48.41,0.39,0.47,2865.00,9403.00,2659.33,8409.00,2462.00,7682.00,2462.00,7682.00,164.63,727.52,7978.00,25227.00,14.00,56.40,47.40,26.79,0.79,0.00
766,20-30 microns from soma center,0.94,78.58,46.81,0.04,0.61,11517.00,14629.00,6546.00,11193.60,5457.98,10620.90,3041.00,8832.00,2829.05,2010.22,52368.00,89549.00,32.00,56.54,47.53,26.81,0.59,0.04
767,20-30 microns from soma center,1.38,78.90,47.16,0.18,0.39,9634.00,13374.00,4570.53,9390.00,4149.48,8666.38,1471.00,7580.00,2235.54,1483.25,68558.00,140850.00,60.00,56.65,47.97,26.72,0.50,0.05
768,20-30 microns from soma center,9.05,80.05,45.17,0.22,0.73,19088.00,20017.00,7947.44,11560.60,7635.36,11028.00,990.00,7645.00,3259.88,2431.57,1025220.00,1491320.00,308.00,58.73,47.46,26.57,0.49,0.88
769,20-30 microns from soma center,0.28,80.27,45.85,0.13,0.45,6880.00,12238.00,4567.67,10173.70,1778.00,8411.00,1778.00,8411.00,2110.05,1576.86,13703.00,30521.00,14.00,58.79,47.78,26.54,0.61,0.01
770,20-30 microns from soma center,1.08,81.28,42.29,0.55,0.27,5914.00,11598.00,4172.44,9752.33,3449.90,8988.19,2044.00,8006.00,1193.85,1318.80,37552.00,87771.00,38.00,60.08,47.81,26.66,0.56,0.04
771,20-30 microns from soma center,3.25,76.74,41.66,0.32,0.30,8410.00,15410.00,4148.73,9467.97,4091.69,8531.29,1586.00,6903.00,1543.96,2146.00,136908.00,312443.00,116.00,54.53,46.83,26.87,0.45,0.17
772,20-30 microns from soma center,1.27,76.16,42.23,0.32,0.56,8834.00,10998.00,3947.93,8218.13,3647.00,7718.93,1538.00,6509.00,1738.45,1234.80,59219.00,123272.00,52.00,53.65,46.77,27.11,0.63,0.07
773,20-30 microns from soma center,0.71,76.84,46.41,0.28,0.41,6040.00,11192.00,3785.50,9722.67,3672.58,9269.55,1378.00,7889.00,1364.41,1159.89,22713.00,58336.00,24.00,54.11,47.14,27.46,0.67,0.03
774,20-30 microns from soma center,0.63,77.33,46.10,0.15,0.35,11653.00,11340.00,7448.00,9522.80,4594.84,8477.46,4029.00,7582.00,3367.62,1331.15,37240.00,47614.00,22.00,55.27,46.88,26.97,0.60,0.02
775,20-30 microns from soma center,0.22,77.54,46.87,0.12,0.93,5529.00,7862.00,3120.67,7750.00,1743.00,7627.00,1743.00,7627.00,1708.83,96.25,9362.00,23250.00,14.00,55.04,47.59,26.80,0.54,0.00
776,20-30 microns from soma center,0.95,77.47,47.05,0.17,0.23,10466.00,10711.00,6875.20,8424.60,5827.88,8121.59,4674.00,6857.00,1803.42,1315.96,68752.00,84246.00,42.00,54.63,47.64,27.35,0.50,0.03
777,20-30 microns from soma center,4.81,77.65,46.35,0.49,0.30,12376.00,12972.00,5804.04,8543.09,5378.11,8006.98,1838.00,6520.00,2298.72,1486.89,319222.00,469870.00,184.00,55.21,47.38,27.12,0.41,0.26
778,20-30 microns from soma center,1.69,76.59,47.39,0.35,0.36,8060.00,12093.00,4409.75,9114.75,4343.44,8552.77,1264.00,7323.00,1914.69,1493.70,70556.00,145836.00,58.00,53.69,47.52,26.91,0.56,0.09
779,20-30 microns from soma center,1.38,77.16,48.12,0.24,0.73,7900.00,14407.00,5087.77,10129.20,4717.50,9606.57,2540.00,7464.00,1809.25,2087.59,66141.00,131680.00,50.00,54.31,47.55,27.26,0.59,0.07
780,20-30 microns from soma center,0.41,77.18,47.54,0.20,0.48,6898.00,9733.00,5210.50,9031.75,3922.68,8883.64,3420.00,7936.00,1549.35,707.60,20842.00,36127.00,18.00,54.17,47.79,27.18,0.69,0.01
781,20-30 microns from soma center,0.39,76.49,48.10,0.47,0.32,8289.00,11164.00,5141.75,9614.50,4478.88,8934.02,2747.00,8010.00,2004.00,1219.48,20567.00,38458.00,18.00,53.10,47.51,27.83,0.77,0.02
782,20-30 microns from soma center,1.51,75.49,48.85,0.12,0.48,7140.00,11661.00,4487.27,9510.27,4098.61,8894.91,2304.00,7446.00,1422.83,1291.84,67309.00,142654.00,62.00,52.14,47.18,27.47,0.38,0.04
783,20-30 microns from soma center,0.43,78.17,48.10,0.17,0.50,6800.00,10121.00,5051.00,9081.00,3609.10,8520.63,3070.00,8385.00,1448.64,617.31,25255.00,45405.00,22.00,56.17,47.09,27.17,0.73,0.02
784,20-30 microns from soma center,0.80,78.16,47.97,0.62,0.20,8002.00,12147.00,6696.25,10238.60,6871.38,10378.50,4384.00,8610.00,1239.42,1053.57,53570.00,81909.00,32.00,55.70,47.34,27.67,0.70,0.04
