,,Area,Distance from Origin,Distance to Image Border XY,Ellipticity (oblate),Ellipticity (prolate),Intensity Max Ch=1,Intensity Max Ch=2,Intensity Mean Ch=1,Intensity Mean Ch=2,Intensity Median Ch=1,Intensity Median Ch=2,Intensity Min Ch=1,Intensity Min Ch=2,Intensity StdDev Ch=1,Intensity StdDev Ch=2,Intensity Sum Ch=1,Intensity Sum Ch=2,Number of Vertices,Position,,,Sphericity,Volume
681,Puncta 20-30 from Soma Center,0.61,116.09,43.07,0.42,0.42,9677.00,15622.00,6332.00,12152.50,5636.05,12312.10,1840.00,9437.00,2497.05,1958.33,37992.00,72915.00,26.00,79.27,84.32,9.01,0.62,0.02
682,Puncta 20-30 from Soma Center,0.75,116.38,45.08,0.25,0.20,7425.00,26449.00,4881.86,13414.90,3570.49,10580.20,1754.00,9308.00,1931.10,5547.81,34173.00,93904.00,30.00,79.28,84.65,9.67,0.53,0.02
683,Puncta 20-30 from Soma Center,0.41,116.66,45.57,0.13,0.45,7283.00,17374.00,4847.67,14818.00,3397.00,12193.00,3397.00,12193.00,1732.52,2115.70,14543.00,44454.00,14.00,77.79,86.41,9.58,0.66,0.01
684,Puncta 20-30 from Soma Center,0.33,116.22,43.97,0.23,0.45,15803.00,13188.00,7941.00,10529.00,3426.25,9400.48,3027.00,8840.00,4843.63,1551.02,39705.00,52645.00,22.00,78.74,84.91,9.89,0.60,0.01
685,Puncta 20-30 from Soma Center,0.22,116.54,42.28,0.00,1.92,14748.00,12355.00,11677.00,11334.70,8713.00,10735.00,8713.00,10735.00,2464.94,725.17,35031.00,34004.00,14.00,79.12,84.95,10.20,0.70,0.01
686,Puncta 20-30 from Soma Center,0.35,83.95,46.39,0.27,0.32,12733.00,12667.00,9302.50,11076.80,10031.10,10786.30,4690.00,10198.00,2787.19,820.39,55815.00,66461.00,26.00,67.04,46.58,19.57,0.44,0.01
687,Puncta 20-30 from Soma Center,0.47,83.64,42.70,0.34,0.00,10396.00,14161.00,6122.00,11050.00,3843.27,9514.75,3686.00,9441.00,2617.77,1881.35,30610.00,55250.00,20.00,72.83,38.36,14.82,0.63,0.02
688,Puncta 20-30 from Soma Center,3.95,83.85,45.16,0.46,0.33,18346.00,19526.00,6931.20,14246.20,5819.79,13706.40,823.00,10658.00,3899.91,2180.78,284179.00,584096.00,140.00,72.95,38.35,15.41,0.46,0.23
689,Puncta 20-30 from Soma Center,0.84,84.23,46.49,0.52,0.17,12776.00,26476.00,7137.50,14848.50,7129.44,12294.90,730.00,9823.00,4208.73,5190.04,57100.00,118788.00,32.00,73.29,38.56,15.37,0.60,0.03
690,Puncta 20-30 from Soma Center,0.13,84.43,40.65,0.12,0.93,7195.00,11316.00,5019.67,10020.30,2496.00,9344.00,2496.00,9344.00,1934.11,916.47,15059.00,30061.00,14.00,73.54,38.42,15.63,0.51,0.00
691,Puncta 20-30 from Soma Center,0.33,84.07,46.12,0.13,0.45,16358.00,17380.00,10885.70,14339.00,5511.00,11829.00,5511.00,11829.00,4428.81,2297.08,32657.00,43017.00,14.00,72.94,38.87,15.34,0.60,0.01
692,Puncta 20-30 from Soma Center,0.33,83.67,46.11,0.20,0.48,5391.00,15361.00,4988.50,12339.30,4760.55,11466.40,4664.00,10702.00,291.83,1790.80,19954.00,49357.00,18.00,72.62,38.81,14.88,0.66,0.01
693,Puncta 20-30 from Soma Center,0.20,84.99,45.78,0.39,0.47,16059.00,14731.00,9085.00,12128.70,5228.00,10702.00,5228.00,10702.00,4940.61,1842.98,27255.00,36386.00,14.00,73.44,39.51,16.37,0.82,0.01
694,Puncta 20-30 from Soma Center,0.33,84.71,46.85,0.20,0.48,12527.00,15618.00,9622.00,13126.50,8840.06,11602.30,7784.00,10426.00,1767.79,2163.66,38488.00,52506.00,18.00,73.42,38.97,16.35,0.67,0.01
695,Puncta 20-30 from Soma Center,0.18,85.17,47.61,0.39,0.47,3053.00,12875.00,2099.67,11977.00,658.00,11469.00,658.00,11469.00,1036.94,636.81,6299.00,35931.00,14.00,73.34,39.90,16.84,0.80,0.01
696,Puncta 20-30 from Soma Center,5.42,85.78,48.07,0.48,0.37,12042.00,29568.00,5407.27,14495.70,4955.52,13397.00,1433.00,9374.00,2353.25,3763.47,319029.00,855249.00,202.00,74.15,39.83,16.54,0.43,0.33
697,Puncta 20-30 from Soma Center,0.32,87.68,47.97,0.04,0.53,13364.00,14125.00,6486.75,12326.50,3584.37,10996.60,1665.00,10365.00,4459.06,1661.16,25947.00,49306.00,18.00,76.01,40.42,16.65,0.55,0.01
698,Puncta 20-30 from Soma Center,0.48,85.43,47.44,0.15,0.00,10263.00,18803.00,7082.50,13560.30,5520.33,10969.70,5387.00,9969.00,1964.13,3462.15,28330.00,54241.00,18.00,73.65,39.80,17.05,0.68,0.02
699,Puncta 10-20 from Soma Center,0.31,85.71,49.55,0.20,0.48,5464.00,12732.00,3388.00,10510.50,2827.45,10257.10,2310.00,8722.00,1222.35,1434.34,13552.00,42042.00,18.00,73.86,39.63,17.88,0.66,0.01
700,Puncta 10-20 from Soma Center,0.65,86.99,49.95,0.24,0.44,6962.00,12969.00,4221.25,10267.00,4481.19,9668.49,674.00,8522.00,1919.27,1307.66,33770.00,82136.00,32.00,75.37,40.00,16.96,0.55,0.02
701,Puncta 20-30 from Soma Center,0.21,90.54,47.22,0.00,1.92,22364.00,14476.00,17063.30,13033.70,10759.00,11279.00,10759.00,11279.00,4790.58,1323.72,51190.00,39101.00,14.00,79.01,40.92,16.77,0.64,0.00
702,Puncta 20-30 from Soma Center,0.37,90.23,47.31,0.15,0.57,11947.00,14643.00,7980.20,11982.60,5752.31,11052.60,4571.00,10576.00,2594.96,1420.73,39901.00,59913.00,22.00,78.79,40.57,16.92,0.59,0.01
703,Puncta 20-30 from Soma Center,0.42,89.59,46.73,0.13,0.45,12550.00,14140.00,9859.00,13084.00,6785.00,12222.00,6785.00,12222.00,2369.08,794.95,29577.00,39252.00,18.00,77.94,40.84,16.86,0.64,0.01
704,Puncta 20-30 from Soma Center,0.98,86.86,46.38,0.31,0.14,22390.00,21025.00,11396.40,14212.10,7832.22,13076.00,2878.00,10951.00,5754.49,2822.14,102568.00,127909.00,38.00,74.65,41.02,17.02,0.51,0.03
705,Puncta 20-30 from Soma Center,0.27,88.28,46.90,0.13,0.45,7298.00,12229.00,6201.00,11938.30,4642.00,11539.00,4642.00,11539.00,1132.45,292.00,18603.00,35815.00,14.00,76.27,41.06,17.04,0.62,0.01
706,Puncta 20-30 from Soma Center,0.42,84.85,48.21,0.25,0.50,8924.00,15349.00,5882.25,11959.30,4520.93,10560.40,1359.00,9802.00,3140.62,2125.50,23529.00,47837.00,18.00,72.03,41.22,17.68,0.61,0.01
707,Puncta 10-20 from Soma Center,1.24,87.47,48.62,0.55,0.12,7576.00,16348.00,4026.08,11636.60,3214.45,10302.90,1573.00,8799.00,2073.58,2621.45,48313.00,139639.00,48.00,75.05,41.32,17.60,0.55,0.05
708,Puncta 20-30 from Soma Center,2.22,87.57,48.08,0.31,0.50,11545.00,25236.00,3270.76,14369.30,2356.23,12582.30,901.00,9956.00,2516.66,4144.94,68686.00,301756.00,76.00,75.11,41.09,18.39,0.52,0.12
709,Puncta 20-30 from Soma Center,4.65,87.37,53.63,0.23,0.51,18552.00,30844.00,6278.87,15388.60,5140.55,14743.10,1035.00,9921.00,3623.04,3908.83,376732.00,923316.00,160.00,74.90,40.85,18.86,0.55,0.38
710,Puncta 10-20 from Soma Center,1.72,87.56,53.11,0.47,0.38,20846.00,17738.00,9437.84,12869.70,8029.73,12278.40,1432.00,9659.00,5488.72,2214.15,179319.00,244525.00,76.00,76.03,40.03,16.82,0.48,0.07
711,Puncta 10-20 from Soma Center,3.75,87.58,53.61,0.15,0.77,19936.00,27882.00,7530.69,14600.40,6708.30,14122.30,2659.00,10444.00,3970.47,3100.13,293697.00,569417.00,136.00,75.95,39.75,17.95,0.44,0.20
712,Puncta 10-20 from Soma Center,0.80,88.13,51.04,0.28,0.25,9228.00,15389.00,5904.10,11632.10,5654.50,11114.80,2081.00,9918.00,2197.17,1531.17,59041.00,116321.00,40.00,76.53,39.95,17.74,0.47,0.02
713,Puncta 10-20 from Soma Center,1.93,89.87,52.03,0.11,0.69,14769.00,19987.00,6635.29,13900.20,5811.34,13313.00,1200.00,10442.00,3114.07,2665.07,139341.00,291904.00,72.00,78.47,40.39,16.95,0.52,0.09
714,Puncta 10-20 from Soma Center,0.33,87.80,51.64,0.25,0.50,12514.00,15144.00,4815.25,12470.00,2124.35,11403.90,1875.00,11121.00,4454.93,1593.43,19261.00,49880.00,18.00,76.20,40.31,16.66,0.61,0.01
715,Puncta 10-20 from Soma Center,0.58,88.22,51.53,0.42,0.26,8069.00,23067.00,5894.20,14494.80,4513.53,12118.70,3149.00,10720.00,1793.78,4441.87,29471.00,72474.00,22.00,76.49,40.44,17.24,0.56,0.02
716,Puncta 10-20 from Soma Center,1.33,89.24,51.23,0.22,0.44,13453.00,20363.00,6209.38,12936.20,4718.75,11914.00,2045.00,11040.00,3515.03,2356.16,80722.00,168170.00,48.00,77.59,40.75,16.83,0.51,0.05
717,Puncta 10-20 from Soma Center,3.06,86.61,53.08,0.13,0.40,19314.00,23026.00,8864.28,14931.50,7538.50,14470.40,2186.00,9589.00,3887.19,2893.76,257064.00,433014.00,102.00,74.17,41.01,17.84,0.47,0.16
718,Puncta 20-30 from Soma Center,5.87,87.05,53.38,0.47,0.25,27900.00,37286.00,7998.81,15874.70,6722.42,14216.20,1960.00,10070.00,4608.90,5174.14,543919.00,1079480.00,204.00,74.60,41.38,17.28,0.46,0.42
719,Puncta 20-30 from Soma Center,0.67,87.06,54.13,0.09,0.48,7867.00,14010.00,4450.00,12500.70,2982.67,12197.80,1216.00,10854.00,2384.70,1225.76,26700.00,75004.00,24.00,74.42,41.70,17.39,0.57,0.02
720,Puncta 10-20 from Soma Center,0.46,87.94,52.34,0.17,0.86,8285.00,13986.00,5990.80,13007.20,4731.17,12650.80,4430.00,11889.00,1601.41,701.18,29954.00,65036.00,18.00,75.37,41.95,17.10,0.75,0.02
721,Puncta 10-20 from Soma Center,0.97,88.08,52.86,0.42,0.41,15189.00,16475.00,10344.80,13602.60,9865.88,12866.60,5169.00,12642.00,3191.18,1163.35,93103.00,122423.00,36.00,75.60,41.60,17.68,0.68,0.05
722,Puncta 10-20 from Soma Center,0.38,86.62,52.95,0.22,0.61,20355.00,15399.00,14822.30,14644.30,13727.00,14237.00,10374.00,14071.00,3591.51,527.09,59289.00,58577.00,18.00,73.48,42.24,17.89,0.73,0.01
723,Puncta 10-20 from Soma Center,0.26,86.50,53.21,0.25,0.50,19308.00,14331.00,15402.80,13583.30,14886.50,13957.70,10601.00,12000.00,3179.75,924.44,61611.00,54333.00,18.00,73.83,41.22,18.22,0.74,0.01
724,Puncta 10-20 from Soma Center,3.87,88.88,53.75,0.53,0.22,18302.00,23508.00,8513.80,15035.70,8027.94,13963.00,1442.00,11041.00,4490.90,3177.80,340552.00,601428.00,138.00,76.45,41.60,18.02,0.46,0.22
725,Puncta 10-20 from Soma Center,0.39,85.90,54.65,0.13,0.45,9158.00,18011.00,8511.33,14104.70,7392.00,11475.00,7392.00,11475.00,794.67,2816.88,25534.00,42314.00,14.00,72.87,41.83,17.87,0.64,0.01
726,Puncta 10-20 from Soma Center,0.29,85.32,53.49,0.09,0.93,8016.00,13566.00,4110.25,12249.50,3179.55,11972.20,1699.00,11452.00,2358.30,791.26,16441.00,48998.00,18.00,71.83,42.35,18.05,0.67,0.01
727,Puncta 10-20 from Soma Center,0.51,85.16,53.00,0.39,0.24,19602.00,16893.00,12283.50,13802.30,10298.90,13281.50,6297.00,12532.00,4323.38,1457.49,73701.00,82814.00,26.00,72.15,41.31,18.43,0.68,0.02
728,Puncta 10-20 from Soma Center,0.59,85.03,53.14,0.59,0.25,8764.00,13707.00,5323.57,11991.70,4343.47,11629.80,1556.00,10254.00,2395.39,1070.38,37265.00,83942.00,30.00,71.84,41.55,18.53,0.70,0.02
729,Puncta 10-20 from Soma Center,4.44,85.25,52.68,0.32,0.60,17002.00,28028.00,6132.94,14990.50,5626.41,13479.50,1429.00,10460.00,3336.12,3893.34,294381.00,719545.00,160.00,72.09,41.44,18.79,0.46,0.28
730,Puncta 20-30 from Soma Center,0.32,85.45,52.58,0.13,0.45,5900.00,13029.00,3755.00,11514.70,1586.00,10129.00,1586.00,10129.00,1761.26,1187.41,11265.00,34544.00,14.00,72.11,41.70,19.04,0.64,0.01
731,Puncta 10-20 from Soma Center,1.19,87.39,53.90,0.23,0.56,12935.00,18367.00,5756.42,13308.80,4366.74,12306.30,2637.00,10070.00,2866.86,2631.80,69077.00,159705.00,48.00,73.86,42.75,18.80,0.56,0.05
732,Puncta 10-20 from Soma Center,3.31,84.55,54.44,0.19,0.73,23770.00,22454.00,9077.64,13782.90,6815.48,12736.80,1849.00,10016.00,5598.68,2685.10,326795.00,496184.00,126.00,69.91,43.60,18.98,0.46,0.18
733,Puncta 10-20 from Soma Center,0.22,84.67,52.60,0.13,0.45,12391.00,11770.00,8335.00,10163.30,5304.00,8919.00,5304.00,8919.00,2982.66,1191.78,25005.00,30490.00,14.00,70.09,43.38,19.35,0.56,0.00
734,Puncta 10-20 from Soma Center,0.36,85.58,52.89,0.42,0.15,14060.00,13025.00,7676.75,11803.80,4562.42,11309.40,2482.00,11073.00,4501.47,752.22,30707.00,47215.00,18.00,70.90,44.15,18.64,0.61,0.01
735,Puncta 10-20 from Soma Center,0.97,85.40,54.64,0.26,0.57,8641.00,19454.00,4928.40,13122.40,3659.65,12794.70,1354.00,10844.00,2542.18,2473.81,49284.00,131224.00,38.00,70.47,44.37,18.94,0.64,0.05
736,Puncta 10-20 from Soma Center,0.26,85.23,54.61,0.13,0.45,14245.00,20373.00,8966.33,14510.00,2481.00,11520.00,2481.00,11520.00,4877.84,4146.04,26899.00,43530.00,14.00,69.25,46.09,18.55,0.67,0.01
737,Puncta 10-20 from Soma Center,0.23,85.13,54.46,0.14,0.00,8631.00,12663.00,7137.33,12102.70,5744.00,11098.00,5744.00,11098.00,1180.75,711.98,21412.00,36308.00,14.00,69.01,46.27,18.54,0.54,0.00
738,Puncta 10-20 from Soma Center,3.06,85.15,52.72,0.28,0.63,27484.00,23215.00,10802.00,14523.80,10960.10,13857.20,3173.00,11116.00,5439.47,3235.92,345664.00,464763.00,106.00,68.90,46.19,19.23,0.47,0.16
739,Puncta 10-20 from Soma Center,0.20,85.36,52.58,0.13,0.45,9270.00,13648.00,6082.00,12090.30,2964.00,11067.00,2964.00,11067.00,2574.89,1119.38,18246.00,36271.00,14.00,69.03,46.48,19.00,0.56,0.00
740,Puncta 10-20 from Soma Center,0.32,86.01,53.33,0.02,0.99,27734.00,21789.00,19544.70,16127.00,12216.00,11913.00,12216.00,11913.00,6364.36,4159.84,58634.00,48381.00,14.00,73.25,40.91,18.91,0.60,0.01
741,Puncta 10-20 from Soma Center,3.34,87.09,52.71,0.32,0.53,13754.00,30756.00,6180.31,17868.50,6232.02,16697.90,743.00,10191.00,3108.93,5262.38,296655.00,857689.00,122.00,74.47,41.05,18.80,0.68,0.32
742,Puncta 10-20 from Soma Center,0.41,85.69,52.54,0.05,0.57,5800.00,15058.00,2668.75,11895.00,2066.17,10645.50,460.00,10168.00,1945.83,1907.13,10675.00,47580.00,18.00,72.41,41.79,18.77,0.59,0.01
743,Puncta 10-20 from Soma Center,0.32,86.73,52.59,0.34,0.18,4849.00,11971.00,2703.00,11406.80,2587.49,11184.70,743.00,10629.00,1454.70,537.74,10812.00,45627.00,18.00,73.08,42.71,18.91,0.56,0.01
744,Puncta 10-20 from Soma Center,2.11,86.28,54.44,0.30,0.63,18074.00,21435.00,8460.57,14271.30,6903.34,13530.00,1639.00,10555.00,4477.42,2521.55,194593.00,328240.00,82.00,72.28,43.13,18.95,0.55,0.12
745,Puncta 10-20 from Soma Center,0.86,86.08,54.90,0.33,0.56,20490.00,17096.00,10961.60,14542.30,7902.77,14014.20,3072.00,12226.00,5374.76,1370.67,98654.00,130881.00,36.00,72.04,43.19,18.81,0.68,0.04
746,Puncta 10-20 from Soma Center,1.08,86.53,54.95,0.24,0.47,16748.00,18660.00,9278.64,14056.90,9632.38,13045.40,2948.00,11848.00,4137.24,1899.84,102065.00,154626.00,40.00,72.55,43.18,18.98,0.58,0.05
747,Puncta 10-20 from Soma Center,0.52,84.58,54.53,0.04,0.53,14126.00,19054.00,8471.50,15951.80,5686.95,14851.30,5553.00,14073.00,3466.74,1895.43,33886.00,63807.00,18.00,70.19,43.20,18.99,0.57,0.02
748,Puncta 10-20 from Soma Center,0.30,85.61,54.16,0.00,1.92,13294.00,17561.00,11856.30,15326.00,9138.00,13528.00,9138.00,13528.00,1923.22,1675.21,35569.00,45978.00,14.00,71.16,43.72,18.81,0.66,0.01
749,Puncta 10-20 from Soma Center,0.29,85.51,53.28,0.22,0.39,14824.00,12343.00,10698.00,11835.40,7576.09,11689.70,7312.00,11434.00,3256.95,298.68,53490.00,59177.00,22.00,70.94,43.68,19.29,0.52,0.01
750,Puncta 10-20 from Soma Center,0.88,85.51,53.24,0.24,0.72,11011.00,17732.00,8749.75,15207.60,8769.68,15513.50,4098.00,12706.00,2120.91,1730.58,69998.00,121661.00,34.00,69.64,45.87,18.93,0.54,0.03
751,Puncta 10-20 from Soma Center,0.82,84.93,54.69,0.28,0.55,13587.00,14716.00,8829.67,12124.10,9336.82,12074.30,478.00,10642.00,3838.60,1158.71,79467.00,109117.00,32.00,68.41,46.62,18.96,0.66,0.04
752,Puncta 10-20 from Soma Center,0.45,84.42,53.99,0.22,0.45,19719.00,20165.00,12643.00,15500.30,12466.60,11789.20,4984.00,11519.00,5226.10,3879.92,50572.00,62001.00,18.00,68.04,46.48,18.38,0.69,0.02
753,Puncta 10-20 from Soma Center,6.33,84.50,52.99,0.38,0.48,16256.00,28687.00,6306.45,15466.20,5593.56,13907.90,747.00,9957.00,3697.97,4293.52,485597.00,1190890.00,244.00,67.77,46.75,19.00,0.42,0.41
754,Puncta 10-20 from Soma Center,1.04,84.87,52.71,0.25,0.52,7566.00,24533.00,4646.30,14866.40,5124.38,13400.10,1438.00,10698.00,2241.69,3758.65,46463.00,148664.00,40.00,68.20,46.75,19.14,0.63,0.05
755,Puncta 10-20 from Soma Center,0.29,87.69,52.86,0.14,0.00,14849.00,13016.00,12116.30,12501.70,9493.00,11478.00,9493.00,11478.00,2187.95,723.84,36349.00,37505.00,14.00,74.80,41.84,18.52,0.59,0.01
756,Puncta 10-20 from Soma Center,0.38,87.98,52.70,0.20,0.48,13025.00,15372.00,7970.50,12888.80,6373.91,12062.50,4917.00,12010.00,3062.92,1434.08,31882.00,51555.00,18.00,74.82,42.11,19.23,0.67,0.01
757,Puncta 10-20 from Soma Center,1.01,87.85,53.27,0.10,0.35,16500.00,17404.00,8290.33,13768.90,6147.23,12648.80,2551.00,10641.00,4158.56,2188.18,74613.00,123920.00,38.00,74.56,42.26,19.29,0.52,0.04
758,Puncta 10-20 from Soma Center,3.27,84.98,53.46,0.48,0.27,21567.00,19906.00,7763.38,14593.50,6397.84,14155.30,2716.00,9611.00,4108.23,2788.24,248428.00,466992.00,118.00,70.63,43.28,18.97,0.43,0.16
759,Puncta 10-20 from Soma Center,3.51,85.29,53.60,0.35,0.51,20723.00,26044.00,7825.55,14903.70,7002.06,14008.50,1633.00,9742.00,3803.79,3900.95,313022.00,596146.00,134.00,71.05,42.99,19.46,0.50,0.22
760,Puncta 10-20 from Soma Center,0.65,85.44,53.35,0.06,0.72,11314.00,22414.00,6586.60,15985.80,5491.53,13203.80,2648.00,12251.00,2835.72,3552.19,32933.00,79929.00,22.00,70.64,43.95,19.47,0.58,0.02
761,Puncta 10-20 from Soma Center,0.70,85.21,52.76,0.70,0.19,10937.00,18764.00,7909.75,13628.90,8252.40,13423.90,3995.00,10816.00,2212.09,2493.32,63278.00,109031.00,32.00,70.05,44.45,19.44,0.65,0.03
762,Puncta 10-20 from Soma Center,2.59,85.10,52.62,0.40,0.36,12339.00,23678.00,5951.79,13485.60,6104.63,12691.10,1699.00,9754.00,2759.80,2917.48,142843.00,323655.00,92.00,69.78,44.59,19.63,0.44,0.11
763,Puncta 10-20 from Soma Center,0.30,85.37,52.98,0.39,0.47,13124.00,14952.00,8175.67,13344.00,4868.00,11987.00,4868.00,11987.00,3564.57,1223.40,24527.00,40032.00,14.00,69.91,44.71,20.04,0.74,0.01
764,Puncta 10-20 from Soma Center,0.56,84.29,53.24,0.09,0.93,15543.00,16108.00,8873.50,15280.50,7083.38,15257.30,4927.00,13661.00,4002.94,995.17,35494.00,61122.00,18.00,68.27,45.35,19.68,0.72,0.02
765,Puncta 10-20 from Soma Center,1.04,84.57,53.34,0.32,0.59,13706.00,26002.00,8289.56,16963.20,7004.06,14895.10,2778.00,13693.00,3727.23,3801.58,74606.00,152669.00,36.00,68.67,45.15,19.92,0.64,0.05
766,Puncta 10-20 from Soma Center,0.32,84.48,53.24,0.20,0.48,12158.00,17833.00,9994.00,13712.80,9493.25,11578.60,7142.00,11454.00,1902.29,2579.01,39976.00,54851.00,18.00,68.03,45.79,20.28,0.74,0.01
767,Puncta 10-20 from Soma Center,0.40,116.09,53.36,0.34,0.18,12085.00,15354.00,9610.25,13931.50,8781.86,13437.10,8689.00,12501.00,1430.41,1067.58,38441.00,55726.00,18.00,89.87,72.17,13.82,0.55,0.01
768,Puncta 10-20 from Soma Center,0.57,120.20,55.38,0.13,0.86,16845.00,19185.00,12310.00,14329.70,11436.20,13147.30,6738.00,11754.00,3164.27,2571.91,73860.00,85978.00,26.00,89.27,79.30,13.78,0.67,0.02
769,Puncta 10-20 from Soma Center,2.18,120.67,51.90,0.19,0.74,15403.00,21302.00,6910.96,13015.10,5707.21,11877.30,540.00,10080.00,3850.92,2907.48,193507.00,364423.00,88.00,89.36,79.91,13.71,0.56,0.13
770,Puncta 10-20 from Soma Center,0.40,117.87,56.21,0.20,0.48,19048.00,15322.00,12236.50,14201.50,6529.45,14235.80,6229.00,12395.00,5879.22,1110.72,48946.00,56806.00,18.00,92.19,72.04,14.35,0.68,0.01
771,Puncta 10-20 from Soma Center,2.88,117.50,53.61,0.22,0.46,31830.00,23699.00,15094.80,16804.50,13816.10,15222.10,5628.00,12513.00,5115.51,3389.70,422654.00,470526.00,106.00,90.68,73.34,14.31,0.48,0.15
772,Puncta 10-20 from Soma Center,0.23,117.57,53.92,0.13,0.45,12058.00,15207.00,8757.67,14176.70,5031.00,13041.00,5031.00,13041.00,2884.56,887.39,26273.00,42530.00,14.00,91.00,73.02,14.51,0.63,0.01
773,Puncta 10-20 from Soma Center,0.23,118.91,54.34,0.14,0.00,12052.00,16516.00,7072.67,13640.00,2600.00,12012.00,2600.00,12012.00,3875.36,2039.55,21218.00,40920.00,14.00,94.38,70.86,14.54,0.54,0.00
774,Puncta 10-20 from Soma Center,2.95,119.05,55.35,0.41,0.28,18262.00,24070.00,8751.76,14886.10,7715.41,13375.80,730.00,10517.00,4801.61,3360.80,253801.00,431697.00,108.00,94.07,71.47,14.66,0.45,0.15
775,Puncta 10-20 from Soma Center,1.22,118.67,53.63,0.42,0.29,16308.00,19212.00,12093.50,15124.50,12172.50,14143.10,5505.00,12788.00,3312.64,1986.65,133028.00,166369.00,44.00,93.66,71.50,14.05,0.57,0.05
776,Puncta 10-20 from Soma Center,0.23,118.05,53.82,0.20,0.48,15973.00,13238.00,11858.00,12987.50,12964.00,13008.80,4122.00,12607.00,4590.74,234.31,47432.00,51950.00,18.00,91.40,73.39,14.00,0.67,0.01
777,Puncta 10-20 from Soma Center,1.64,118.20,53.09,0.14,0.61,18330.00,18129.00,7501.69,14010.40,6360.54,13459.50,1944.00,10840.00,4230.03,2047.51,120027.00,224167.00,62.00,91.65,73.20,14.64,0.54,0.08
778,Puncta 10-20 from Soma Center,0.65,117.00,55.43,0.23,0.27,11302.00,16971.00,5906.00,13484.80,4420.37,12203.30,3609.00,11159.00,2576.07,2269.63,35436.00,80909.00,26.00,89.89,73.46,14.59,0.60,0.02
779,Puncta 10-20 from Soma Center,0.62,116.82,55.72,0.08,0.39,11058.00,15209.00,6864.50,13002.30,5607.26,11952.00,3828.00,10774.00,2468.36,1835.72,41187.00,78014.00,26.00,89.25,73.94,14.61,0.53,0.02
780,Puncta 10-20 from Soma Center,0.82,115.05,55.78,0.54,0.31,14526.00,19679.00,9274.67,15005.10,8666.63,13716.40,5151.00,12834.00,3080.01,2031.15,83472.00,135046.00,36.00,86.77,74.02,15.06,0.68,0.04
781,Puncta 10-20 from Soma Center,1.40,119.54,55.87,0.30,0.49,9799.00,25048.00,6522.23,15390.30,5698.01,14680.20,2753.00,11437.00,2415.33,3547.03,84789.00,200074.00,46.00,88.15,79.41,14.59,0.60,0.07
782,Puncta 10-20 from Soma Center,1.38,119.43,51.38,0.25,0.58,7599.00,20598.00,3659.88,13390.30,3396.75,12895.30,703.00,10381.00,1948.32,2945.39,58558.00,214245.00,52.00,88.05,79.27,15.06,0.68,0.09
783,Puncta 10-20 from Soma Center,0.83,118.29,53.08,0.37,0.14,16504.00,18001.00,11851.60,14147.40,10622.60,14188.80,5901.00,11538.00,3276.03,2188.18,94813.00,113179.00,34.00,94.03,70.21,14.85,0.59,0.03
784,Puncta 10-20 from Soma Center,0.61,118.38,52.96,0.18,0.31,18967.00,16117.00,12165.00,13855.00,9089.64,12838.00,8161.00,12786.00,4235.70,1352.43,48660.00,55420.00,20.00,93.19,71.48,14.83,0.55,0.02
785,Puncta 10-20 from Soma Center,0.36,116.53,56.77,0.22,0.61,7244.00,17445.00,4045.25,14094.30,3101.52,12510.40,1968.00,11458.00,1965.92,2310.62,16181.00,56377.00,18.00,88.90,73.97,14.29,0.71,0.01
786,Puncta 10-20 from Soma Center,0.45,116.03,53.18,0.02,0.99,12922.00,14706.00,10036.00,13756.70,7110.00,12393.00,7110.00,12393.00,2372.91,988.68,30108.00,41270.00,14.00,88.74,73.21,15.05,0.50,0.01
787,Puncta 10-20 from Soma Center,0.50,116.44,53.27,0.25,0.50,16270.00,17503.00,10336.50,14915.00,8470.52,13231.90,7276.00,12441.00,3501.89,2120.72,41346.00,59660.00,18.00,89.05,73.54,14.82,0.64,0.02
788,Puncta 10-20 from Soma Center,0.86,116.10,53.91,0.20,0.31,24810.00,19693.00,13771.00,14832.10,12935.20,14779.50,7339.00,11251.00,5070.47,2581.31,110168.00,118657.00,34.00,88.26,73.96,14.80,0.59,0.03
789,Puncta 10-20 from Soma Center,0.60,118.54,54.24,0.37,0.44,12381.00,18021.00,9733.50,16089.00,10308.80,15964.10,5750.00,12648.00,2437.01,1760.61,58401.00,96534.00,24.00,94.94,69.32,15.32,0.77,0.03
790,Puncta 10-20 from Soma Center,0.73,118.85,54.56,0.32,0.26,19027.00,24106.00,8693.67,18073.50,5422.12,17584.40,2442.00,12592.00,5381.50,4074.84,52162.00,108441.00,24.00,93.70,71.49,15.30,0.69,0.03
791,Puncta 10-20 from Soma Center,0.20,114.89,52.29,0.13,0.45,8209.00,11203.00,6215.33,10749.70,3437.00,10021.00,3437.00,10021.00,2025.63,520.33,18646.00,32249.00,14.00,86.41,74.23,14.91,0.43,0.00
792,Puncta 10-20 from Soma Center,0.42,114.71,54.67,0.35,0.45,20037.00,17962.00,11630.80,13250.00,7853.46,11526.60,6708.00,11319.00,4718.29,2492.70,58154.00,66250.00,22.00,86.35,73.90,15.49,0.64,0.01
793,Puncta 10-20 from Soma Center,0.32,119.33,54.98,0.13,0.45,16597.00,16499.00,11605.30,14396.70,7726.00,13020.00,7726.00,13020.00,3706.00,1510.14,34816.00,43190.00,14.00,95.66,69.59,15.72,0.59,0.01
