,,Area,Distance from Origin,Distance to Image Border XY,Ellipticity (oblate),Ellipticity (prolate),Intensity Max Ch=1,Intensity Max Ch=2,Intensity Mean Ch=1,Intensity Mean Ch=2,Intensity Median Ch=1,Intensity Median Ch=2,Intensity Min Ch=1,Intensity Min Ch=2,Intensity StdDev Ch=1,Intensity StdDev Ch=2,Intensity Sum Ch=1,Intensity Sum Ch=2,Number of Vertices,Position,,,Sphericity,Volume
920,40-50 microns from soma center,1.75,97.90,33.47,0.11,0.57,7510.00,20349.00,3701.53,16315.10,3074.06,15625.60,710.00,13194.00,1777.62,2009.03,70329.00,309986.00,66.00,42.27,87.52,11.78,0.60,0.10
921,40-50 microns from soma center,0.81,97.86,31.76,0.24,0.43,6426.00,17949.00,3116.90,14576.00,2573.25,13900.70,1289.00,12407.00,1662.91,1676.97,31169.00,145760.00,36.00,41.80,87.66,12.05,0.64,0.03
922,40-50 microns from soma center,5.73,98.45,30.32,0.21,0.64,9343.00,27534.00,3940.46,16092.10,3400.94,15112.70,700.00,12744.00,2091.86,2830.21,275832.00,1126440.00,210.00,41.23,88.65,11.62,0.46,0.40
923,40-50 microns from soma center,0.14,98.48,30.08,0.13,0.45,2528.00,13395.00,2100.33,12523.30,1351.00,11940.00,1351.00,11940.00,531.62,628.02,6301.00,37570.00,14.00,40.94,88.77,11.89,0.63,0.00
924,40-50 microns from soma center,0.34,101.48,30.26,0.39,0.47,3376.00,20788.00,2481.33,15789.00,1599.00,12500.00,1599.00,12500.00,725.51,3593.12,7444.00,47367.00,14.00,38.04,93.31,11.98,0.70,0.01
925,40-50 microns from soma center,0.34,98.34,31.45,0.02,0.99,6578.00,19550.00,3712.33,15675.70,697.00,13036.00,697.00,13036.00,2403.24,2798.97,11137.00,47027.00,14.00,41.53,88.37,11.71,0.60,0.01
926,40-50 microns from soma center,1.09,54.89,31.78,0.28,0.47,3941.00,16940.00,2751.10,14925.80,2576.66,15173.00,1565.00,11214.00,681.81,1747.11,27511.00,149258.00,40.00,39.07,35.05,16.07,0.62,0.05
927,40-50 microns from soma center,0.34,55.63,32.28,0.50,0.23,7114.00,15332.00,4402.20,15064.00,2814.86,14754.50,2694.00,14669.00,1699.44,289.11,22011.00,75320.00,22.00,39.57,35.62,16.14,0.55,0.01
928,40-50 microns from soma center,1.34,58.23,31.28,0.41,0.33,6424.00,21955.00,2928.77,15798.60,2600.97,14130.60,1105.00,13131.00,1233.25,2475.38,38074.00,205382.00,52.00,41.57,37.27,16.55,0.57,0.06
929,40-50 microns from soma center,0.66,55.01,31.73,0.39,0.23,6207.00,19039.00,3402.50,16456.80,2768.43,16123.80,1646.00,14255.00,1483.13,1599.29,20415.00,98741.00,24.00,38.90,34.97,17.03,0.68,0.03
930,40-50 microns from soma center,0.40,56.16,31.34,0.13,0.45,6404.00,19187.00,3964.67,16399.70,2248.00,14855.00,2248.00,14855.00,1771.96,1974.80,11894.00,49199.00,14.00,40.39,35.19,16.86,0.56,0.01
931,> 50 microns from soma center,2.87,56.43,23.43,0.39,0.37,7253.00,24953.00,3596.23,16669.90,3121.44,15999.50,1377.00,12148.00,1705.50,2971.46,111483.00,516768.00,100.00,40.57,35.19,17.33,0.53,0.18
932,> 50 microns from soma center,0.08,56.08,23.26,0.39,0.47,2154.00,13579.00,1526.33,13267.70,999.00,12859.00,999.00,12859.00,476.83,301.87,4579.00,39803.00,14.00,39.55,35.84,17.23,0.63,0.00
933,> 50 microns from soma center,0.22,57.34,22.97,0.39,0.47,3889.00,17797.00,3507.33,15181.70,3243.00,13788.00,3243.00,13788.00,276.47,1850.65,10522.00,45545.00,14.00,41.20,36.06,17.04,0.75,0.01
934,30-40 microns from soma center,2.67,56.11,33.79,0.56,0.28,8188.00,23531.00,4205.19,14789.70,3571.79,13922.70,938.00,11762.00,1873.58,2623.62,130361.00,458481.00,102.00,39.07,36.84,16.27,0.54,0.16
935,30-40 microns from soma center,1.75,56.09,34.78,0.50,0.21,42655.00,14909.00,27985.20,11003.80,25541.10,10214.40,17476.00,9131.00,6870.86,1750.39,531719.00,209073.00,70.00,38.82,36.72,17.05,0.42,0.06
936,30-40 microns from soma center,3.52,55.96,33.86,0.71,0.14,12926.00,19570.00,4408.18,15128.20,4049.69,14686.00,1273.00,12038.00,2179.76,2367.79,167511.00,574873.00,124.00,38.62,36.46,17.64,0.48,0.21
937,30-40 microns from soma center,1.40,58.50,35.04,0.24,0.54,12564.00,20263.00,6134.36,14801.40,5614.58,14300.80,1911.00,12057.00,2667.21,2111.43,85881.00,207220.00,50.00,42.09,36.83,17.18,0.59,0.07
938,30-40 microns from soma center,2.07,58.86,36.21,0.33,0.56,7494.00,20204.00,4220.92,14384.50,4147.13,13733.20,1544.00,11152.00,1800.73,2675.94,101302.00,345228.00,84.00,42.44,37.09,16.96,0.60,0.13
939,30-40 microns from soma center,5.32,59.51,35.30,0.41,0.46,10856.00,25614.00,5522.84,15458.40,4907.25,14797.50,1338.00,11906.00,2410.59,2761.64,320325.00,896587.00,180.00,42.92,37.52,17.09,0.46,0.36
940,40-50 microns from soma center,0.38,59.70,35.76,0.46,0.24,6390.00,19201.00,4680.60,13847.60,3500.38,12366.80,2517.00,12313.00,1504.99,2681.28,23403.00,69238.00,22.00,41.45,39.15,17.69,0.55,0.01
941,40-50 microns from soma center,0.11,60.06,35.77,0.13,0.45,8495.00,12375.00,5384.33,11639.30,3031.00,11011.00,3031.00,11011.00,2294.05,562.00,16153.00,34918.00,14.00,42.66,38.81,16.76,0.39,0.00
942,30-40 microns from soma center,3.35,60.59,36.90,0.39,0.37,8586.00,19880.00,3777.29,14165.80,3352.57,13052.50,1383.00,11270.00,1497.86,2322.84,154869.00,580797.00,128.00,42.91,39.20,17.15,0.53,0.22
943,40-50 microns from soma center,1.86,60.87,35.38,0.12,0.74,9817.00,18592.00,6024.33,15722.00,6056.50,15660.20,2296.00,12906.00,1854.27,1452.67,126511.00,330162.00,68.00,43.23,39.01,17.75,0.61,0.11
944,40-50 microns from soma center,3.28,62.07,34.25,0.20,0.57,10025.00,21192.00,4595.56,15513.80,4165.48,15062.70,708.00,12327.00,2044.00,2410.12,165440.00,558495.00,120.00,43.68,40.76,16.86,0.47,0.18
945,30-40 microns from soma center,0.71,54.84,37.82,0.35,0.38,8483.00,21928.00,5091.14,15209.10,3826.23,13260.80,3495.00,12566.00,1763.00,2970.70,35638.00,106464.00,26.00,39.10,34.31,17.35,0.71,0.03
946,30-40 microns from soma center,1.83,55.60,37.69,0.14,0.38,8341.00,17700.00,4556.60,14526.10,4488.95,13941.80,1678.00,12295.00,1736.95,1361.69,91132.00,290522.00,80.00,38.45,36.18,17.42,0.40,0.06
947,30-40 microns from soma center,0.73,58.02,36.92,0.24,0.23,6300.00,15695.00,3841.71,14844.90,3439.09,14545.70,2986.00,13901.00,1034.33,611.96,26892.00,103914.00,28.00,41.67,36.45,17.34,0.60,0.03
948,40-50 microns from soma center,0.12,57.22,36.27,0.13,0.45,8916.00,13268.00,7615.33,12946.00,5170.00,12766.00,5170.00,12766.00,1730.28,228.23,22846.00,38838.00,14.00,39.51,37.59,17.32,0.59,0.00
949,40-50 microns from soma center,0.90,56.85,36.45,0.40,0.37,7239.00,18085.00,4579.50,15525.60,4575.77,15354.60,2601.00,14180.00,1346.86,1191.38,36636.00,124205.00,34.00,39.24,37.29,17.35,0.65,0.04
950,40-50 microns from soma center,4.01,60.44,34.66,0.60,0.18,10241.00,25662.00,5034.50,16646.10,4797.73,15866.50,1477.00,12669.00,1803.48,3113.01,221518.00,732427.00,142.00,43.42,38.05,17.89,0.49,0.26
951,40-50 microns from soma center,0.51,58.58,36.07,0.04,0.53,10393.00,18612.00,5395.75,15582.30,3130.30,15836.50,1143.00,11845.00,3544.40,2419.24,21583.00,62329.00,18.00,40.52,38.53,17.46,0.61,0.02
952,40-50 microns from soma center,0.75,58.85,36.26,0.05,0.67,7763.00,17126.00,3902.50,15888.30,3087.07,15771.20,2272.00,14329.00,1881.20,852.18,23415.00,95330.00,24.00,40.65,38.75,17.60,0.64,0.03
953,40-50 microns from soma center,0.49,63.16,35.71,0.37,0.38,6277.00,20847.00,4145.29,15392.60,3097.74,14158.90,992.00,13772.00,1842.78,2334.24,29017.00,107748.00,28.00,44.80,40.81,17.78,0.69,0.02
954,40-50 microns from soma center,3.24,63.59,33.75,0.25,0.71,7873.00,23675.00,3836.74,16362.60,3563.47,15815.90,846.00,13410.00,1664.86,2574.45,134286.00,572692.00,114.00,45.25,40.92,17.93,0.52,0.21
955,40-50 microns from soma center,0.82,64.13,34.36,0.14,0.54,8825.00,23322.00,4378.78,16746.60,4004.66,15622.20,2561.00,14280.00,1719.77,2712.36,39409.00,150719.00,38.00,45.53,41.67,17.42,0.54,0.03
956,40-50 microns from soma center,0.27,54.96,34.51,0.39,0.47,7231.00,19934.00,6499.67,18056.30,5298.00,14984.00,5298.00,14984.00,856.36,2190.28,19499.00,54169.00,14.00,38.88,34.74,17.37,0.76,0.01
957,40-50 microns from soma center,0.50,55.27,35.19,0.06,0.72,4919.00,17685.00,3272.80,15271.80,2777.98,14110.00,1265.00,13671.00,1246.88,1599.65,16364.00,76359.00,22.00,39.08,34.87,17.64,0.64,0.02
958,40-50 microns from soma center,0.62,58.60,35.29,0.04,0.91,6866.00,21088.00,5263.00,17049.20,5192.48,16140.00,3411.00,15113.00,1103.83,2085.22,26315.00,85246.00,22.00,41.99,37.33,16.65,0.55,0.02
959,40-50 microns from soma center,1.27,58.67,33.82,0.17,0.29,5914.00,17732.00,3139.00,14743.30,3088.84,14069.60,748.00,12084.00,1505.36,1786.39,37668.00,176919.00,50.00,41.49,37.51,17.72,0.54,0.05
960,30-40 microns from soma center,4.91,58.79,38.56,0.32,0.61,8718.00,29282.00,4683.23,15987.50,4492.59,14860.00,1784.00,12268.00,1740.04,3377.66,243528.00,831348.00,174.00,41.93,37.24,17.66,0.44,0.29
961,30-40 microns from soma center,2.19,57.58,38.06,0.30,0.41,8237.00,24309.00,4465.08,16425.30,4189.48,15063.40,1679.00,11917.00,1586.79,3473.94,116092.00,427059.00,82.00,39.89,37.64,17.55,0.66,0.16
962,30-40 microns from soma center,0.58,61.21,38.75,0.18,0.49,6180.00,15597.00,5125.00,14310.80,4735.86,12991.30,4203.00,12619.00,658.82,1252.38,25625.00,71554.00,22.00,43.92,38.82,17.62,0.56,0.02
963,30-40 microns from soma center,1.08,61.07,38.69,0.03,0.75,11468.00,21857.00,6502.10,15999.10,6776.45,15488.40,3010.00,11976.00,2264.49,2745.35,65021.00,159991.00,42.00,43.64,38.77,17.95,0.53,0.04
964,30-40 microns from soma center,0.99,59.49,37.30,0.29,0.64,7438.00,20567.00,3947.82,16882.90,2834.82,15694.40,1957.00,13186.00,1724.51,2498.14,43426.00,185712.00,40.00,41.09,39.22,17.67,0.75,0.06
965,30-40 microns from soma center,0.15,59.96,37.72,0.13,0.45,4569.00,14679.00,3743.00,14155.70,2782.00,13542.00,2782.00,13542.00,735.76,468.54,11229.00,42467.00,14.00,41.42,39.60,17.62,0.54,0.00
966,30-40 microns from soma center,1.15,62.04,37.98,0.23,0.39,12087.00,19132.00,7446.50,16187.40,6165.09,15856.00,4108.00,13541.00,2551.85,1688.77,74465.00,161874.00,40.00,44.18,39.76,17.78,0.56,0.05
967,30-40 microns from soma center,0.88,62.46,36.97,0.14,0.35,7396.00,17665.00,4961.50,15394.60,4762.46,14828.10,3129.00,13290.00,1224.90,1434.24,39692.00,123157.00,34.00,44.60,40.05,17.57,0.53,0.03
968,30-40 microns from soma center,0.66,62.80,37.33,0.25,0.56,9847.00,18838.00,6432.86,15731.10,5099.64,14858.00,2822.00,14269.00,2512.13,1492.12,45030.00,110118.00,30.00,44.66,40.32,18.00,0.53,0.02
969,30-40 microns from soma center,0.60,59.68,37.32,0.24,0.55,11041.00,17385.00,7064.43,15427.00,6836.81,14178.90,3185.00,13620.00,2781.03,1537.91,49451.00,107989.00,28.00,42.16,38.10,18.25,0.68,0.02
970,40-50 microns from soma center,5.08,59.35,36.79,0.48,0.29,9914.00,18196.00,4957.93,14630.20,4565.19,14416.30,662.00,10975.00,2038.61,1615.48,267728.00,790031.00,196.00,41.78,37.85,18.55,0.34,0.21
971,40-50 microns from soma center,0.88,60.48,36.16,0.62,0.11,6497.00,19780.00,3165.71,16489.60,2172.82,15605.90,1684.00,14004.00,1583.32,1821.87,22160.00,115427.00,30.00,41.73,40.11,17.53,0.61,0.04
972,30-40 microns from soma center,0.30,61.19,39.83,0.09,0.93,8581.00,13887.00,4630.00,12747.00,3139.28,12558.70,2471.00,11558.00,2374.59,836.63,18520.00,50988.00,18.00,42.16,40.41,18.30,0.64,0.01
973,30-40 microns from soma center,0.22,60.90,38.75,0.39,0.47,4905.00,14662.00,3838.33,14038.70,2182.00,13083.00,2182.00,13083.00,1187.28,686.11,11515.00,42116.00,14.00,41.97,40.35,17.85,0.74,0.01
974,30-40 microns from soma center,0.80,62.07,37.87,0.51,0.30,6767.00,19483.00,4198.88,15772.90,3274.09,13677.60,1628.00,12907.00,1812.34,2696.98,33591.00,126183.00,34.00,42.65,41.22,18.30,0.66,0.04
975,30-40 microns from soma center,0.21,62.87,38.14,0.09,0.93,4688.00,14364.00,4333.00,13147.30,4166.52,12953.70,4154.00,12301.00,215.30,752.54,17332.00,52589.00,18.00,43.33,41.88,17.93,0.58,0.00
976,30-40 microns from soma center,0.33,61.56,39.01,0.22,0.61,7252.00,25284.00,4165.00,17210.30,3966.77,14546.30,832.00,13878.00,2282.82,4681.56,16660.00,68841.00,18.00,42.95,39.97,18.64,0.78,0.01
977,30-40 microns from soma center,1.22,63.49,39.14,0.26,0.47,7719.00,21705.00,4519.08,15399.70,4830.74,14523.60,2512.00,12420.00,1354.28,2514.88,54229.00,184796.00,50.00,43.72,42.19,18.41,0.55,0.05
978,30-40 microns from soma center,0.87,63.76,38.70,0.15,0.54,5198.00,20919.00,3600.00,16857.60,3813.34,16968.10,1427.00,13427.00,998.67,2350.94,28800.00,134861.00,34.00,43.83,42.37,18.67,0.64,0.04
979,30-40 microns from soma center,0.73,63.24,38.44,0.38,0.49,5869.00,17327.00,4443.30,15296.00,4718.75,14775.00,1474.00,13757.00,1287.80,1390.79,44433.00,152960.00,38.00,43.03,42.28,18.98,0.65,0.03
980,30-40 microns from soma center,0.58,63.47,37.20,0.35,0.39,6299.00,19633.00,4396.86,14919.30,3837.28,13148.40,3148.00,12658.00,1044.10,2524.40,30778.00,104435.00,26.00,42.37,43.23,19.06,0.57,0.02
981,30-40 microns from soma center,0.49,62.20,37.22,0.20,0.48,8452.00,20191.00,4911.75,15568.80,3790.32,13947.30,2742.00,13531.00,2154.05,2694.74,19647.00,62275.00,18.00,41.59,42.39,18.51,0.66,0.02
982,40-50 microns from soma center,0.56,62.61,36.09,0.67,0.21,7311.00,16848.00,4696.29,14024.60,4585.91,12719.80,1297.00,12273.00,1741.30,1799.95,32874.00,98172.00,30.00,41.82,42.56,18.95,0.78,0.03
983,40-50 microns from soma center,1.22,62.83,36.23,0.42,0.36,7363.00,20705.00,3658.18,15605.40,3289.64,14592.40,1229.00,12337.00,1571.19,2528.95,40240.00,171659.00,44.00,42.05,42.42,19.49,0.61,0.06
984,40-50 microns from soma center,0.39,63.04,35.83,0.23,0.33,7557.00,15195.00,4569.33,14388.20,4409.37,14538.60,2926.00,13388.00,1517.55,568.76,27416.00,86329.00,26.00,41.97,42.71,19.72,0.57,0.01
985,30-40 microns from soma center,0.44,63.00,40.39,0.13,0.45,6302.00,22538.00,3462.67,17837.70,1939.00,12616.00,1939.00,12616.00,2009.51,4067.38,10388.00,53513.00,14.00,41.63,42.94,19.82,0.73,0.02
986,30-40 microns from soma center,0.17,62.65,40.21,0.39,0.47,8475.00,14812.00,5955.00,13464.70,4398.00,12382.00,4398.00,12382.00,1798.33,1009.53,17865.00,40394.00,14.00,41.02,43.22,19.37,0.75,0.00
987,30-40 microns from soma center,0.82,62.93,40.92,0.08,0.58,9250.00,20810.00,6620.50,16443.00,6265.39,15371.80,4190.00,13952.00,1537.16,2289.78,39723.00,98658.00,24.00,41.41,43.17,19.52,0.65,0.04
988,30-40 microns from soma center,0.60,63.11,41.25,0.02,0.61,7360.00,15517.00,4629.40,14126.00,3780.43,13697.60,3650.00,12370.00,1389.92,1053.30,23147.00,70630.00,22.00,41.35,43.38,19.77,0.50,0.02
989,30-40 microns from soma center,4.04,64.33,39.72,0.63,0.16,9878.00,24349.00,4833.67,16970.40,4498.74,16078.30,1532.00,11746.00,1794.21,3286.17,232016.00,814577.00,150.00,42.95,43.80,19.36,0.52,0.29
990,30-40 microns from soma center,0.08,64.22,40.51,0.39,0.47,5960.00,13919.00,4380.33,13679.30,3570.00,13466.00,3570.00,13466.00,1117.12,185.92,13141.00,41038.00,14.00,42.96,43.58,19.48,0.74,0.00
991,30-40 microns from soma center,0.28,118.80,40.40,0.13,0.45,4109.00,17805.00,3365.00,15401.30,2894.00,14187.00,2894.00,14187.00,532.26,1699.68,10095.00,46204.00,14.00,97.40,66.22,15.53,0.66,0.01
992,30-40 microns from soma center,0.17,119.21,40.57,0.39,0.47,7387.00,16178.00,6866.33,15441.30,6323.00,14946.00,6323.00,14946.00,434.67,531.13,20599.00,46324.00,14.00,97.54,66.70,15.75,0.85,0.01
993,30-40 microns from soma center,0.45,121.98,40.28,0.14,0.00,5316.00,18481.00,3804.00,16498.30,2817.00,12625.00,2817.00,12625.00,1085.65,2739.11,11412.00,49495.00,14.00,100.48,67.41,15.43,0.60,0.01
994,30-40 microns from soma center,2.26,121.71,39.04,0.37,0.50,12863.00,20969.00,5311.04,15458.40,4598.00,15081.90,1727.00,13471.00,2479.59,1558.49,148709.00,432835.00,90.00,100.16,67.33,15.75,0.57,0.14
995,30-40 microns from soma center,0.13,115.54,38.33,0.47,0.32,3557.00,12987.00,2038.75,12466.50,1371.46,12030.90,1216.00,11992.00,924.47,457.57,8155.00,49866.00,18.00,94.83,64.08,15.88,0.81,0.00
996,30-40 microns from soma center,0.66,115.01,38.86,0.32,0.58,4026.00,19441.00,2875.14,15539.00,2620.88,14366.30,1528.00,13313.00,853.00,1922.51,20126.00,108773.00,30.00,94.13,64.17,15.76,0.54,0.02
997,30-40 microns from soma center,0.47,116.09,39.69,0.18,0.49,11002.00,15320.00,6187.00,14714.00,4387.29,14330.00,3857.00,13470.00,2550.93,719.03,30935.00,73570.00,22.00,95.37,64.31,15.71,0.44,0.01
998,30-40 microns from soma center,1.30,116.70,38.78,0.10,0.61,9257.00,18508.00,5709.83,15773.20,5681.16,15677.60,2526.00,13219.00,1980.45,1593.63,68518.00,189278.00,48.00,95.52,65.08,16.11,0.49,0.05
999,30-40 microns from soma center,0.32,117.49,39.40,0.02,0.99,4426.00,16076.00,4130.67,14946.30,3928.00,13643.00,3928.00,13643.00,213.61,1000.84,12392.00,44839.00,14.00,95.92,66.02,15.68,0.51,0.01
1000,30-40 microns from soma center,0.53,117.78,39.48,0.34,0.23,4146.00,16359.00,3112.00,14277.20,2761.97,14042.50,2550.00,13046.00,565.92,1101.77,18672.00,85663.00,26.00,96.28,65.81,16.43,0.51,0.01
1001,30-40 microns from soma center,0.34,117.47,36.76,0.13,0.45,4020.00,17584.00,3208.00,14213.30,2338.00,12382.00,2338.00,12382.00,687.90,2386.40,9624.00,42640.00,14.00,95.64,66.34,15.82,0.68,0.01
1002,30-40 microns from soma center,2.20,119.67,38.07,0.29,0.34,7938.00,22325.00,3608.10,17120.90,3218.91,17168.10,1546.00,13093.00,1487.04,2973.78,72162.00,342418.00,74.00,98.26,66.49,15.67,0.56,0.13
1003,30-40 microns from soma center,0.92,120.00,37.45,0.41,0.26,6787.00,15932.00,3527.10,14572.60,2908.06,14254.90,1588.00,13298.00,1332.10,846.38,35271.00,145726.00,40.00,98.51,66.61,16.08,0.52,0.03
1004,30-40 microns from soma center,0.21,120.49,37.97,0.39,0.47,4229.00,16114.00,3900.67,15439.00,3630.00,14129.00,3630.00,14129.00,247.92,926.45,11702.00,46317.00,14.00,98.92,66.98,15.69,0.77,0.01
1005,40-50 microns from soma center,3.81,120.52,34.83,0.11,0.68,9231.00,23976.00,4696.29,16972.50,4106.33,15922.90,1280.00,12586.00,1948.38,3148.75,211333.00,763762.00,142.00,98.71,67.37,15.61,0.50,0.25
1006,20-30 microns from soma center,2.45,120.31,41.49,0.32,0.51,8653.00,19926.00,5107.44,14939.30,5168.84,13684.50,2046.00,11732.00,1790.07,2577.42,137901.00,403361.00,92.00,98.64,66.92,16.33,0.56,0.15
1007,30-40 microns from soma center,0.24,120.93,41.05,0.13,0.45,5663.00,13529.00,4994.33,12313.30,3875.00,11474.00,3875.00,11474.00,796.47,880.14,14983.00,36940.00,14.00,99.35,67.11,15.81,0.65,0.01
1008,20-30 microns from soma center,0.15,116.33,42.99,0.13,0.45,8092.00,13407.00,5543.00,12662.30,3547.00,11745.00,3547.00,11745.00,1896.24,689.42,16629.00,37987.00,14.00,95.96,63.78,15.97,0.56,0.00
1009,30-40 microns from soma center,0.33,117.33,42.64,0.13,0.45,8675.00,20135.00,6321.67,16489.00,3613.00,13734.00,3613.00,13734.00,2081.77,2688.07,18965.00,49467.00,14.00,97.11,63.86,16.13,0.65,0.01
1010,30-40 microns from soma center,7.25,116.28,40.74,0.43,0.40,12175.00,64363.00,5659.88,28358.80,5137.27,24009.20,1577.00,13970.00,2207.74,12094.60,837662.00,4197100.00,272.00,94.82,65.40,15.91,0.68,1.03
1011,30-40 microns from soma center,0.08,115.96,41.96,0.39,0.47,9354.00,15763.00,6714.33,15431.00,2526.00,14968.00,2526.00,14968.00,2994.90,337.52,20143.00,46293.00,14.00,94.58,65.12,16.17,0.80,0.00
1012,30-40 microns from soma center,0.36,116.21,42.16,0.13,0.45,5106.00,18534.00,4945.33,16430.00,4653.00,15032.00,4653.00,15032.00,207.04,1514.34,14836.00,49290.00,14.00,94.55,65.56,16.31,0.62,0.01
1013,30-40 microns from soma center,1.34,115.36,40.59,0.50,0.25,7947.00,19898.00,4043.00,15204.60,3586.90,14887.10,1946.00,12483.00,1647.82,2132.28,64688.00,243274.00,56.00,94.06,64.71,16.52,0.66,0.08
1014,30-40 microns from soma center,2.17,116.50,39.40,0.27,0.48,8743.00,20439.00,4840.04,15838.90,4763.41,15093.70,1252.00,13631.00,2180.36,1931.61,116161.00,380134.00,82.00,94.75,65.85,16.05,0.50,0.11
1015,30-40 microns from soma center,1.24,118.25,37.31,0.27,0.42,6363.00,22502.00,4014.80,15766.50,3871.33,14889.10,1567.00,12659.00,1634.46,2741.00,60222.00,236498.00,52.00,96.46,66.51,16.02,0.64,0.07
1016,20-30 microns from soma center,2.98,119.15,42.17,0.56,0.21,12780.00,20575.00,5907.90,14313.00,4941.98,13913.60,2646.00,11307.00,2771.42,1873.93,183145.00,443703.00,114.00,100.04,62.67,16.16,0.44,0.14
1017,20-30 microns from soma center,0.46,119.15,43.69,0.20,0.48,8519.00,22616.00,5930.25,17807.30,5067.13,16277.40,3259.00,14889.00,1963.16,2917.43,23721.00,71229.00,18.00,99.85,62.90,16.51,0.74,0.02
1018,30-40 microns from soma center,0.64,119.61,41.38,0.17,0.86,10336.00,17864.00,4866.00,15900.40,3237.35,14459.20,2603.00,14217.00,2810.54,1450.31,24330.00,79502.00,20.00,100.42,62.88,16.41,0.67,0.03
1019,20-30 microns from soma center,0.19,119.06,43.91,0.39,0.47,8518.00,16236.00,6074.33,15297.70,4044.00,14505.00,4044.00,14505.00,1849.74,714.14,18223.00,45893.00,14.00,99.30,63.60,16.37,0.85,0.01
1020,30-40 microns from soma center,2.10,119.29,42.32,0.29,0.54,12134.00,21676.00,5197.55,16449.30,4416.72,15531.80,1097.00,12584.00,3377.52,2257.13,103951.00,328986.00,78.00,99.56,63.55,16.68,0.50,0.10
1021,30-40 microns from soma center,1.06,119.40,42.17,0.24,0.16,6910.00,18516.00,4632.80,16127.00,4495.84,15848.70,2228.00,14805.00,1455.47,1106.19,46328.00,161270.00,38.00,99.82,63.39,16.53,0.51,0.04
1022,30-40 microns from soma center,0.59,118.04,41.63,0.22,0.27,7875.00,23380.00,6359.43,17709.10,5719.98,16577.70,5614.00,15392.00,791.89,2476.68,44516.00,123964.00,30.00,98.15,63.48,16.40,0.56,0.02
1023,30-40 microns from soma center,0.61,116.96,40.99,0.14,0.38,9803.00,18298.00,5731.83,15363.70,4981.71,14071.30,1736.00,13573.00,2563.34,1683.88,34391.00,92182.00,26.00,96.76,63.65,16.28,0.60,0.02
1024,30-40 microns from soma center,0.49,117.33,40.82,0.22,0.45,7810.00,18400.00,5587.50,15371.80,4429.92,14400.90,2720.00,14062.00,2105.19,1759.47,22350.00,61487.00,18.00,97.01,64.09,15.72,0.66,0.02
1025,30-40 microns from soma center,4.85,116.93,37.66,0.16,0.53,10645.00,24119.00,3907.96,15554.90,3465.08,14913.50,971.00,11449.00,2019.41,2902.71,218846.00,871073.00,160.00,96.34,64.24,16.27,0.48,0.34
1026,40-50 microns from soma center,0.57,116.07,33.60,0.07,0.56,6148.00,16306.00,3930.50,13937.00,3095.37,13189.60,2221.00,12525.00,1554.48,1232.13,23583.00,83622.00,26.00,95.15,64.59,15.74,0.57,0.02
1027,20-30 microns from soma center,1.43,116.63,43.53,0.22,0.70,9389.00,21323.00,5781.07,17020.00,5288.50,16343.90,2248.00,14202.00,2062.52,2461.77,80935.00,238280.00,56.00,95.67,64.63,16.52,0.53,0.06
1028,20-30 microns from soma center,1.04,124.62,43.63,0.22,0.60,11209.00,16659.00,4998.00,14740.90,3742.84,14460.20,2401.00,12777.00,2371.80,1214.38,59976.00,176891.00,40.00,103.86,67.32,14.54,0.70,0.06
1029,20-30 microns from soma center,0.29,124.35,43.38,0.20,0.48,8837.00,16659.00,4476.25,14238.50,3077.75,13038.50,2255.00,12576.00,2570.65,1598.99,17905.00,56954.00,18.00,103.54,67.30,14.60,0.66,0.01
1030,,1.21,124.46,42.42,0.23,0.55,8939.00,18255.00,4958.86,14816.60,4739.41,14141.80,1866.00,12501.00,1982.13,1768.28,69424.00,207433.00,52.00,103.36,67.54,15.67,0.51,0.05
1031,30-40 microns from soma center,0.38,123.08,41.38,0.13,0.45,3757.00,19099.00,2746.67,16461.70,2046.00,14698.00,2046.00,14698.00,732.03,1899.94,8240.00,49385.00,14.00,101.84,67.50,14.90,0.68,0.01
1032,20-30 microns from soma center,2.54,122.88,45.66,0.10,0.65,9150.00,28888.00,6542.96,16833.00,6656.45,15705.90,1640.00,13687.00,2004.26,3502.11,157031.00,403993.00,92.00,101.63,67.34,15.31,0.46,0.12
1033,20-30 microns from soma center,0.22,121.26,45.39,0.13,0.45,11559.00,17525.00,8755.33,15382.70,6913.00,14187.00,6913.00,14187.00,2014.85,1518.26,26266.00,46148.00,14.00,102.90,62.21,15.71,0.66,0.01
1034,20-30 microns from soma center,0.41,121.19,45.68,0.04,0.53,9692.00,17759.00,6332.75,15150.50,5084.13,14018.40,3580.00,12947.00,2277.91,1832.40,25331.00,60602.00,18.00,102.98,61.75,16.41,0.59,0.01
1035,20-30 microns from soma center,8.23,120.94,43.99,0.22,0.75,13459.00,65535.00,6793.40,25127.20,6669.47,20857.80,772.00,13547.00,2483.86,11699.70,862762.00,3191150.00,304.00,102.60,61.88,16.46,0.52,0.83
1036,20-30 microns from soma center,0.54,121.20,44.16,0.29,0.51,6485.00,19333.00,4607.60,17820.00,3107.50,16845.70,2308.00,15378.00,1604.58,1481.26,23038.00,89100.00,22.00,102.73,62.10,16.75,0.73,0.02
1037,40-50 microns from soma center,0.13,120.84,33.65,0.13,0.45,5981.00,14455.00,4731.00,14417.70,3424.00,14398.00,3424.00,14398.00,1044.67,26.26,14193.00,43253.00,14.00,102.25,62.36,16.07,0.55,0.00
