,,Area,Distance from Origin,Distance to Image Border XY,Ellipticity (oblate),Ellipticity (prolate),Intensity Max Ch=1,Intensity Max Ch=2,Intensity Mean Ch=1,Intensity Mean Ch=2,Intensity Median Ch=1,Intensity Median Ch=2,Intensity Min Ch=1,Intensity Min Ch=2,Intensity StdDev Ch=1,Intensity StdDev Ch=2,Intensity Sum Ch=1,Intensity Sum Ch=2,Number of Vertices,Position,,,Sphericity,Volume
110,Puncta 20-30 from Soma Center,1.28,192.16,91.98,0.22,0.65,34436.00,11129.00,22106.60,7145.00,18099.90,5600.68,14802.00,5579.00,6593.10,1928.81,154746.00,50015.00,26.00,131.27,140.31,2.64,0.77,0.09
111,Puncta 30-40 from Soma Center,1.97,192.77,87.09,0.13,0.67,26674.00,12462.00,14491.10,7736.36,12723.40,5698.11,2379.00,4834.00,5944.45,2962.50,159402.00,85100.00,42.00,132.34,140.14,2.88,0.67,0.14
112,Puncta 30-40 from Soma Center,0.49,190.56,87.36,0.39,0.47,27193.00,6914.00,17425.00,6393.67,5505.00,5410.00,5505.00,5410.00,8983.90,695.95,52275.00,19181.00,14.00,129.82,139.45,3.81,0.86,0.03
113,Puncta 20-30 from Soma Center,2.41,186.70,92.53,0.43,0.33,21100.00,13568.00,11777.40,8229.67,10777.80,6420.03,5464.00,5612.00,3992.07,2472.42,141329.00,98756.00,46.00,124.32,139.18,5.52,0.69,0.20
114,Puncta 20-30 from Soma Center,1.60,187.27,92.08,0.35,0.53,29337.00,12323.00,20007.50,7505.25,18958.80,6050.40,9056.00,5576.00,7565.15,2274.30,160060.00,60042.00,32.00,125.43,138.94,5.83,0.73,0.12
115,Puncta 30-40 from Soma Center,0.52,189.60,86.58,0.28,0.43,15255.00,6595.00,14036.30,5716.00,12939.00,5190.00,12939.00,5190.00,949.40,625.55,42109.00,17148.00,14.00,127.00,140.73,3.79,0.77,0.02
116,Puncta 30-40 from Soma Center,0.48,194.62,86.47,0.28,0.43,8927.00,8064.00,6798.67,6011.33,3724.00,4573.00,3724.00,4573.00,2227.03,1489.93,20396.00,18034.00,14.00,134.09,141.00,4.20,0.71,0.02
117,Puncta 20-30 from Soma Center,0.55,187.97,88.43,0.28,0.43,14556.00,6412.00,10361.30,5645.67,4811.00,4673.00,4811.00,4673.00,4092.24,724.78,31084.00,16937.00,14.00,116.61,147.32,5.64,0.77,0.03
118,Puncta 20-30 from Soma Center,0.22,185.77,87.92,0.39,0.47,17744.00,4702.00,12045.70,4621.67,9122.00,4577.00,9122.00,4577.00,4029.79,56.93,36137.00,13865.00,14.00,117.77,143.52,6.39,0.78,0.01
119,Puncta 20-30 from Soma Center,0.83,186.08,92.91,0.44,0.36,32447.00,11087.00,22326.80,7272.75,21684.00,5905.02,10046.00,4888.00,8079.73,2348.20,89307.00,29091.00,18.00,117.92,143.78,6.87,0.75,0.05
120,Puncta 20-30 from Soma Center,0.35,128.07,93.13,0.12,0.93,19064.00,6764.00,15625.30,5427.33,10053.00,4355.00,10053.00,4355.00,3976.09,1001.07,46876.00,16282.00,14.00,81.16,98.57,9.91,0.64,0.01
121,Puncta 20-30 from Soma Center,0.62,128.56,94.11,0.25,0.50,39170.00,11766.00,26811.80,6901.75,21224.30,4744.00,14202.00,4744.00,9698.35,2881.42,107247.00,27607.00,18.00,82.80,97.78,10.54,0.85,0.04
122,Puncta 20-30 from Soma Center,0.42,129.59,90.71,0.28,0.43,33003.00,5865.00,20299.00,5410.67,13296.00,4759.00,13296.00,4759.00,8998.80,472.59,60897.00,16232.00,14.00,96.62,85.77,10.09,0.79,0.02
123,Puncta 20-30 from Soma Center,0.37,132.12,90.31,0.28,0.43,15526.00,5738.00,14430.00,5118.00,13623.00,4700.00,13623.00,4700.00,803.33,447.19,43290.00,15354.00,14.00,99.73,85.97,10.97,0.62,0.01
124,Puncta 20-30 from Soma Center,0.42,130.69,95.11,0.39,0.47,20224.00,7097.00,15324.70,5604.00,8671.00,4802.00,8671.00,4802.00,4876.90,1056.68,45974.00,16812.00,14.00,96.70,87.34,10.01,0.75,0.02
125,Puncta 20-30 from Soma Center,1.02,131.11,95.30,0.09,0.86,37324.00,7085.00,22079.40,5897.40,18169.80,5310.96,7606.00,5304.00,9831.72,648.49,110397.00,29487.00,22.00,98.48,85.89,10.67,0.64,0.05
126,Puncta 20-30 from Soma Center,0.56,132.01,93.55,0.28,0.43,24715.00,8172.00,17503.00,6617.33,11851.00,5549.00,11851.00,5549.00,5366.30,1124.70,52509.00,19852.00,14.00,98.64,87.09,10.55,0.70,0.02
127,Puncta 30-40 from Soma Center,0.29,132.52,83.29,0.39,0.47,7005.00,5374.00,3740.00,4987.00,1330.00,4416.00,1330.00,4416.00,2394.39,412.18,11220.00,14961.00,14.00,91.40,95.21,11.99,0.84,0.01
128,Puncta 30-40 from Soma Center,1.25,129.82,81.54,0.26,0.65,5924.00,9231.00,3224.13,5600.50,2990.95,4832.46,1533.00,4578.00,1392.01,1479.09,25793.00,44804.00,32.00,84.55,97.78,12.04,0.51,0.05
129,Puncta >50 from Soma Center,0.70,132.12,52.95,0.39,0.47,15720.00,7230.00,12910.70,6350.33,11103.00,5289.00,11103.00,5289.00,2013.56,802.75,38732.00,19051.00,14.00,99.32,86.24,12.44,0.71,0.03
130,Puncta >50 from Soma Center,0.27,130.36,51.00,0.31,0.00,4935.00,5148.00,2926.67,4581.67,1706.00,4040.00,1706.00,4040.00,1431.07,452.68,8780.00,13745.00,14.00,87.48,95.81,12.67,0.70,0.01
131,Puncta >50 from Soma Center,1.27,129.24,52.78,0.29,0.42,10827.00,7845.00,6776.33,6408.83,6340.44,6049.14,4967.00,5305.00,1915.46,794.89,40658.00,38453.00,26.00,85.55,96.09,12.26,0.73,0.08
132,Puncta >50 from Soma Center,1.58,130.64,55.41,0.24,0.74,8928.00,9823.00,3923.40,5979.40,2691.79,4893.73,1571.00,4476.00,2452.05,1759.64,39234.00,59794.00,40.00,88.77,95.00,12.66,0.72,0.11
133,Puncta >50 from Soma Center,1.61,131.10,57.51,0.46,0.40,7471.00,10518.00,4369.25,7914.25,3842.75,7976.39,2423.00,5004.00,1676.16,1838.33,34954.00,63314.00,28.00,87.85,96.46,12.85,0.83,0.14
134,Puncta >50 from Soma Center,1.41,183.83,57.32,0.45,0.33,9488.00,10393.00,5567.75,6738.88,5149.09,5782.64,1439.00,4979.00,2805.49,1826.51,44542.00,53911.00,30.00,121.72,137.59,6.88,0.80,0.11
135,Puncta >50 from Soma Center,0.55,183.53,59.31,0.28,0.43,9452.00,6522.00,8715.00,5894.33,8159.00,4970.00,8159.00,4970.00,543.16,667.42,26145.00,17683.00,14.00,121.52,137.33,7.54,0.80,0.03
136,Puncta 40-50 from Soma Center,0.53,181.87,63.45,0.18,0.82,8845.00,5418.00,7410.50,5163.50,8536.80,5001.84,3585.00,4839.00,2211.10,249.48,29642.00,20654.00,18.00,118.06,138.11,8.05,0.75,0.02
137,Puncta >50 from Soma Center,1.88,184.41,58.42,0.20,0.71,15972.00,8179.00,9249.27,6125.45,7761.38,5272.77,3892.00,4514.00,3437.80,1226.59,101742.00,67380.00,44.00,121.79,138.25,7.87,0.69,0.14
138,Puncta 40-50 from Soma Center,2.98,185.22,79.23,0.30,0.53,25382.00,12154.00,15652.80,6778.30,14750.10,5413.75,7357.00,4586.00,5014.95,2462.49,313055.00,135566.00,68.00,119.33,141.47,7.15,0.68,0.27
139,Puncta 40-50 from Soma Center,0.71,186.27,71.82,0.47,0.32,14712.00,6742.00,11476.80,5930.25,8821.15,5780.48,8506.00,5101.00,2825.88,590.77,45907.00,23721.00,18.00,119.03,143.10,7.19,0.81,0.04
140,Puncta 40-50 from Soma Center,1.17,132.69,71.30,0.32,0.45,21461.00,8368.00,14490.40,7023.40,11449.30,5942.11,5833.00,5047.00,5367.51,1290.42,72452.00,35117.00,22.00,99.59,86.60,13.73,0.82,0.09
141,Puncta 40-50 from Soma Center,4.54,133.21,70.47,0.31,0.56,19768.00,19376.00,10377.40,9180.86,9126.75,7950.39,2742.00,5381.00,5478.32,3631.52,300946.00,266245.00,88.00,100.03,86.79,14.38,0.67,0.50
142,Puncta >50 from Soma Center,2.43,128.44,65.89,0.41,0.44,27468.00,14183.00,11348.70,8740.42,9191.87,8166.50,3957.00,5015.00,6684.25,2556.86,136184.00,104885.00,40.00,84.99,95.31,13.73,0.77,0.24
143,Puncta 20-30 from Soma Center,0.93,130.69,92.88,0.15,0.50,8267.00,8496.00,7414.60,5895.80,7205.63,5010.38,6814.00,4440.00,478.03,1433.02,37073.00,29479.00,22.00,107.21,71.99,20.12,0.65,0.04
144,Puncta 20-30 from Soma Center,1.59,132.00,93.82,0.13,0.71,15082.00,9568.00,9684.88,7058.75,6814.45,6874.19,5591.00,4779.00,3571.41,1711.17,77479.00,56470.00,32.00,108.42,72.36,20.84,0.70,0.11
145,Puncta 20-30 from Soma Center,0.65,133.00,94.44,0.53,0.27,7502.00,6579.00,4807.00,5301.00,3901.02,4527.24,2352.00,4478.00,1782.75,855.21,24035.00,26505.00,22.00,108.67,73.79,20.84,0.75,0.03
146,Puncta 30-40 from Soma Center,3.02,135.15,86.20,0.15,0.86,39867.00,11466.00,23573.30,7328.27,21967.40,6493.29,5924.00,5004.00,8808.58,2077.74,353600.00,109924.00,56.00,109.21,76.63,21.56,0.63,0.25
147,Puncta 30-40 from Soma Center,0.53,135.80,86.56,0.28,0.43,28689.00,6464.00,23807.00,5797.33,19351.00,5427.00,19351.00,5427.00,3824.10,472.37,71421.00,17392.00,14.00,109.96,76.56,22.07,0.76,0.02
148,Puncta 30-40 from Soma Center,2.75,136.08,84.41,0.41,0.30,20092.00,9053.00,9569.61,5805.22,6827.02,5319.76,2497.00,4502.00,5640.91,1334.77,172253.00,104494.00,64.00,109.41,77.81,22.18,0.57,0.18
149,Puncta 20-30 from Soma Center,2.77,137.31,87.34,0.45,0.40,21494.00,10590.00,11227.90,6300.65,7905.10,5511.16,2791.00,4428.00,5836.20,1899.66,190875.00,107111.00,66.00,110.14,78.90,22.27,0.57,0.19
150,Puncta 20-30 from Soma Center,4.04,139.18,90.17,0.22,0.67,31600.00,13877.00,16175.80,7546.67,14043.70,6902.61,4195.00,4626.00,7299.29,2164.43,388220.00,181120.00,80.00,111.25,80.57,22.43,0.65,0.40
151,Puncta 20-30 from Soma Center,0.14,141.64,89.85,0.00,1.92,10120.00,5211.00,8809.67,4657.00,6607.00,4204.00,6607.00,4204.00,1566.84,417.26,26429.00,13971.00,14.00,114.67,79.40,24.63,0.67,0.00
152,Puncta 20-30 from Soma Center,2.57,142.30,90.93,0.28,0.59,21792.00,14464.00,14497.90,7394.82,13794.10,6281.84,7062.00,4676.00,4614.38,2527.99,246465.00,125712.00,54.00,116.12,78.27,25.28,0.78,0.27
153,Puncta <10 from Soma Center,1.38,168.92,109.14,0.54,0.31,32384.00,11456.00,26082.70,8461.44,25492.10,7652.02,17432.00,7222.00,4895.49,1277.35,234744.00,76153.00,36.00,91.78,139.17,27.23,0.72,0.09
154,Puncta <10 from Soma Center,3.86,168.98,111.51,0.25,0.74,42493.00,22222.00,26369.70,13526.30,24696.50,12943.70,11073.00,7560.00,8000.89,3933.76,553763.00,284052.00,62.00,93.11,138.22,27.95,0.67,0.39
155,Puncta <10 from Soma Center,0.66,158.01,111.74,0.28,0.43,43353.00,11931.00,37790.30,10918.00,34201.00,8984.00,34201.00,8984.00,3988.36,1368.06,113371.00,32754.00,14.00,89.35,126.23,32.40,0.76,0.03
156,Puncta <10 from Soma Center,1.99,158.28,108.23,0.25,0.53,28656.00,14884.00,20976.60,9638.63,20795.20,9024.70,8927.00,6776.00,5363.71,2268.77,167813.00,77109.00,34.00,89.23,126.42,33.28,0.64,0.14
157,Puncta <10 from Soma Center,1.08,175.12,109.96,0.58,0.20,27167.00,10648.00,17743.60,9223.40,11904.20,7657.57,11784.00,7598.00,7135.75,1316.33,88718.00,46117.00,22.00,94.97,144.29,28.79,0.74,0.07
158,Puncta <10 from Soma Center,0.64,158.22,108.07,0.25,0.50,21116.00,9201.00,16156.80,7432.50,12491.90,6399.22,11517.00,6096.00,4204.60,1255.79,64627.00,29730.00,18.00,89.61,126.08,33.26,0.63,0.02
159,Puncta <10 from Soma Center,1.92,162.47,108.09,0.47,0.26,38383.00,11916.00,28134.40,9215.10,25828.50,9074.52,14576.00,6757.00,7741.00,1341.42,281344.00,92151.00,38.00,89.57,130.86,35.36,0.75,0.16
160,Puncta <10 from Soma Center,1.36,199.19,110.27,0.53,0.20,36635.00,12022.00,29943.10,9406.43,25613.60,9237.94,25024.00,7302.00,4837.35,1391.20,209602.00,65845.00,30.00,150.01,126.61,33.85,0.70,0.09
161,Puncta <10 from Soma Center,0.60,189.67,108.03,0.18,0.82,32545.00,9942.00,28946.00,8048.50,29367.30,7373.14,22502.00,6993.00,3886.15,1137.33,115784.00,32194.00,18.00,143.15,119.71,33.96,0.73,0.03
162,Puncta <10 from Soma Center,3.13,199.38,106.68,0.43,0.23,29629.00,20400.00,18527.20,11111.30,20374.40,10776.10,4154.00,6937.00,6733.22,3129.02,389072.00,233338.00,58.00,150.04,126.51,35.17,0.67,0.28
163,Puncta <10 from Soma Center,2.19,189.08,110.50,0.33,0.58,32845.00,18929.00,25796.10,11622.80,26902.10,10199.40,14515.00,7167.00,5553.41,3373.89,335349.00,151096.00,42.00,145.76,114.65,36.92,0.79,0.22
164,Puncta <10 from Soma Center,10.07,188.00,108.91,0.43,0.44,53692.00,24442.00,26897.40,10498.50,27227.10,9379.76,10539.00,6835.00,7959.49,3584.65,1855920.00,724398.00,206.00,143.62,115.55,36.94,0.51,1.11
165,Puncta <10 from Soma Center,0.66,135.20,104.41,0.35,0.46,13663.00,9458.00,10034.00,8391.75,8949.18,7993.27,8102.00,7303.00,2147.37,814.03,40136.00,33567.00,18.00,80.27,100.90,40.69,0.74,0.03
166,Puncta <10 from Soma Center,4.97,135.59,106.70,0.38,0.48,46821.00,28251.00,24680.80,15209.70,22693.60,13529.90,8457.00,8098.00,8241.60,5662.95,715742.00,441082.00,92.00,83.50,98.65,41.00,0.66,0.56
167,Puncta <10 from Soma Center,1.29,171.96,110.22,0.35,0.44,42954.00,10045.00,33697.00,8882.83,29703.60,9065.28,26326.00,7701.00,6078.81,799.67,202182.00,53297.00,26.00,102.91,130.65,43.73,0.73,0.09
168,Puncta <10 from Soma Center,4.41,186.90,106.00,0.28,0.61,29874.00,21275.00,18816.20,11124.30,19126.20,10983.00,3161.00,5592.00,7457.48,3244.76,545671.00,322604.00,86.00,141.37,115.41,40.30,0.68,0.49
169,Puncta <10 from Soma Center,0.56,187.85,104.27,0.19,0.39,18271.00,8733.00,8759.75,6922.50,3418.27,6272.00,2091.00,5309.00,6509.26,1273.81,35039.00,27690.00,18.00,140.96,117.06,41.42,0.60,0.02
170,Puncta <10 from Soma Center,1.72,188.73,107.46,0.43,0.43,19736.00,12852.00,12089.40,8326.27,10548.60,7474.03,6813.00,6296.00,3734.54,2114.96,132983.00,91589.00,40.00,141.00,117.67,43.52,0.73,0.13
171,Puncta <10 from Soma Center,3.29,173.99,108.00,0.18,0.67,26696.00,16827.00,21294.90,11604.20,21664.80,11073.70,8296.00,8112.00,4678.15,2422.14,362014.00,197271.00,56.00,99.61,134.35,47.97,0.69,0.32
172,Puncta <10 from Soma Center,1.45,189.82,108.18,0.06,0.83,31615.00,14073.00,20323.70,9403.50,18587.20,8236.91,7271.00,5864.00,8874.52,2929.87,121942.00,56421.00,26.00,137.68,121.02,49.27,0.62,0.08
173,Puncta <10 from Soma Center,4.33,183.78,109.30,0.51,0.34,44053.00,25984.00,30909.50,11854.30,30566.60,10378.90,14290.00,7403.00,8080.43,3930.30,865467.00,331919.00,80.00,118.88,131.19,49.30,0.73,0.53
174,Puncta <10 from Soma Center,1.28,184.94,106.03,0.36,0.45,16600.00,13597.00,12371.70,10369.00,11384.50,9910.35,8307.00,6758.00,2590.92,2482.35,74230.00,62214.00,26.00,119.74,131.63,50.35,0.76,0.09
175,Puncta <10 from Soma Center,4.19,186.52,110.93,0.43,0.34,40601.00,22583.00,30374.80,12031.50,30316.50,10843.40,16223.00,7994.00,6274.25,3954.39,728996.00,288756.00,80.00,119.90,133.04,52.08,0.61,0.38
176,Puncta <10 from Soma Center,1.32,174.06,109.74,0.33,0.17,43525.00,12408.00,32160.20,8979.33,29235.00,8556.96,17580.00,7079.00,8620.70,1655.92,192961.00,53876.00,26.00,117.93,115.42,55.37,0.59,0.06
177,Puncta <10 from Soma Center,3.02,127.32,111.35,0.31,0.51,45085.00,22128.00,37101.70,12011.40,37991.20,10497.00,25969.00,8083.00,5404.35,3962.18,667830.00,216205.00,58.00,71.21,105.40,5.51,0.72,0.30
178,Puncta <10 from Soma Center,5.40,121.23,108.85,0.31,0.60,31352.00,15964.00,15173.40,9277.29,14793.50,8743.09,4523.00,5751.00,5876.78,2532.96,515895.00,315428.00,110.00,86.91,84.51,0.42,0.65,0.62
179,Puncta <10 from Soma Center,3.63,126.93,109.67,0.37,0.48,16900.00,25028.00,10905.00,11540.10,11211.00,10716.50,3415.00,5946.00,4094.64,3915.65,250814.00,265422.00,66.00,94.45,84.79,0.45,0.77,0.44
180,Puncta <10 from Soma Center,2.24,127.17,109.39,0.30,0.42,44269.00,16082.00,27097.40,10974.50,27356.00,9362.75,12197.00,7123.00,8805.13,2716.22,325169.00,131694.00,40.00,94.66,84.91,1.11,0.79,0.22
181,Puncta <10 from Soma Center,6.75,123.80,109.98,0.31,0.58,36938.00,30772.00,25615.80,14239.30,25556.60,11788.90,8373.00,7849.00,7071.81,5536.47,1306410.00,726203.00,130.00,89.76,85.18,3.60,0.71,1.00
182,Puncta <10 from Soma Center,1.44,193.43,109.42,0.20,0.46,35124.00,12062.00,27908.30,10153.70,25547.40,9479.42,15820.00,8389.00,6575.92,1295.15,167450.00,60922.00,26.00,133.23,140.22,1.30,0.72,0.10
183,Puncta <10 from Soma Center,0.74,198.70,106.95,0.28,0.43,5962.00,8071.00,3731.67,7762.67,1671.00,7353.00,1671.00,7353.00,1755.90,301.76,11195.00,23288.00,14.00,140.32,140.68,0.96,0.78,0.04
184,Puncta <10 from Soma Center,9.40,194.42,110.03,0.63,0.25,59202.00,20975.00,35743.80,11909.00,35501.10,11337.90,23300.00,8258.00,6677.95,2562.92,2108880.00,702633.00,174.00,133.90,140.95,1.98,0.51,0.99
185,Puncta <10 from Soma Center,1.86,199.16,109.17,0.20,0.44,39656.00,12826.00,32112.80,9533.56,32079.90,8631.47,19453.00,7457.00,6190.59,1825.83,289015.00,85802.00,36.00,140.52,141.12,1.99,0.65,0.13
186,Puncta <10 from Soma Center,0.64,196.65,108.96,0.12,0.00,22523.00,8383.00,18277.00,7710.00,16877.60,7505.02,16425.00,7029.00,2470.06,500.19,73108.00,30840.00,18.00,136.58,141.46,2.16,0.66,0.03
187,Puncta <10 from Soma Center,2.42,197.32,107.76,0.58,0.23,25230.00,11282.00,16896.90,8341.43,15227.80,7541.55,9424.00,5747.00,5324.57,1594.64,236556.00,116780.00,48.00,137.34,141.67,2.47,0.70,0.21
188,Puncta 20-30 from Soma Center,2.88,198.56,94.18,0.25,0.65,25422.00,12539.00,13044.30,8813.60,11450.80,8309.38,3876.00,5272.00,6448.28,2114.95,195665.00,132204.00,46.00,138.85,141.91,2.63,0.76,0.31
189,Puncta 20-30 from Soma Center,0.35,199.68,93.99,0.39,0.47,4964.00,5720.00,3390.00,5465.33,2218.00,5129.00,2218.00,5129.00,1156.53,248.09,10170.00,16396.00,14.00,140.24,142.11,2.56,0.85,0.02
190,Puncta 10-20 from Soma Center,5.48,196.50,96.60,0.23,0.62,54744.00,22032.00,29419.90,9072.28,29646.00,7809.36,9176.00,5018.00,11585.10,3772.68,1059120.00,326602.00,104.00,137.08,140.76,2.98,0.66,0.65
191,Puncta 10-20 from Soma Center,2.22,195.22,98.51,0.40,0.35,11295.00,13842.00,4569.92,7487.62,3335.74,5797.08,952.00,4523.00,2879.05,2961.58,59409.00,97339.00,44.00,130.62,145.05,3.03,0.73,0.19
192,Puncta 10-20 from Soma Center,1.85,196.25,97.97,0.23,0.38,38039.00,7382.00,19169.30,6146.42,15406.10,5813.69,6720.00,5200.00,9203.74,705.79,230031.00,73757.00,42.00,135.83,141.60,3.86,0.71,0.14
193,Puncta 10-20 from Soma Center,1.82,201.06,103.06,0.66,0.17,9468.00,12225.00,3936.10,6937.10,2276.32,5838.13,701.00,4793.00,2812.99,2160.48,39361.00,69371.00,38.00,134.31,149.56,4.05,0.55,0.09
194,Puncta 10-20 from Soma Center,1.34,202.89,98.97,0.32,0.33,37983.00,12194.00,22409.40,8077.43,16506.90,6245.56,6745.00,5144.00,9966.11,2692.23,156866.00,56542.00,28.00,136.50,150.05,3.94,0.80,0.10
195,Puncta 10-20 from Soma Center,3.33,204.02,102.03,0.23,0.50,27419.00,17447.00,13819.10,8989.00,14969.40,7512.81,4324.00,5451.00,6251.78,3106.48,248744.00,161802.00,60.00,136.72,151.37,4.35,0.64,0.29
196,Puncta 10-20 from Soma Center,0.75,194.58,100.83,0.35,0.46,26856.00,6519.00,12753.50,5649.50,4872.67,5595.88,4612.00,4831.00,9095.76,597.67,51014.00,22598.00,18.00,114.35,157.38,4.29,0.76,0.04
197,Puncta <10 from Soma Center,5.68,194.28,110.38,0.71,0.12,45879.00,21638.00,30575.20,13761.00,31307.50,13151.10,15796.00,8059.00,6290.14,3547.42,794954.00,357786.00,88.00,114.33,157.00,4.81,0.56,0.53
198,Puncta 10-20 from Soma Center,1.28,189.26,101.68,0.11,0.63,8536.00,11178.00,5472.83,7234.00,5836.06,6058.32,1890.00,4907.00,2167.93,2160.80,32837.00,43404.00,26.00,114.93,150.27,5.60,0.71,0.08
199,Puncta 10-20 from Soma Center,0.70,194.87,100.83,0.39,0.47,36217.00,9324.00,31745.70,7698.00,24652.00,6872.00,24652.00,6872.00,5072.46,1149.80,95237.00,23094.00,14.00,113.97,157.96,5.91,0.84,0.04
200,Puncta <10 from Soma Center,2.79,200.85,109.55,0.25,0.72,42412.00,15654.00,29721.10,10225.90,27028.90,9825.16,16332.00,7500.00,7178.33,2123.16,416095.00,143162.00,56.00,142.41,141.62,1.89,0.59,0.20
201,Puncta <10 from Soma Center,2.94,200.98,106.55,0.22,0.51,13627.00,11787.00,6873.07,8015.64,5336.54,6882.18,3068.00,5213.00,3037.09,2164.41,96223.00,112219.00,54.00,143.04,141.16,2.97,0.59,0.22
202,Puncta <10 from Soma Center,1.20,127.14,109.71,0.38,0.46,13543.00,8260.00,9610.33,6578.89,8318.27,6275.13,3780.00,5199.00,3190.68,1026.35,86493.00,59210.00,34.00,71.99,104.55,7.12,0.85,0.10
203,Puncta 10-20 from Soma Center,4.95,125.89,102.76,0.54,0.28,26804.00,17783.00,13745.90,9141.39,13120.40,8687.91,3758.00,5964.00,6638.17,2727.50,426124.00,283383.00,100.00,74.63,101.06,8.02,0.61,0.49
204,Puncta 10-20 from Soma Center,2.51,126.15,101.35,0.26,0.50,25643.00,11741.00,13839.50,7871.07,12102.80,7506.69,5253.00,5582.00,5830.15,1734.97,207592.00,118066.00,50.00,73.02,102.53,8.37,0.72,0.23
205,Puncta <10 from Soma Center,0.63,128.15,109.53,0.12,0.93,18225.00,8661.00,15260.70,7940.00,13503.00,7537.00,13503.00,7537.00,2108.13,511.00,45782.00,23820.00,14.00,79.42,100.18,8.80,0.73,0.03
206,Puncta <10 from Soma Center,1.14,126.45,108.05,0.13,0.61,27170.00,8647.00,13268.30,7046.29,7768.71,6481.50,5669.00,5116.00,7418.90,1202.33,92878.00,49324.00,30.00,76.85,99.99,9.28,0.67,0.06
207,Puncta <10 from Soma Center,1.87,126.05,104.75,0.18,0.73,26262.00,11110.00,12425.70,7907.20,7662.14,6437.26,2921.00,5976.00,8089.61,1916.03,124257.00,79072.00,38.00,76.65,99.57,9.99,0.67,0.13
208,Puncta <10 from Soma Center,0.56,124.68,104.98,0.44,0.22,28037.00,9307.00,22954.30,7257.50,21562.30,6369.41,18511.00,6250.00,3464.90,1227.05,91817.00,29030.00,18.00,105.83,63.65,17.17,0.62,0.02
209,Puncta <10 from Soma Center,3.45,123.69,103.91,0.54,0.32,32016.00,16458.00,22025.70,9348.58,22042.20,7675.13,12223.00,6330.00,6357.55,3168.34,418489.00,177623.00,74.00,79.65,93.46,14.77,0.60,0.28
210,Puncta 10-20 from Soma Center,2.30,117.20,101.47,0.24,0.73,24732.00,14070.00,15482.30,9111.17,15122.30,8382.28,3340.00,5082.00,6052.41,2360.51,185787.00,109334.00,40.00,71.99,91.07,16.13,0.80,0.24
211,Puncta <10 from Soma Center,1.94,117.17,110.04,0.17,0.54,39456.00,13268.00,20804.40,8209.80,20459.00,7180.34,11016.00,6053.00,7925.91,2073.58,208044.00,82098.00,38.00,71.54,91.28,16.66,0.61,0.12
212,Puncta <10 from Soma Center,2.68,117.55,109.96,0.57,0.24,31919.00,17917.00,19731.10,8992.60,19247.20,7662.98,8912.00,6353.00,7012.22,3027.19,295967.00,134889.00,54.00,70.94,92.09,17.46,0.68,0.23
213,Puncta <10 from Soma Center,0.66,127.68,109.82,0.28,0.43,25569.00,8621.00,19027.00,7853.33,11451.00,7469.00,11451.00,7469.00,5809.84,542.82,57081.00,23560.00,14.00,107.19,66.62,19.33,0.75,0.03
214,Puncta <10 from Soma Center,6.27,128.05,106.57,0.14,0.70,47884.00,18143.00,27797.60,12955.00,26399.00,12872.70,10468.00,7435.00,8652.18,2624.75,806129.00,375696.00,98.00,107.02,67.44,19.88,0.52,0.55
215,Puncta <10 from Soma Center,4.02,129.88,106.30,0.30,0.59,41199.00,18996.00,26806.10,10939.70,27908.50,9878.88,8484.00,6242.00,10290.60,2834.92,643347.00,262553.00,78.00,107.79,69.73,19.68,0.68,0.42
216,Puncta <10 from Soma Center,1.51,172.99,106.48,0.32,0.50,21138.00,14660.00,12479.90,9150.78,11359.50,7534.63,5394.00,6015.00,4349.40,2860.35,112319.00,82357.00,32.00,89.10,145.96,26.11,0.77,0.12
217,Puncta <10 from Soma Center,0.65,161.77,104.97,0.28,0.43,5792.00,8812.00,4113.67,7144.00,2646.00,6235.00,2646.00,6235.00,1292.96,1181.04,12341.00,21432.00,14.00,80.19,136.73,32.30,0.75,0.03
218,Puncta <10 from Soma Center,2.09,167.60,106.73,0.28,0.62,29114.00,12868.00,19808.80,9858.45,16660.40,9644.59,13486.00,7612.00,5930.14,1565.68,217897.00,108443.00,40.00,82.63,143.31,26.94,0.71,0.17
219,Puncta <10 from Soma Center,10.80,167.57,109.01,0.21,0.79,47599.00,34126.00,28709.70,15850.10,27397.40,13972.80,7509.00,7255.00,9075.58,6124.68,2296770.00,1268010.00,194.00,85.36,141.76,26.38,0.63,1.65
220,Puncta <10 from Soma Center,1.23,167.79,109.37,0.06,0.00,34820.00,11030.00,28068.80,10398.00,25716.80,10333.10,24031.00,9246.00,3806.67,616.08,140344.00,51990.00,22.00,87.38,140.73,26.73,0.60,0.06
221,Puncta <10 from Soma Center,0.78,167.60,110.24,0.04,0.98,32103.00,13987.00,24410.00,13144.00,16720.00,11670.00,16720.00,11670.00,6280.08,1045.86,73230.00,39432.00,14.00,84.46,142.30,26.59,0.57,0.03
222,Puncta <10 from Soma Center,0.73,174.68,109.07,0.80,0.10,37328.00,13706.00,29769.30,10339.30,27514.80,9165.95,22463.00,7715.00,5460.86,2220.21,119077.00,41357.00,18.00,85.68,149.73,27.47,0.76,0.04
223,Puncta <10 from Soma Center,11.16,135.67,106.74,0.38,0.46,38703.00,50286.00,23128.80,20123.20,23605.90,16026.30,8271.00,9110.00,5894.34,9626.66,1896560.00,1650100.00,210.00,71.80,108.91,37.26,0.60,1.64
