,,Area,Distance from Origin,Distance to Image Border XY,Ellipticity (oblate),Ellipticity (prolate),Intensity Max Ch=1,Intensity Max Ch=2,Intensity Mean Ch=1,Intensity Mean Ch=2,Intensity Median Ch=1,Intensity Median Ch=2,Intensity Min Ch=1,Intensity Min Ch=2,Intensity StdDev Ch=1,Intensity StdDev Ch=2,Intensity Sum Ch=1,Intensity Sum Ch=2,Number of Vertices,Position,,,Sphericity,Volume
229,< 10 microns from soma center,1.84,104.04,74.43,0.69,0.18,10091.00,12440.00,6804.40,9094.53,5864.63,8192.55,2878.00,7311.00,2202.61,1642.46,102066.00,136418.00,52.00,65.05,81.06,4.63,0.69,0.13
230,< 10 microns from soma center,0.95,104.61,74.50,0.55,0.26,10769.00,11749.00,7137.63,9064.13,6993.22,8488.36,4325.00,6924.00,2232.79,1573.37,57101.00,72513.00,30.00,64.69,82.09,4.50,0.76,0.06
231,10-20 microns from soma center,0.36,107.47,68.74,0.49,0.00,7668.00,8377.00,5031.67,6973.00,2550.00,5908.00,2550.00,5908.00,2092.28,1036.08,15095.00,20919.00,14.00,67.58,83.44,4.55,0.84,0.02
232,10-20 microns from soma center,0.62,107.60,69.02,0.69,0.20,10381.00,9809.00,7783.00,7935.50,5506.30,6810.70,5048.00,5660.00,2508.80,1750.82,31132.00,31742.00,18.00,67.35,83.76,5.00,0.77,0.03
233,< 10 microns from soma center,2.43,105.74,72.23,0.29,0.52,9760.00,11003.00,5221.86,8160.27,4511.10,8057.56,1809.00,5539.00,2315.61,1625.30,114881.00,179526.00,72.00,65.31,82.98,5.40,0.69,0.20
234,< 10 microns from soma center,0.25,107.60,72.67,0.39,0.44,15251.00,10620.00,11773.00,7868.33,9697.00,6492.00,9697.00,6492.00,2474.66,1945.72,35319.00,23605.00,14.00,66.26,84.67,4.37,0.79,0.01
235,< 10 microns from soma center,3.08,107.60,71.54,0.58,0.28,13007.00,13551.00,8799.78,7697.17,8073.59,6768.89,4806.00,5936.00,2180.71,2067.25,202395.00,177035.00,94.00,65.97,84.83,5.42,0.49,0.17
236,< 10 microns from soma center,6.28,108.39,78.35,0.46,0.39,20698.00,14071.00,9937.88,8856.95,9565.78,8736.81,1949.00,6223.00,4587.05,1814.20,566459.00,504846.00,182.00,67.54,84.61,5.33,0.54,0.59
237,< 10 microns from soma center,0.25,108.98,78.19,0.39,0.44,10778.00,8121.00,8153.00,7013.00,3331.00,6054.00,3331.00,6054.00,3414.14,850.40,24459.00,21039.00,14.00,67.89,85.06,5.63,0.76,0.01
238,< 10 microns from soma center,0.51,109.22,79.36,0.56,0.28,10191.00,7840.00,6401.83,6706.33,5548.97,6397.80,3589.00,5907.00,2275.66,613.32,38411.00,40238.00,24.00,67.88,85.32,6.44,0.67,0.02
239,< 10 microns from soma center,0.24,109.01,79.55,0.39,0.44,10432.00,7361.00,7490.00,6865.67,2756.00,6489.00,2756.00,6489.00,3380.21,365.75,22470.00,20597.00,14.00,67.77,85.11,6.85,0.75,0.01
240,20-30 microns from soma center,0.62,108.24,66.08,0.42,0.00,6768.00,8050.00,3531.00,6929.20,1869.00,6646.54,1869.00,6065.00,1906.59,661.49,17655.00,34646.00,20.00,66.32,85.34,5.84,0.75,0.03
241,20-30 microns from soma center,1.22,108.33,66.57,0.43,0.38,15739.00,8320.00,9728.00,7003.45,9275.28,6739.14,5332.00,6190.00,2687.09,726.28,107008.00,77038.00,42.00,66.95,84.91,6.60,0.62,0.06
242,20-30 microns from soma center,0.16,107.94,66.14,0.39,0.44,5842.00,6808.00,4019.33,6346.33,3030.00,6065.00,3030.00,6065.00,1290.39,329.04,12058.00,19039.00,14.00,66.22,84.97,6.84,0.69,0.00
243,20-30 microns from soma center,0.44,108.47,66.73,0.39,0.44,4991.00,10334.00,3992.33,8208.67,2266.00,6197.00,2266.00,6197.00,1225.71,1690.83,11977.00,24626.00,14.00,66.89,85.09,7.24,0.81,0.02
244,10-20 microns from soma center,3.01,142.90,68.24,0.66,0.21,18172.00,12555.00,7844.63,8301.46,7419.64,7707.98,2261.00,6702.00,3431.55,1436.80,188271.00,199235.00,84.00,103.54,98.40,4.17,0.59,0.22
245,10-20 microns from soma center,0.74,137.47,70.35,0.47,0.36,8825.00,8836.00,4670.43,6909.86,4645.80,6299.63,900.00,5684.00,2439.13,1119.89,32693.00,48369.00,30.00,94.71,99.55,4.10,0.67,0.03
246,10-20 microns from soma center,0.26,138.56,70.31,0.10,0.94,15910.00,7482.00,12256.70,7077.00,6508.00,6343.00,6508.00,6343.00,4114.38,519.94,36770.00,21231.00,14.00,95.76,100.06,4.39,0.65,0.01
247,10-20 microns from soma center,1.17,138.84,69.12,0.53,0.21,9814.00,11229.00,6678.71,8982.14,6424.69,8392.07,1705.00,7031.00,2390.33,1419.35,46751.00,62875.00,30.00,96.54,99.69,4.49,0.72,0.07
248,10-20 microns from soma center,0.55,138.46,69.34,0.35,0.53,20774.00,9815.00,14857.50,7951.00,13901.00,7652.91,9638.00,6634.00,3975.72,1157.47,59430.00,31804.00,18.00,95.42,100.21,4.99,0.81,0.03
249,10-20 microns from soma center,0.51,138.17,69.44,0.43,0.42,16729.00,9009.00,12572.20,7224.60,8765.88,6559.38,8235.00,6363.00,3599.42,941.55,62861.00,36123.00,20.00,94.95,100.25,5.13,0.75,0.02
250,10-20 microns from soma center,0.90,137.78,70.02,0.64,0.22,9879.00,8745.00,5791.71,7900.57,4386.25,7607.20,2668.00,6947.00,2439.29,683.11,40542.00,55304.00,28.00,95.08,99.55,5.57,0.75,0.05
251,< 10 microns from soma center,0.82,108.68,78.43,0.41,0.47,12772.00,9891.00,9880.17,8082.50,9342.73,7447.59,7419.00,6779.00,1676.68,1190.75,59281.00,48495.00,26.00,68.29,83.77,11.38,0.79,0.05
252,< 10 microns from soma center,0.29,108.30,71.41,0.39,0.44,4408.00,8618.00,3262.33,7645.00,1441.00,6419.00,1441.00,6419.00,1302.09,915.39,9787.00,22935.00,14.00,68.48,83.12,11.38,0.85,0.01
253,< 10 microns from soma center,0.75,108.41,72.87,0.51,0.30,14792.00,11915.00,11235.00,9851.60,10555.50,8889.59,7795.00,7860.00,2258.92,1401.29,56175.00,49258.00,22.00,69.00,82.67,12.50,0.84,0.05
254,< 10 microns from soma center,1.97,109.00,72.07,0.51,0.34,15072.00,21901.00,9363.82,9604.00,10782.20,7976.52,2870.00,6602.00,4242.75,3553.61,159185.00,163268.00,54.00,67.62,85.11,8.05,0.75,0.17
255,< 10 microns from soma center,0.73,108.96,72.95,0.25,0.58,15637.00,8910.00,11738.90,7368.13,11597.80,6961.64,8406.00,6465.00,2305.71,807.33,93911.00,58945.00,34.00,67.76,84.89,8.69,0.61,0.03
256,< 10 microns from soma center,0.33,108.74,74.63,0.39,0.47,10416.00,10078.00,7545.67,8452.67,5117.00,7134.00,5117.00,7134.00,2185.73,1221.29,22637.00,25358.00,14.00,67.84,84.49,9.14,0.82,0.01
257,10-20 microns from soma center,0.69,108.66,68.63,0.19,0.00,16684.00,11582.00,10255.20,8244.20,4969.21,6541.44,4493.00,6020.00,4922.99,1959.98,51276.00,41221.00,22.00,68.20,83.73,12.08,0.78,0.04
258,10-20 microns from soma center,0.17,108.20,68.79,0.12,0.93,10103.00,6970.00,4449.67,6481.67,986.00,5819.00,986.00,5819.00,4031.20,485.80,13349.00,19445.00,14.00,68.16,83.14,12.23,0.60,0.00
259,10-20 microns from soma center,0.96,107.98,67.26,0.43,0.39,8046.00,10284.00,5323.25,7477.75,5105.85,6683.73,2552.00,6362.00,1963.88,1355.82,42586.00,59822.00,28.00,68.84,82.21,12.78,0.79,0.06
260,10-20 microns from soma center,0.56,106.86,67.81,0.57,0.24,7778.00,9802.00,7104.25,8065.00,7111.64,6993.13,6089.00,5894.00,631.56,1668.25,28417.00,32260.00,18.00,68.90,80.55,13.58,0.81,0.03
261,10-20 microns from soma center,0.42,107.92,69.58,0.22,0.51,12726.00,7536.00,9539.50,6988.50,7405.00,6547.61,7405.00,6499.00,2257.57,468.96,38158.00,27954.00,18.00,68.72,82.09,13.64,0.60,0.01
262,< 10 microns from soma center,0.69,106.76,71.85,0.65,0.23,15331.00,8201.00,12922.60,7249.75,12997.30,7005.00,6414.00,6537.00,2645.50,503.17,103381.00,57998.00,32.00,68.43,80.65,14.49,0.73,0.03
263,< 10 microns from soma center,0.53,107.07,73.15,0.42,0.36,14032.00,7377.00,10755.80,6694.60,9736.98,6216.44,7820.00,6179.00,2109.98,484.82,53779.00,33473.00,22.00,68.54,80.89,14.89,0.75,0.02
264,< 10 microns from soma center,0.30,108.50,73.35,0.39,0.44,12293.00,6484.00,8599.33,6164.00,5289.00,5666.00,5289.00,5666.00,2872.19,356.88,25798.00,18492.00,14.00,69.59,81.87,15.09,0.72,0.01
265,< 10 microns from soma center,0.35,107.80,72.12,0.72,0.18,11791.00,6866.00,11085.30,6340.75,11417.70,6103.36,9460.00,5833.00,947.50,399.03,44341.00,25363.00,16.00,69.08,81.28,15.60,0.76,0.01
266,< 10 microns from soma center,0.25,107.03,74.92,0.39,0.47,15636.00,6732.00,12111.30,6532.33,8422.00,6303.00,8422.00,6303.00,2947.41,176.39,36334.00,19597.00,14.00,68.54,80.67,15.83,0.79,0.01
267,< 10 microns from soma center,0.31,153.09,77.70,0.12,0.93,19856.00,9430.00,11486.00,7348.33,7296.00,6252.00,7296.00,6252.00,5918.49,1472.66,34458.00,22045.00,14.00,88.49,123.97,15.41,0.80,0.01
268,< 10 microns from soma center,0.41,152.26,79.69,0.39,0.44,13637.00,8719.00,8726.00,7764.67,6097.00,6864.00,6097.00,6864.00,3475.49,758.25,26178.00,23294.00,14.00,88.05,123.22,15.64,0.79,0.02
269,< 10 microns from soma center,0.17,107.74,79.56,0.39,0.44,9728.00,7135.00,5404.67,6643.33,2164.00,6260.00,2164.00,6260.00,3181.47,365.33,16214.00,19930.00,14.00,68.85,81.24,16.33,0.71,0.00
270,< 10 microns from soma center,0.33,106.93,79.71,0.39,0.44,10867.00,7704.00,8001.00,7205.00,5659.00,6891.00,5659.00,6891.00,2158.20,356.76,24003.00,21615.00,14.00,68.37,80.33,17.54,0.80,0.01
271,< 10 microns from soma center,0.97,106.81,72.47,0.41,0.29,8821.00,9629.00,5696.71,8027.71,4896.39,7689.77,3721.00,6840.00,1739.85,931.69,39877.00,56194.00,30.00,68.41,79.92,18.46,0.62,0.04
272,< 10 microns from soma center,1.51,107.03,73.15,0.40,0.41,12689.00,11584.00,6853.00,8156.93,5535.20,7176.95,4091.00,6479.00,2719.93,1576.47,95942.00,114197.00,54.00,67.77,80.59,19.18,0.66,0.09
273,< 10 microns from soma center,0.13,106.81,73.65,0.39,0.47,7820.00,7487.00,5892.67,7247.33,2969.00,6910.00,2969.00,6910.00,2101.99,245.47,17678.00,21742.00,14.00,68.60,79.42,19.86,0.77,0.00
274,< 10 microns from soma center,0.81,115.86,73.76,0.64,0.22,8747.00,11063.00,5205.86,8738.43,4368.39,7803.56,2230.00,7032.00,1968.56,1439.57,36441.00,61169.00,28.00,48.83,103.56,17.71,0.77,0.05
275,10-20 microns from soma center,0.43,116.46,68.09,0.35,0.53,10384.00,9652.00,6628.00,7559.00,6464.44,6782.39,3006.00,6458.00,2609.90,1248.07,26512.00,30236.00,18.00,48.29,104.50,17.64,0.80,0.02
276,10-20 microns from soma center,2.33,116.82,68.33,0.39,0.42,15775.00,13669.00,9022.63,8421.63,8292.82,7375.52,2286.00,6105.00,3723.00,2112.97,171430.00,160011.00,72.00,46.54,105.65,17.84,0.64,0.17
277,10-20 microns from soma center,0.16,113.70,70.11,0.10,0.94,6797.00,6642.00,5192.67,6230.00,3185.00,5574.00,3185.00,5574.00,1501.92,468.90,15578.00,18690.00,14.00,47.22,101.80,18.24,0.57,0.00
278,10-20 microns from soma center,0.47,115.97,70.24,0.39,0.47,4207.00,12700.00,3000.00,8794.00,1708.00,6501.00,1708.00,6501.00,1021.98,2775.88,9000.00,26382.00,14.00,49.07,103.49,18.18,0.84,0.02
279,10-20 microns from soma center,3.18,116.29,70.79,0.50,0.32,13792.00,10771.00,5762.63,7298.89,4139.38,6694.22,648.00,5680.00,4037.91,1295.08,155591.00,197070.00,102.00,49.08,103.76,18.64,0.48,0.18
280,10-20 microns from soma center,0.83,113.02,70.73,0.65,0.18,18955.00,13715.00,13653.30,9972.50,12882.00,8605.39,8233.00,7631.00,3203.13,2172.80,81920.00,59835.00,22.00,47.29,100.93,18.70,0.88,0.06
281,10-20 microns from soma center,1.67,116.86,70.52,0.49,0.32,14757.00,12142.00,8502.21,8742.07,7595.92,7945.00,2286.00,6546.00,3180.24,1946.68,119031.00,122389.00,52.00,48.90,104.52,18.47,0.64,0.10
282,10-20 microns from soma center,0.36,117.43,71.17,0.39,0.44,15838.00,9819.00,12303.00,8426.00,9544.00,7256.00,9544.00,7256.00,2627.45,1058.16,36909.00,25278.00,14.00,48.81,105.16,18.65,0.75,0.01
283,< 10 microns from soma center,0.22,117.38,72.31,0.30,0.42,9020.00,6934.00,7965.75,6696.50,7523.08,6564.61,7481.00,6381.00,623.46,232.62,31863.00,26786.00,18.00,51.43,103.84,18.71,0.65,0.01
284,< 10 microns from soma center,0.60,113.64,72.47,0.35,0.53,14676.00,12410.00,9234.00,9212.00,8820.09,7786.20,4044.00,6579.00,3765.28,2232.16,36936.00,36848.00,18.00,47.42,101.50,19.09,0.82,0.03
285,< 10 microns from soma center,0.25,119.17,72.27,0.39,0.47,15428.00,9064.00,14734.00,7847.00,14374.00,7032.00,14374.00,7032.00,490.85,876.91,44202.00,23541.00,14.00,53.30,104.87,19.06,0.82,0.01
286,< 10 microns from soma center,0.33,117.76,75.75,0.39,0.44,15329.00,9933.00,14171.00,7932.67,12895.00,6413.00,12895.00,6413.00,997.17,1476.68,42513.00,23798.00,14.00,51.47,104.13,19.37,0.79,0.01
287,< 10 microns from soma center,2.34,117.93,77.12,0.53,0.33,18213.00,14158.00,11029.80,8214.04,11250.00,7332.84,4606.00,6216.00,3278.71,1990.43,264715.00,197137.00,78.00,51.29,104.29,20.01,0.71,0.20
288,< 10 microns from soma center,0.94,119.49,78.88,0.38,0.46,16061.00,11979.00,8894.44,7251.89,7425.27,6294.56,5224.00,6015.00,3373.45,1769.79,80050.00,65267.00,32.00,53.47,104.98,19.90,0.75,0.06
289,< 10 microns from soma center,0.28,119.83,80.62,0.39,0.44,5140.00,7889.00,4349.00,6756.33,3403.00,6186.00,3403.00,6186.00,717.55,800.92,13047.00,20269.00,14.00,53.07,105.56,20.00,0.76,0.01
290,< 10 microns from soma center,0.53,120.82,79.05,0.43,0.42,16100.00,10290.00,12025.80,7657.00,8885.19,6377.42,8173.00,6185.00,3162.39,1602.19,60129.00,38285.00,20.00,54.93,105.75,19.89,0.86,0.03
291,< 10 microns from soma center,0.72,153.07,78.67,0.19,0.69,16148.00,8965.00,10427.30,7375.67,9111.50,7049.16,6766.00,6537.00,2954.54,771.90,62564.00,44254.00,26.00,89.31,123.24,16.36,0.76,0.04
292,10-20 microns from soma center,0.15,152.36,68.82,0.39,0.47,8864.00,6427.00,7224.67,6045.00,5517.00,5646.00,5517.00,5646.00,1367.26,319.07,21674.00,18135.00,14.00,87.92,123.34,16.53,0.73,0.00
293,10-20 microns from soma center,0.70,153.52,70.01,0.28,0.61,2846.00,11373.00,1601.40,8218.80,1177.08,6808.12,772.00,6524.00,738.11,1817.92,8007.00,41094.00,22.00,88.96,123.96,17.01,0.79,0.04
294,< 10 microns from soma center,0.52,158.50,72.03,0.59,0.25,16750.00,9135.00,12259.80,7483.83,10418.60,6972.11,8264.00,6685.00,3267.93,879.55,73559.00,44903.00,26.00,91.86,127.95,17.68,0.64,0.02
295,< 10 microns from soma center,0.44,157.18,70.58,0.47,0.32,12451.00,8095.00,8920.75,7378.50,6698.80,6766.46,5197.00,6740.00,3037.84,627.50,35683.00,29514.00,18.00,91.23,126.70,18.16,0.81,0.02
296,< 10 microns from soma center,0.45,107.15,80.39,0.69,0.20,13610.00,7529.00,9515.25,7128.50,7492.44,7197.13,6974.00,6349.00,2619.87,466.01,38061.00,28514.00,18.00,68.88,79.52,20.34,0.85,0.02
297,< 10 microns from soma center,0.09,106.96,71.25,0.12,0.93,11923.00,6523.00,8822.33,6463.33,6673.00,6398.00,6673.00,6398.00,2246.39,51.17,26467.00,19390.00,14.00,68.71,79.22,21.06,0.54,0.00
298,< 10 microns from soma center,0.29,107.31,74.66,0.00,1.94,14128.00,10005.00,10818.70,8067.00,6916.00,6833.00,6916.00,6833.00,2974.03,1387.35,32456.00,24201.00,14.00,68.91,79.58,20.85,0.74,0.01
299,20-30 microns from soma center,1.49,106.50,98.15,0.21,0.45,5049.00,10660.00,1998.14,7328.79,1838.30,6557.41,723.00,6133.00,1181.63,1370.71,27974.00,102603.00,54.00,68.45,78.97,20.53,0.66,0.09
300,20-30 microns from soma center,0.93,106.41,94.37,0.33,0.48,14190.00,9152.00,6259.67,7767.50,4309.63,7532.00,2315.00,6272.00,3838.95,1041.67,37558.00,46605.00,24.00,68.40,78.65,21.38,0.76,0.06
301,30-40 microns from soma center,5.70,106.55,100.88,0.30,0.62,4104.00,29208.00,1860.95,11862.00,1660.57,9647.20,570.00,7245.00,933.65,4963.71,102352.00,652408.00,152.00,68.41,78.69,21.92,0.63,0.64
302,10-20 microns from soma center,3.89,106.62,91.58,0.32,0.45,4844.00,12295.00,2097.03,8702.39,1895.31,8261.77,555.00,6832.00,1018.46,1366.27,75493.00,313286.00,122.00,68.09,79.18,21.47,0.56,0.30
303,20-30 microns from soma center,0.97,106.63,95.51,0.50,0.36,8627.00,8147.00,3456.56,6821.67,2411.59,6196.30,903.00,5769.00,2454.66,944.17,31109.00,61395.00,36.00,68.24,78.47,23.59,0.66,0.05
304,30-40 microns from soma center,2.14,120.06,100.06,0.22,0.75,9689.00,12546.00,4046.00,8543.79,2917.34,7515.79,1626.00,6443.00,2113.07,1683.05,76874.00,162332.00,64.00,53.72,105.39,20.59,0.72,0.18
305,10-20 microns from soma center,3.10,119.80,90.69,0.31,0.56,4984.00,11101.00,2026.14,7968.71,1836.11,7307.34,628.00,6069.00,1020.42,1433.39,56732.00,223124.00,102.00,53.50,105.08,21.16,0.55,0.21
306,20-30 microns from soma center,0.43,123.46,96.41,0.39,0.44,3384.00,8881.00,2849.33,7596.00,1808.00,5832.00,1808.00,5832.00,736.42,1290.01,8548.00,22788.00,14.00,57.15,107.51,20.41,0.79,0.02
307,30-40 microns from soma center,2.95,136.90,101.12,0.27,0.63,6601.00,11655.00,2546.88,8519.44,2252.05,8118.82,583.00,6788.00,1436.09,1305.77,63672.00,212986.00,82.00,94.37,97.01,20.63,0.59,0.21
308,30-40 microns from soma center,0.54,136.11,99.89,0.40,0.34,5486.00,9424.00,3637.25,8504.50,3223.96,8273.70,997.00,7806.00,1729.83,588.47,14549.00,34018.00,18.00,93.45,96.68,21.13,0.79,0.03
309,30-40 microns from soma center,0.41,136.50,100.12,0.39,0.44,5433.00,10028.00,5161.67,8743.00,4944.00,7399.00,4944.00,7399.00,203.21,1074.10,15485.00,26229.00,14.00,95.18,95.42,21.66,0.81,0.02
310,20-30 microns from soma center,0.36,136.24,95.24,0.39,0.44,5926.00,7997.00,4550.67,7021.33,3235.00,6383.00,3235.00,6383.00,1099.41,700.76,13652.00,21064.00,14.00,94.56,95.65,21.70,0.81,0.01
311,10-20 microns from soma center,1.46,138.20,93.66,0.77,0.15,11844.00,10603.00,5557.25,7603.92,5183.29,6967.40,1383.00,6314.00,3155.95,1346.76,66687.00,91247.00,46.00,97.69,95.23,22.06,0.70,0.10
312,10-20 microns from soma center,1.02,137.80,90.29,0.57,0.27,7693.00,10714.00,5672.25,8502.38,5728.75,7711.66,2509.00,6871.00,1922.47,1441.09,45378.00,68019.00,32.00,96.84,95.50,22.12,0.79,0.07
313,10-20 microns from soma center,0.25,139.30,90.51,0.39,0.47,5336.00,8448.00,3357.67,7364.67,1018.00,6798.00,1018.00,6798.00,1781.24,766.31,10073.00,22094.00,14.00,98.24,96.23,22.24,0.80,0.01
314,20-30 microns from soma center,0.91,138.39,94.64,0.43,0.24,10649.00,9259.00,5979.00,7236.75,5461.56,6399.86,1297.00,5932.00,2734.49,1314.10,47832.00,57894.00,32.00,98.25,94.79,22.66,0.67,0.04
315,10-20 microns from soma center,0.47,139.86,94.26,0.74,0.17,10126.00,8404.00,7817.40,6965.80,6635.52,6522.88,5567.00,6470.00,1765.48,727.52,39087.00,34829.00,22.00,100.47,94.54,22.98,0.55,0.01
316,30-40 microns from soma center,2.24,139.64,100.72,0.23,0.64,7574.00,13598.00,3663.00,9644.00,2853.10,8797.80,668.00,6576.00,1960.03,1864.89,54945.00,144660.00,56.00,100.05,94.64,23.07,0.61,0.15
317,10-20 microns from soma center,0.65,133.01,92.85,0.74,0.17,2836.00,9498.00,2032.00,7818.20,1873.42,7155.80,1171.00,6052.00,537.43,1219.22,10160.00,39091.00,22.00,93.71,91.24,24.20,0.72,0.03
318,30-40 microns from soma center,0.64,135.75,100.64,0.43,0.36,5511.00,9174.00,2311.17,7191.67,1585.59,6655.53,585.00,6395.00,1635.11,962.39,13867.00,43150.00,26.00,94.95,94.05,23.81,0.71,0.03
319,30-40 microns from soma center,2.79,135.98,100.71,0.33,0.52,7119.00,15874.00,3578.52,8657.28,4049.29,7670.24,730.00,6371.00,1691.87,2186.68,89463.00,216432.00,86.00,95.12,94.02,24.56,0.58,0.19
320,20-30 microns from soma center,0.51,107.03,94.77,0.17,0.68,6907.00,7726.00,3670.00,6280.33,2639.75,5732.25,1826.00,5526.00,1660.36,782.02,22020.00,37682.00,26.00,68.66,78.44,24.27,0.75,0.02
321,10-20 microns from soma center,0.31,107.11,92.66,0.39,0.47,11219.00,8821.00,6526.67,7381.67,1622.00,6510.00,1622.00,6510.00,3920.83,1025.30,19580.00,22145.00,14.00,68.40,78.53,25.01,0.82,0.01
322,10-20 microns from soma center,0.33,127.47,92.26,0.39,0.44,5876.00,8307.00,4169.00,7423.00,2246.00,6262.00,2246.00,6262.00,1489.79,857.54,12507.00,22269.00,14.00,60.85,109.46,23.74,0.77,0.01
323,10-20 microns from soma center,0.45,127.06,90.00,0.30,0.42,11867.00,8505.00,9276.00,7499.25,7896.16,6769.17,6654.00,6556.00,2089.00,846.12,37104.00,29997.00,18.00,60.33,109.19,24.13,0.73,0.02
324,10-20 microns from soma center,0.39,127.63,92.96,0.16,0.78,4200.00,7030.00,2786.40,6512.40,1448.79,6198.77,1438.00,6002.00,1198.35,375.64,13932.00,32562.00,22.00,60.59,109.68,24.23,0.62,0.01
325,30-40 microns from soma center,0.28,127.75,100.41,0.39,0.44,3617.00,7821.00,1778.00,7375.33,798.00,6797.00,798.00,6797.00,1301.31,428.44,5334.00,22126.00,14.00,60.73,109.61,24.88,0.78,0.01
326,10-20 microns from soma center,0.32,126.90,91.55,0.69,0.20,12167.00,8170.00,7108.25,6951.50,5679.41,5987.88,4478.00,5962.00,2981.07,990.14,28433.00,27806.00,18.00,59.62,109.15,25.21,0.83,0.01
327,10-20 microns from soma center,0.47,127.19,90.46,0.30,0.42,7570.00,9036.00,4775.00,7661.25,4084.65,7445.21,2195.00,6682.00,1944.65,855.49,19100.00,30645.00,18.00,59.23,109.71,25.12,0.74,0.02
328,10-20 microns from soma center,0.60,127.37,91.65,0.16,0.78,15640.00,8606.00,9124.60,7609.40,6794.63,6757.48,2774.00,6455.00,4347.69,866.13,45623.00,38047.00,22.00,59.81,109.44,25.84,0.72,0.03
329,10-20 microns from soma center,0.10,127.80,93.43,0.39,0.44,3292.00,6662.00,2732.00,6388.67,1676.00,6097.00,1676.00,6097.00,747.16,231.03,8196.00,19166.00,14.00,60.23,109.58,26.37,0.59,0.00
330,10-20 microns from soma center,0.39,127.83,93.34,0.39,0.47,7603.00,8956.00,6355.67,8001.67,5521.00,6490.00,5521.00,6490.00,898.67,1081.13,19067.00,24005.00,14.00,60.63,109.28,26.87,0.83,0.02
331,10-20 microns from soma center,1.29,134.18,92.53,0.40,0.47,11128.00,8570.00,7025.53,6961.00,6924.36,6579.65,1851.00,6060.00,2543.17,761.75,105383.00,104415.00,58.00,93.87,92.78,24.20,0.50,0.05
332,30-40 microns from soma center,0.29,133.40,101.19,0.39,0.47,4568.00,8036.00,3219.33,7475.00,1691.00,6934.00,1691.00,6934.00,1181.38,450.11,9658.00,22425.00,14.00,93.71,91.77,24.35,0.77,0.01
333,10-20 microns from soma center,0.35,133.49,88.78,0.39,0.47,9248.00,10076.00,8791.00,7748.67,7967.00,6459.00,7967.00,6459.00,583.81,1648.89,26373.00,23246.00,14.00,93.90,91.48,25.22,0.83,0.01
334,10-20 microns from soma center,1.63,133.64,88.96,0.36,0.53,16254.00,11092.00,11329.00,8545.36,11297.30,7991.67,4283.00,6707.00,3480.63,1281.30,158606.00,119635.00,50.00,94.35,91.19,25.36,0.74,0.12
335,10-20 microns from soma center,1.43,131.26,89.74,0.60,0.27,10935.00,12853.00,7855.45,8671.45,7066.41,7732.28,3375.00,6784.00,2865.53,1800.70,86410.00,95386.00,42.00,93.67,87.49,28.27,0.64,0.08
336,10-20 microns from soma center,0.25,129.39,90.17,0.39,0.44,7082.00,6899.00,6772.00,6740.33,6295.00,6557.00,6295.00,6557.00,342.30,140.70,20316.00,20221.00,14.00,59.38,110.84,30.52,0.80,0.01
337,10-20 microns from soma center,0.79,130.23,90.19,0.29,0.27,10009.00,7946.00,4475.57,7220.43,2040.08,6728.23,651.00,6496.00,3450.38,536.16,31329.00,50543.00,30.00,74.57,102.09,31.27,0.52,0.03
338,10-20 microns from soma center,1.05,129.67,90.63,0.32,0.48,14011.00,8896.00,6569.89,7308.33,4649.82,6788.42,2760.00,6351.00,3417.98,902.50,59129.00,65775.00,34.00,59.41,110.76,31.90,0.65,0.05
339,30-40 microns from soma center,0.29,129.68,101.70,0.49,0.00,6851.00,7741.00,4994.00,7076.67,3835.00,6308.00,3835.00,6308.00,1326.52,589.66,14982.00,21230.00,14.00,58.98,111.08,31.61,0.78,0.01
340,30-40 microns from soma center,3.02,128.76,101.18,0.24,0.51,6897.00,14043.00,2898.65,8683.00,2281.90,7972.69,930.00,6273.00,1737.19,2096.40,66669.00,199709.00,86.00,58.87,109.93,32.11,0.55,0.20
341,10-20 microns from soma center,0.45,129.63,88.69,0.30,0.42,4440.00,9873.00,2458.50,7362.75,1331.43,6180.43,995.00,5634.00,1387.49,1645.28,9834.00,29451.00,18.00,58.93,110.81,32.44,0.76,0.02
342,10-20 microns from soma center,1.45,133.99,88.91,0.21,0.68,15301.00,9919.00,9481.90,8296.00,6722.94,8000.52,4097.00,6281.00,4259.24,1189.93,94819.00,82960.00,38.00,76.27,105.22,32.62,0.65,0.09
343,10-20 microns from soma center,0.54,130.38,89.55,0.39,0.44,12198.00,9518.00,6198.67,8931.00,3171.00,8000.00,3171.00,8000.00,4242.23,665.75,18596.00,26793.00,14.00,75.01,101.24,33.54,0.83,0.03
344,10-20 microns from soma center,2.72,129.61,88.74,0.81,0.13,13319.00,14466.00,5969.50,8878.68,5264.50,8202.00,1735.00,7042.00,3075.78,1790.36,131329.00,195331.00,74.00,59.17,110.49,33.03,0.63,0.21
345,10-20 microns from soma center,0.61,135.24,91.76,0.24,0.54,5579.00,8503.00,4386.75,7730.25,4175.91,7337.55,2509.00,6916.00,1201.59,631.26,17547.00,30921.00,18.00,83.05,101.37,33.42,0.77,0.03
346,10-20 microns from soma center,1.15,129.98,88.94,0.27,0.46,17709.00,11730.00,8988.44,7718.78,7712.54,6690.84,4024.00,6072.00,3809.23,1692.71,80896.00,69469.00,36.00,59.36,110.58,33.82,0.69,0.07
