,,Area,Distance from Origin,Distance to Image Border XY,Ellipticity (oblate),Ellipticity (prolate),Intensity Max Ch=1,Intensity Max Ch=2,Intensity Mean Ch=1,Intensity Mean Ch=2,Intensity Median Ch=1,Intensity Median Ch=2,Intensity Min Ch=1,Intensity Min Ch=2,Intensity StdDev Ch=1,Intensity StdDev Ch=2,Intensity Sum Ch=1,Intensity Sum Ch=2,Number of Vertices,Position,,,Sphericity,Volume
115,20-30 microns from soma center,0.36,108.41,39.80,0.20,0.48,5114.00,9027.00,4118.25,7198.00,3355.93,6154.23,3277.00,5558.00,811.36,1399.05,16473.00,28792.00,18.00,88.96,61.51,7.40,0.69,0.01
116,20-30 microns from soma center,2.83,107.77,39.00,0.23,0.60,7005.00,13030.00,3908.10,7824.60,3409.54,7499.13,1288.00,5806.00,1528.13,1784.34,117243.00,234738.00,106.00,88.25,61.29,8.26,0.50,0.16
117,20-30 microns from soma center,0.47,107.86,39.35,0.39,0.47,2970.00,11206.00,2530.00,9984.00,2286.00,9350.00,2286.00,9350.00,311.74,864.29,7590.00,29952.00,14.00,88.53,61.09,8.00,0.78,0.02
118,20-30 microns from soma center,0.27,108.67,40.99,0.13,0.45,3566.00,8870.00,2802.67,7783.00,2293.00,6632.00,2293.00,6632.00,549.78,914.78,8408.00,23349.00,14.00,88.82,62.14,7.62,0.64,0.01
119,20-30 microns from soma center,0.44,108.33,40.06,0.44,0.00,8965.00,8041.00,5677.20,7066.60,5114.57,6312.88,2167.00,6066.00,2190.29,750.05,28386.00,35333.00,22.00,88.30,62.15,8.67,0.64,0.01
120,20-30 microns from soma center,0.43,109.46,40.36,0.15,0.35,7744.00,7575.00,3954.60,6773.40,2774.41,6523.52,792.00,6323.00,2310.18,434.48,19773.00,33867.00,22.00,88.96,63.20,8.56,0.60,0.01
121,20-30 microns from soma center,0.35,109.97,40.55,0.22,0.45,4372.00,7659.00,3561.25,7172.75,3178.16,6891.58,2711.00,6719.00,651.50,380.66,14245.00,28691.00,18.00,89.48,63.26,9.24,0.68,0.01
122,20-30 microns from soma center,0.74,110.01,41.66,0.12,0.70,4567.00,12619.00,2987.71,7995.57,2541.60,6672.14,1386.00,6354.00,1062.60,2046.31,20914.00,55969.00,30.00,89.11,63.74,9.93,0.68,0.03
123,20-30 microns from soma center,0.40,110.14,40.30,0.18,0.49,8798.00,10188.00,4224.40,7337.40,3008.59,6418.82,2326.00,6082.00,2334.61,1467.19,21122.00,36687.00,22.00,89.50,63.48,9.54,0.61,0.01
124,20-30 microns from soma center,0.30,109.99,40.57,0.13,0.45,4018.00,8481.00,3115.67,7381.33,2068.00,6756.00,2068.00,6756.00,802.69,780.02,9347.00,22144.00,14.00,89.38,63.31,10.01,0.65,0.01
125,20-30 microns from soma center,0.29,111.22,40.43,0.39,0.47,2903.00,8972.00,1674.33,7646.67,806.00,6343.00,806.00,6343.00,893.21,1073.40,5023.00,22940.00,14.00,89.53,65.03,11.17,0.75,0.01
126,20-30 microns from soma center,0.22,111.79,40.75,0.25,0.50,4693.00,7610.00,3070.00,6975.75,2344.30,6551.94,1545.00,6356.00,1211.72,531.92,12280.00,27903.00,18.00,89.69,65.64,11.94,0.63,0.00
127,20-30 microns from soma center,0.08,111.82,41.30,0.13,0.45,4243.00,6244.00,2708.33,6089.33,1586.00,5895.00,1586.00,5895.00,1123.22,145.20,8125.00,18268.00,14.00,89.39,66.03,12.44,0.40,0.00
128,30-40 microns from soma center,0.89,128.35,33.84,0.42,0.41,5346.00,8413.00,3099.56,7528.33,2374.87,7407.92,2039.00,6136.00,1006.30,852.12,27896.00,67755.00,38.00,82.18,98.10,9.75,0.57,0.03
129,20-30 microns from soma center,0.24,128.58,38.38,0.20,0.48,2895.00,7195.00,2175.00,6719.00,1911.31,6445.03,1456.00,6371.00,540.84,332.26,8700.00,26876.00,18.00,82.12,98.39,10.40,0.66,0.01
130,20-30 microns from soma center,0.25,127.93,38.45,0.39,0.47,3361.00,9063.00,3072.33,7321.00,2678.00,6334.00,2678.00,6334.00,288.67,1235.42,9217.00,21963.00,14.00,83.09,96.62,11.34,0.72,0.01
131,20-30 microns from soma center,0.52,127.35,38.17,0.22,0.45,4912.00,9839.00,3275.25,8214.00,2292.46,8211.56,1401.00,6506.00,1467.45,1179.51,13101.00,32856.00,18.00,81.70,97.09,10.81,0.61,0.02
132,30-40 microns from soma center,0.46,127.41,36.49,0.27,0.35,9315.00,7270.00,5078.80,7036.00,3589.41,6812.56,3452.00,6707.00,2167.51,232.91,25394.00,35180.00,22.00,81.52,97.29,11.04,0.68,0.02
133,20-30 microns from soma center,0.28,126.11,37.69,0.22,0.45,3503.00,7588.00,2272.25,6662.25,1710.21,6196.26,1388.00,6091.00,813.48,593.43,9089.00,26649.00,18.00,80.92,96.02,11.62,0.70,0.01
134,30-40 microns from soma center,0.20,125.53,36.65,0.01,1.00,4666.00,7496.00,2451.75,6017.50,1441.24,5430.08,1377.00,5372.00,1329.97,866.99,9807.00,24070.00,18.00,81.17,95.00,12.00,0.46,0.00
135,30-40 microns from soma center,0.37,126.09,36.50,0.13,0.45,5809.00,8332.00,4249.33,7457.00,1948.00,6511.00,1948.00,6511.00,1661.20,745.11,12748.00,22371.00,14.00,81.15,95.65,12.77,0.65,0.01
136,30-40 microns from soma center,0.43,126.10,35.19,0.04,0.00,4344.00,7805.00,3399.25,7166.50,3186.38,6629.52,2776.00,6519.00,578.14,592.39,13597.00,28666.00,18.00,81.33,95.44,13.26,0.57,0.01
137,20-30 microns from soma center,1.83,127.76,42.63,0.17,0.48,9292.00,8426.00,5233.22,6957.56,4787.46,6938.52,1755.00,5985.00,1983.53,633.85,94198.00,125236.00,72.00,86.09,93.89,9.77,0.43,0.06
138,20-30 microns from soma center,0.23,127.79,43.13,0.13,0.45,6138.00,7129.00,3730.00,6542.67,1651.00,6001.00,1651.00,6001.00,1846.52,461.59,11190.00,19628.00,14.00,85.23,94.73,9.61,0.58,0.00
139,20-30 microns from soma center,0.06,127.69,42.35,0.12,0.93,4202.00,6339.00,3354.00,6122.00,1852.00,5757.00,1852.00,5757.00,1065.02,259.63,10062.00,18366.00,14.00,85.25,94.50,10.37,0.46,0.00
140,30-40 microns from soma center,0.20,127.39,30.30,0.80,0.13,2266.00,8228.00,1704.75,6519.00,1513.75,5987.55,850.00,5656.00,572.52,1005.35,6819.00,26076.00,16.00,85.06,94.26,10.46,0.86,0.01
141,30-40 microns from soma center,0.64,126.80,30.20,0.08,0.59,5102.00,9949.00,3316.00,7401.43,2487.79,6734.81,1321.00,6012.00,1290.78,1183.86,23212.00,51810.00,28.00,85.45,93.13,10.23,0.62,0.02
142,30-40 microns from soma center,0.46,127.91,31.09,0.34,0.18,5547.00,9166.00,3985.75,8023.25,3519.10,7969.95,3280.00,6549.00,908.84,951.53,15943.00,32093.00,18.00,85.55,94.53,10.38,0.63,0.01
143,30-40 microns from soma center,0.73,127.58,30.89,0.11,0.69,6183.00,8115.00,3045.00,6801.75,2808.21,6762.44,850.00,5837.00,1620.42,713.03,24360.00,54414.00,34.00,85.30,94.29,10.58,0.52,0.02
144,30-40 microns from soma center,3.08,127.05,30.68,0.49,0.34,8134.00,14821.00,3170.94,8252.11,2695.89,7913.53,1343.00,5799.00,1466.78,1827.74,114154.00,297076.00,112.00,84.33,94.41,10.85,0.57,0.22
145,30-40 microns from soma center,0.66,127.23,31.99,0.09,0.44,3717.00,11975.00,2656.43,7414.43,2505.74,6123.39,1196.00,6054.00,768.66,2049.25,18595.00,51901.00,28.00,84.87,94.12,11.23,0.64,0.03
146,40-50 microns from soma center,0.87,126.76,22.59,0.81,0.09,4777.00,7575.00,2287.62,6206.69,1721.41,5936.61,660.00,5413.00,1112.69,731.62,29739.00,80687.00,54.00,84.61,93.64,11.90,0.54,0.03
147,40-50 microns from soma center,0.16,132.97,25.21,0.13,0.45,4717.00,6154.00,2840.67,5760.00,1469.00,5379.00,1469.00,5379.00,1373.17,316.53,8522.00,17280.00,14.00,96.48,90.65,12.53,0.59,0.00
148,40-50 microns from soma center,2.25,133.08,19.93,0.26,0.17,5581.00,10510.00,2282.48,7109.07,1726.12,6346.12,991.00,5259.00,1250.94,1540.23,61627.00,191945.00,96.00,96.39,90.90,12.48,0.51,0.12
149,40-50 microns from soma center,1.17,133.27,24.48,0.28,0.66,6040.00,10662.00,2655.47,7078.40,1950.13,6750.57,982.00,5527.00,1512.27,1420.41,39832.00,106176.00,50.00,96.63,90.90,12.70,0.68,0.07
150,40-50 microns from soma center,0.62,133.67,22.93,0.45,0.34,4904.00,7869.00,2314.25,6438.75,1363.80,5970.02,669.00,5639.00,1516.18,792.79,18514.00,51510.00,32.00,97.11,91.01,12.40,0.62,0.02
151,40-50 microns from soma center,0.36,126.18,21.62,0.09,0.93,4768.00,7094.00,3852.00,6465.75,3071.71,6591.18,2855.00,5281.00,889.72,706.89,15408.00,25863.00,18.00,85.27,92.00,13.67,0.66,0.01
152,30-40 microns from soma center,0.95,126.06,27.76,0.17,0.40,6582.00,12067.00,3099.20,7427.40,2801.91,7039.91,1294.00,5501.00,1556.55,1707.08,30992.00,74274.00,40.00,85.33,91.72,13.99,0.65,0.05
153,40-50 microns from soma center,0.15,126.92,25.35,0.39,0.47,4490.00,7670.00,2603.00,6490.67,1245.00,5825.00,1245.00,5825.00,1376.56,836.22,7809.00,19472.00,14.00,85.99,92.46,12.85,0.75,0.00
154,40-50 microns from soma center,2.36,124.74,26.57,0.23,0.68,8148.00,12575.00,4079.67,8574.50,3547.16,8485.95,646.00,6269.00,2005.29,1530.23,97912.00,205788.00,80.00,81.50,93.56,12.80,0.57,0.15
155,30-40 microns from soma center,1.40,124.36,33.00,0.24,0.58,5853.00,11087.00,2947.79,8227.86,2210.81,7836.09,1120.00,6564.00,1317.29,1368.78,41269.00,115190.00,56.00,81.31,93.10,13.69,0.49,0.05
156,30-40 microns from soma center,0.27,124.54,30.47,0.39,0.47,3195.00,8880.00,2322.00,7389.33,1291.00,6505.00,1291.00,6505.00,785.29,1060.15,6966.00,22168.00,14.00,81.22,93.50,13.10,0.83,0.01
157,30-40 microns from soma center,0.42,125.10,28.07,0.22,0.45,4284.00,8221.00,2894.00,7418.00,3048.77,6767.10,1024.00,6708.00,1178.60,684.11,11576.00,29672.00,18.00,81.72,93.79,13.18,0.71,0.02
158,40-50 microns from soma center,1.86,124.09,26.20,0.12,0.78,12500.00,13027.00,6438.32,8841.32,4570.32,8175.52,2299.00,6848.00,3469.21,1676.08,122328.00,167985.00,72.00,81.16,92.72,14.64,0.56,0.10
159,30-40 microns from soma center,5.96,123.97,31.73,0.18,0.74,9870.00,43094.00,3649.78,14403.20,3446.14,11354.30,579.00,6820.00,1724.78,7522.22,368628.00,1454720.00,210.00,82.05,91.74,14.91,0.64,0.70
160,30-40 microns from soma center,0.31,123.69,30.01,0.18,0.31,3317.00,6455.00,2490.25,6080.75,1875.20,6067.25,1691.00,5421.00,713.98,407.57,9961.00,24323.00,16.00,81.90,91.35,15.71,0.73,0.01
161,30-40 microns from soma center,0.24,124.55,29.69,0.09,0.93,3165.00,6586.00,2151.00,5886.00,1465.85,5540.08,1432.00,5323.00,735.22,491.97,8604.00,23544.00,18.00,81.68,92.84,14.85,0.59,0.00
162,30-40 microns from soma center,0.55,125.32,28.03,0.28,0.41,2794.00,8740.00,1826.17,7129.33,1745.07,6673.32,775.00,5970.00,614.43,1033.12,10957.00,42776.00,24.00,82.75,93.00,14.48,0.62,0.02
163,30-40 microns from soma center,2.07,123.21,26.83,0.42,0.36,6803.00,12189.00,3162.20,8484.60,2274.97,7958.13,978.00,6606.00,1768.15,1602.15,63244.00,169692.00,74.00,81.50,91.06,15.64,0.52,0.10
164,30-40 microns from soma center,0.54,132.09,26.92,0.34,0.42,5083.00,10432.00,2718.86,7594.71,2360.64,6949.32,781.00,6763.00,1448.61,1204.91,19032.00,53163.00,30.00,95.28,90.47,13.58,0.49,0.01
165,40-50 microns from soma center,0.30,131.00,26.47,0.00,1.92,7590.00,12607.00,4842.00,9606.33,1857.00,6294.00,1857.00,6294.00,2346.48,2586.68,14526.00,28819.00,14.00,94.43,89.74,13.84,0.73,0.01
166,40-50 microns from soma center,0.16,132.54,23.08,0.13,0.45,2212.00,6788.00,1729.00,6245.00,995.00,5546.00,995.00,5546.00,527.59,518.91,5187.00,18735.00,14.00,96.35,89.98,13.67,0.66,0.00
167,40-50 microns from soma center,2.12,132.37,22.80,0.18,0.62,5205.00,10686.00,2640.00,7142.70,2512.34,6599.52,670.00,5728.00,1224.50,1356.04,52800.00,142854.00,70.00,87.44,98.42,13.75,0.50,0.10
168,40-50 microns from soma center,1.61,128.97,25.98,0.78,0.15,10102.00,13465.00,5402.62,7677.48,5232.38,6698.63,2359.00,5732.00,1948.44,1804.25,113455.00,161227.00,74.00,91.88,89.40,14.07,0.63,0.10
169,30-40 microns from soma center,1.26,129.04,33.45,0.27,0.65,6191.00,13127.00,3999.67,7965.00,3384.42,6943.11,1810.00,6214.00,1551.23,2132.14,59995.00,119475.00,48.00,91.59,89.68,14.83,0.69,0.08
170,30-40 microns from soma center,1.12,133.21,33.32,0.40,0.41,4371.00,8780.00,2001.83,7076.08,1690.06,7073.52,641.00,5544.00,1056.81,1185.32,24022.00,84913.00,44.00,96.54,90.75,13.78,0.65,0.06
171,30-40 microns from soma center,0.52,132.04,33.57,0.47,0.32,2829.00,10833.00,1743.50,8420.75,1666.38,7416.64,733.00,7219.00,742.39,1441.24,6974.00,33683.00,18.00,87.88,97.51,14.23,0.73,0.02
172,40-50 microns from soma center,0.44,127.94,26.59,0.17,0.74,5313.00,7279.00,2229.57,6404.71,1290.86,6232.91,950.00,5940.00,1553.98,448.02,15607.00,44833.00,26.00,90.65,89.04,14.93,0.74,0.02
173,40-50 microns from soma center,0.20,129.96,26.55,0.39,0.47,3585.00,8630.00,1917.67,6973.67,591.00,5867.00,591.00,5867.00,1245.81,1193.08,5753.00,20921.00,14.00,86.30,96.01,14.97,0.79,0.01
174,30-40 microns from soma center,0.82,125.87,28.26,0.31,0.50,4968.00,9115.00,3470.70,6980.00,3339.58,6679.87,1633.00,5593.00,1046.38,1109.16,34707.00,69800.00,36.00,85.01,91.36,16.42,0.65,0.04
175,40-50 microns from soma center,1.16,127.26,26.93,0.63,0.22,7772.00,11637.00,3777.07,7105.71,2989.52,6462.84,1045.00,5776.00,1975.44,1504.92,52879.00,99480.00,52.00,86.29,92.28,15.27,0.59,0.05
176,40-50 microns from soma center,2.90,130.48,26.36,0.19,0.57,7923.00,11464.00,3640.03,8175.84,3374.33,8060.10,553.00,6085.00,1985.43,1529.34,116481.00,261627.00,104.00,86.31,96.64,15.31,0.56,0.19
177,40-50 microns from soma center,0.32,131.21,26.84,0.13,0.45,5068.00,7443.00,3066.67,7050.67,1850.00,6456.00,1850.00,6456.00,1426.10,427.59,9200.00,21152.00,14.00,86.68,97.31,15.30,0.65,0.01
178,40-50 microns from soma center,2.85,126.20,25.30,0.51,0.33,4499.00,10593.00,2076.85,7438.00,1662.11,6824.48,636.00,5542.00,1092.08,1494.00,68536.00,245454.00,114.00,88.63,88.46,15.71,0.52,0.17
179,30-40 microns from soma center,1.42,127.21,33.19,0.48,0.36,7740.00,9714.00,4516.65,7348.88,4041.80,6665.83,1632.00,5870.00,1536.56,1129.69,76783.00,124931.00,64.00,90.01,88.54,15.58,0.55,0.07
180,30-40 microns from soma center,0.23,125.92,33.03,0.12,0.93,5108.00,8183.00,4554.00,7285.33,3609.00,5973.00,3609.00,5973.00,671.52,948.68,13662.00,21856.00,14.00,85.19,91.32,16.12,0.80,0.01
181,40-50 microns from soma center,0.50,128.04,26.89,0.22,0.45,5581.00,9456.00,5000.75,8244.75,4848.77,8482.42,4057.00,6379.00,615.33,1137.63,20003.00,32979.00,18.00,85.02,94.44,15.76,0.68,0.02
182,40-50 microns from soma center,0.69,126.62,27.09,0.47,0.29,6437.00,12353.00,4208.78,6980.22,3526.29,5862.38,998.00,5653.00,1583.37,1995.25,37879.00,62822.00,36.00,89.43,88.21,15.99,0.55,0.02
183,30-40 microns from soma center,3.78,126.56,28.51,0.16,0.75,8254.00,17638.00,3726.51,9073.51,3207.55,8376.05,743.00,6128.00,1950.61,2428.87,182599.00,444602.00,138.00,89.19,88.32,16.19,0.58,0.30
184,30-40 microns from soma center,1.51,126.92,28.89,0.39,0.30,6917.00,9657.00,3887.00,7627.38,3527.50,7267.94,2374.00,6182.00,1192.32,948.89,62192.00,122038.00,56.00,89.51,88.48,16.34,0.54,0.07
185,30-40 microns from soma center,0.67,128.61,30.14,0.53,0.31,4173.00,12706.00,2705.00,8413.50,2593.50,6803.27,717.00,6136.00,1090.36,2269.63,16230.00,50481.00,26.00,85.66,94.59,15.93,0.68,0.03
186,30-40 microns from soma center,0.77,128.54,29.29,0.24,0.47,4896.00,8613.00,2783.89,7071.67,2215.44,6551.80,883.00,6124.00,1251.88,816.25,25055.00,63645.00,38.00,85.73,94.35,16.48,0.54,0.03
187,30-40 microns from soma center,0.68,126.38,33.32,0.10,0.53,2409.00,12186.00,1973.14,7482.71,2073.69,6387.70,929.00,6152.00,451.15,1982.36,13812.00,52379.00,30.00,85.62,91.39,17.03,0.61,0.03
188,30-40 microns from soma center,0.19,126.41,32.17,0.13,0.45,2725.00,7169.00,1919.67,6837.67,1081.00,6495.00,1081.00,6495.00,671.57,275.28,5759.00,20513.00,14.00,85.03,92.00,16.94,0.60,0.00
189,30-40 microns from soma center,0.81,126.57,30.66,0.10,0.79,6608.00,9382.00,3770.57,8180.00,3562.45,8220.16,1642.00,6628.00,1562.31,1023.34,26394.00,57260.00,28.00,84.85,92.37,16.94,0.65,0.04
190,30-40 microns from soma center,0.52,128.55,30.42,0.04,0.00,3119.00,11398.00,1777.25,8439.75,936.88,7800.46,911.00,5713.00,918.93,2044.46,7109.00,33759.00,18.00,85.76,94.28,16.77,0.55,0.01
191,30-40 microns from soma center,0.37,128.81,30.45,0.00,1.99,4461.00,8453.00,2902.00,7814.33,1633.00,6609.00,1633.00,6609.00,1172.60,852.80,8706.00,23443.00,14.00,85.98,94.53,16.27,0.47,0.01
192,30-40 microns from soma center,0.63,128.70,30.39,0.09,0.93,5463.00,13213.00,3935.00,9169.00,3666.37,7562.03,2552.00,7109.00,1040.14,2412.64,15740.00,36676.00,18.00,85.48,94.78,16.55,0.66,0.02
193,30-40 microns from soma center,5.95,125.95,31.57,0.27,0.65,8778.00,34500.00,3726.15,14109.20,3230.64,12419.70,663.00,6517.00,1737.79,6059.38,409876.00,1552010.00,226.00,85.04,91.27,17.37,0.67,0.75
194,30-40 microns from soma center,0.35,125.93,31.63,0.42,0.15,3646.00,10318.00,2647.75,8296.00,2247.89,7684.87,2041.00,7240.00,617.36,1193.99,10591.00,33184.00,18.00,84.78,91.51,17.24,0.62,0.01
195,30-40 microns from soma center,2.11,125.89,32.42,0.46,0.29,6083.00,11718.00,3233.00,7996.71,2923.79,7486.29,797.00,6632.00,1670.45,1188.36,67893.00,167931.00,84.00,84.82,91.25,18.10,0.43,0.08
196,30-40 microns from soma center,1.29,126.93,32.70,0.41,0.27,8941.00,11886.00,3324.53,7978.33,2328.88,7062.31,803.00,6422.00,2071.24,1674.23,49868.00,119675.00,56.00,85.44,92.21,17.57,0.53,0.05
197,> 50 microns from soma center,2.11,83.55,18.76,0.40,0.47,6289.00,13513.00,3145.46,8028.04,3068.23,7283.88,900.00,6096.00,1461.48,1774.99,88073.00,224785.00,86.00,62.52,49.64,24.65,0.63,0.14
198,> 50 microns from soma center,0.96,83.94,17.11,0.29,0.58,5185.00,8383.00,2850.73,6372.82,2575.85,5752.27,1742.00,4857.00,939.14,1137.59,31358.00,70101.00,46.00,62.72,49.88,24.96,0.57,0.04
199,40-50 microns from soma center,4.64,84.46,19.50,0.33,0.54,7464.00,18182.00,3300.45,9168.18,2958.34,8070.50,1161.00,6086.00,1425.94,2823.01,184825.00,513418.00,172.00,62.61,50.38,25.99,0.47,0.31
200,40-50 microns from soma center,1.10,83.78,18.93,0.22,0.59,5452.00,10601.00,2313.54,7775.38,2042.75,7392.50,1256.00,6137.00,1132.16,1365.64,30076.00,101080.00,42.00,62.07,50.67,24.45,0.74,0.07
201,> 50 microns from soma center,0.36,83.67,14.39,0.44,0.32,4004.00,7446.00,2856.80,6535.20,2430.13,5892.94,1206.00,5862.00,966.20,610.89,14284.00,32676.00,20.00,60.94,51.26,25.69,0.70,0.01
202,> 50 microns from soma center,0.17,85.80,15.97,0.13,0.45,2789.00,6849.00,2139.00,6026.67,1757.00,5565.00,1757.00,5565.00,461.97,582.94,6417.00,18080.00,14.00,63.98,51.12,25.60,0.57,0.00
203,> 50 microns from soma center,0.97,84.08,11.02,0.15,0.23,3554.00,9288.00,2450.56,7013.33,2591.11,6753.88,654.00,5602.00,959.68,1062.12,22055.00,63120.00,36.00,61.32,51.54,25.53,0.53,0.03
204,> 50 microns from soma center,2.12,84.42,14.73,0.28,0.62,6307.00,15567.00,2984.13,7823.57,2579.73,7112.75,727.00,5905.00,1546.76,1979.79,68635.00,179942.00,82.00,61.17,52.25,25.61,0.51,0.11
205,> 50 microns from soma center,0.13,84.95,15.20,0.13,0.45,5796.00,5819.00,3713.33,5751.33,2381.00,5665.00,2381.00,5665.00,1491.71,64.23,11140.00,17254.00,14.00,61.56,52.51,25.87,0.53,0.00
206,> 50 microns from soma center,0.47,84.54,14.38,0.38,0.45,4049.00,7883.00,2424.67,7006.17,2304.38,6984.42,716.00,6127.00,1127.43,600.05,14548.00,42037.00,26.00,61.52,51.67,26.34,0.61,0.01
207,> 50 microns from soma center,0.46,88.39,14.01,0.15,0.62,4776.00,10838.00,3233.40,7700.40,2404.13,6310.00,2246.00,6310.00,901.63,1804.49,16167.00,38502.00,22.00,65.24,53.90,25.50,0.66,0.02
208,> 50 microns from soma center,1.98,88.30,15.74,0.30,0.30,3833.00,13706.00,2059.50,7937.33,1951.99,6868.00,644.00,5290.00,814.15,2479.56,37071.00,142872.00,68.00,65.32,53.50,25.85,0.52,0.10
209,> 50 microns from soma center,0.93,89.32,12.12,0.59,0.23,4778.00,9783.00,2682.18,6838.36,2629.74,5933.88,643.00,5572.00,1212.13,1387.96,29504.00,75222.00,42.00,65.96,54.53,25.57,0.61,0.04
210,> 50 microns from soma center,0.18,90.31,12.58,0.39,0.47,3284.00,6290.00,2788.00,6044.67,2387.00,5564.00,2387.00,5564.00,372.31,339.91,8364.00,18134.00,14.00,66.42,55.62,25.53,0.70,0.00
211,> 50 microns from soma center,2.03,91.07,13.18,0.30,0.55,8334.00,13304.00,3566.92,7893.65,2937.64,7027.57,785.00,5689.00,1654.56,1952.13,92740.00,205235.00,80.00,66.54,56.74,25.45,0.67,0.15
212,> 50 microns from soma center,1.80,91.05,10.52,0.22,0.66,4126.00,8586.00,1932.30,6665.40,1714.83,6201.00,753.00,5194.00,893.27,1183.04,38646.00,133308.00,74.00,66.81,56.36,25.51,0.54,0.09
213,> 50 microns from soma center,1.01,90.62,11.08,0.33,0.57,3863.00,11466.00,2299.80,6956.50,2381.71,6434.71,946.00,5419.00,765.18,1603.00,22998.00,69565.00,40.00,66.06,56.56,25.49,0.56,0.04
214,> 50 microns from soma center,1.44,86.09,11.17,0.26,0.51,4372.00,10114.00,2573.36,7498.71,2297.64,7457.88,808.00,5392.00,1104.17,1539.37,36027.00,104982.00,50.00,63.20,52.31,26.12,0.60,0.08
215,> 50 microns from soma center,0.57,86.31,9.58,0.50,0.20,4670.00,8995.00,3450.67,7118.83,2919.03,6799.39,2704.00,5746.00,722.08,986.98,20704.00,42713.00,26.00,63.39,52.13,26.73,0.72,0.02
216,> 50 microns from soma center,1.15,86.21,7.41,0.19,0.78,3020.00,9399.00,1587.33,6773.58,1373.22,6329.57,611.00,5285.00,779.91,1060.71,19048.00,81283.00,44.00,62.62,53.34,25.78,0.72,0.07
217,> 50 microns from soma center,0.30,86.31,8.83,0.39,0.47,5095.00,8040.00,3462.00,7418.00,1697.00,6904.00,1697.00,6904.00,1390.36,470.02,10386.00,22254.00,14.00,62.67,53.58,25.51,0.75,0.01
218,> 50 microns from soma center,2.48,89.78,8.06,0.54,0.32,6465.00,11496.00,2267.00,7419.70,1790.84,6953.11,628.00,5958.00,1467.73,1316.97,61209.00,200332.00,96.00,64.42,56.91,25.91,0.52,0.14
219,> 50 microns from soma center,0.18,86.95,8.04,0.13,0.45,3225.00,6947.00,2416.67,6339.00,1133.00,5722.00,1133.00,5722.00,917.81,500.15,7250.00,19017.00,14.00,64.52,52.02,26.33,0.58,0.00
220,> 50 microns from soma center,2.92,88.18,5.91,0.37,0.27,5058.00,11374.00,2525.83,7065.80,2686.72,6520.13,627.00,5342.00,952.42,1372.59,75775.00,211974.00,100.00,65.03,53.30,26.57,0.45,0.14
221,> 50 microns from soma center,1.55,89.62,7.48,0.36,0.43,4362.00,15519.00,2707.81,8865.00,2497.38,8625.04,903.00,5822.00,1075.29,2690.51,43325.00,141840.00,60.00,64.64,56.06,26.66,0.65,0.10
222,> 50 microns from soma center,1.14,89.87,5.90,0.11,0.40,6337.00,10016.00,3639.00,8149.20,3232.50,7935.88,1578.00,5888.00,1474.32,1244.25,36390.00,81492.00,38.00,64.41,56.74,26.64,0.64,0.06
223,> 50 microns from soma center,0.62,90.01,21.68,0.29,0.15,7437.00,7567.00,3943.63,6387.50,3403.62,6143.88,943.00,5587.00,1892.04,672.95,31549.00,51100.00,32.00,64.12,57.08,27.04,0.59,0.02
224,> 50 microns from soma center,0.54,90.82,21.46,0.20,0.48,7034.00,8643.00,3123.50,7499.00,2015.25,7124.25,1194.00,6051.00,2291.09,999.32,12494.00,29996.00,18.00,65.10,57.14,27.30,0.62,0.02
225,> 50 microns from soma center,0.52,92.14,21.42,0.20,0.48,7293.00,11060.00,4375.50,8711.00,2439.00,8767.50,2439.00,5820.00,2053.49,1877.67,17502.00,34844.00,18.00,67.13,56.89,27.33,0.71,0.02
226,> 50 microns from soma center,0.24,91.03,22.80,0.39,0.47,6344.00,7323.00,4043.00,6750.00,1501.00,6253.00,1501.00,6253.00,1984.48,440.12,12129.00,20250.00,14.00,65.46,56.91,27.62,0.70,0.01
227,> 50 microns from soma center,0.21,91.92,23.75,0.42,0.15,4843.00,6084.00,3494.00,5893.00,3193.47,5787.31,1324.00,5680.00,1400.39,165.08,13976.00,23572.00,18.00,66.22,57.48,27.58,0.45,0.00
228,> 50 microns from soma center,0.33,124.12,20.89,0.13,0.45,4763.00,8046.00,3940.33,7085.67,2765.00,6209.00,2765.00,6209.00,852.95,752.28,11821.00,21257.00,14.00,98.20,69.91,29.60,0.60,0.01
229,> 50 microns from soma center,2.19,124.02,21.87,0.28,0.52,7799.00,16418.00,4904.04,8163.65,5103.50,7235.14,611.00,6062.00,1805.41,2284.59,127505.00,212255.00,86.00,97.92,70.18,29.44,0.60,0.14
230,> 50 microns from soma center,0.25,124.24,24.63,0.13,0.45,3272.00,7188.00,2632.33,6788.33,2071.00,6550.00,2071.00,6550.00,493.42,284.35,7897.00,20365.00,14.00,98.23,69.41,31.11,0.71,0.01
231,> 50 microns from soma center,0.09,124.46,23.34,0.39,0.47,4994.00,7106.00,3754.00,6151.00,3008.00,5645.00,3008.00,5645.00,882.83,675.69,11262.00,18453.00,14.00,98.58,69.29,31.17,0.76,0.00
232,> 50 microns from soma center,4.56,124.13,24.57,0.28,0.64,13178.00,27599.00,6313.84,11476.30,6287.72,10629.00,2014.00,6612.00,2456.75,4030.86,435655.00,791867.00,164.00,98.70,68.48,31.27,0.62,0.45
